,LotShape,LotConfig,Neighborhood,OverallQual,Exterior1st,MasVnrType,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,FullBath,HalfBath,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageFinish,GarageArea,MoSold,YrSold,SalePrice,SalePricev2
596,0,0,7,6,0,1,4,2,8,684,1,0,1,7,0,1,216,10,2006,114504,3
597,0,0,21,7,0,4,3,2,8,1258,0,2,0,7,1,2,648,2,2007,194201,4
598,0,0,2,5,7,4,2,1,572,0,2,0,0,7,1,2,621,3,2006,217500,5
599,0,0,24,6,1,1,4,6,345,23,2,1,1,6,1,2,452,7,2008,151000,4
600,0,0,10,8,0,4,3,5,169,512,2,1,2,8,1,2,736,6,2006,275000,6
601,0,0,13,6,2,1,4,2,8,780,1,1,0,6,1,1,544,12,2007,141000,3
602,1,0,12,8,3,1,2,5,243,119,2,1,0,8,1,2,506,2,2006,220000,5
603,0,0,5,7,1,1,4,2,8,600,2,1,0,4,0,3,480,6,2010,151000,4
604,1,0,0,7,0,4,2,5,158,572,2,0,0,6,1,3,530,9,2008,221000,5
605,0,0,11,7,3,4,4,4,346,314,2,1,1,7,3,1,486,10,2009,205000,5
606,2,2,0,5,0,1,4,5,5,308,1,0,0,6,0,1,576,11,2009,152000,4
607,0,0,15,5,1,1,4,5,46,293,3,0,2,8,0,1,230,8,2006,225000,5
608,0,0,2,8,4,1,2,4,228,537,2,1,1,10,2,1,380,9,2007,359100,8
609,0,0,9,4,0,3,2,3,347,126,1,0,1,5,0,1,261,4,2007,118500,3
610,0,0,0,9,0,4,2,5,173,536,2,1,2,8,2,2,736,5,2009,313000,7
611,1,1,6,6,3,4,3,1,348,427,2,0,1,6,1,1,564,7,2007,148000,3
612,0,0,0,8,0,4,3,5,349,309,2,1,2,7,1,3,531,11,2009,261500,6
613,0,0,4,5,0,1,4,1,350,914,1,0,1,6,0,3,0,12,2007,147000,3
614,0,0,14,4,6,1,3,6,351,0,1,0,1,3,0,3,0,5,2010,75500,2
615,0,0,11,6,1,4,1,5,34,173,1,0,0,6,0,3,480,5,2010,137500,3
616,1,0,17,6,0,1,4,5,352,326,2,1,0,7,1,2,393,6,2006,183200,4
617,0,2,11,6,1,1,4,2,8,832,1,0,0,4,0,1,528,6,2008,105500,3
618,0,0,10,9,6,4,3,5,540,1774,2,0,0,9,1,1,774,7,2007,314813,7
619,0,0,16,8,0,2,1,5,465,611,2,1,0,10,2,2,749,8,2008,305000,7
620,0,0,15,3,9,1,4,4,355,823,1,0,1,5,0,3,0,9,2008,67000,2
621,0,0,6,6,3,1,4,1,232,384,2,1,1,9,1,3,624,6,2008,240000,5
622,0,0,9,5,7,4,4,4,123,420,1,0,1,6,0,1,484,7,2009,135000,3
623,0,0,5,6,1,4,4,5,182,336,2,1,0,4,1,1,440,6,2007,168500,4
624,0,0,6,6,0,1,4,3,261,485,1,2,1,8,1,3,484,11,2006,165150,4
625,1,2,11,6,2,4,4,2,8,1116,1,1,1,5,0,1,440,2,2010,160000,4
626,1,0,11,5,2,1,4,2,8,978,1,0,1,6,1,3,286,8,2007,139900,3
627,0,0,11,6,8,4,3,4,356,350,1,0,1,7,2,3,364,3,2010,153000,4
628,1,0,11,5,7,4,3,3,299,390,1,2,3,9,2,1,504,9,2007,135000,3
629,0,2,11,6,7,4,1,5,357,288,1,1,1,6,0,3,520,6,2008,168500,4
630,0,2,7,5,0,1,4,2,8,636,1,0,2,8,0,1,240,6,2006,124000,3
631,0,0,10,8,0,2,2,5,55,1530,2,0,0,6,1,3,627,8,2007,209500,5
632,0,0,6,7,7,4,4,1,137,564,2,0,1,6,1,2,544,4,2009,82500,2
633,0,2,11,5,2,1,4,4,358,108,1,0,1,6,0,1,260,7,2007,139400,3
634,0,0,7,6,7,1,4,5,244,0,0,0,1,4,0,1,576,6,2010,144000,3
635,0,0,23,6,0,1,4,6,426,1184,2,0,3,14,0,3,0,3,2007,200000,5
636,0,0,8,2,8,1,4,2,8,264,1,0,3,4,1,3,0,1,2009,60000,2
637,0,0,7,5,2,1,4,2,8,811,2,0,0,7,0,1,256,11,2009,93000,2
638,0,0,15,5,1,1,4,2,8,796,1,0,1,4,0,3,0,5,2008,85000,2
639,0,0,21,8,0,1,3,5,359,366,2,0,2,7,1,2,648,10,2006,264561,6
640,1,0,10,8,1,4,1,5,386,300,1,1,2,6,1,3,588,4,2008,274000,6
641,0,0,5,7,0,1,4,5,360,319,2,1,0,7,1,2,650,5,2007,226000,5
642,0,0,11,8,7,1,1,5,544,542,2,1,2,9,3,2,538,7,2009,345000,7
643,0,0,6,5,5,4,4,3,361,0,2,1,1,7,0,2,462,4,2007,152000,4
644,0,0,5,9,6,2,2,5,362,645,2,1,2,7,1,2,478,10,2009,370878,8
645,1,2,11,6,7,1,4,1,363,664,1,1,1,5,0,1,576,3,2007,143250,3
646,0,0,11,5,1,1,4,5,8,0,1,0,1,7,0,1,420,7,2008,98300,2
647,1,0,15,6,2,2,2,3,444,594,1,0,1,5,2,3,495,6,2008,155000,4
648,0,0,11,6,1,4,4,2,8,756,1,1,1,7,1,1,442,6,2010,155000,4
649,0,0,14,4,6,1,3,4,365,0,1,0,1,3,0,3,0,12,2007,84500,2
650,0,0,5,7,6,4,4,2,8,813,2,1,0,7,0,3,562,5,2008,205950,5
651,0,0,15,4,1,1,2,2,8,755,1,0,1,7,1,1,296,10,2009,108000,3
652,0,0,0,7,0,1,4,2,8,880,2,1,0,7,1,3,512,7,2009,191000,4
653,0,0,13,6,1,1,4,2,8,756,1,0,1,7,0,1,216,6,2008,135000,3
654,1,0,3,8,1,4,1,5,366,413,2,1,0,7,1,2,839,8,2008,350000,8
655,0,0,22,6,3,4,4,2,8,525,1,1,1,6,0,1,264,3,2010,88000,2
656,1,0,11,5,3,4,4,1,367,247,1,1,0,5,0,3,312,8,2008,145500,3
657,0,0,2,7,9,1,4,2,8,776,1,1,1,6,1,3,270,2,2008,149000,3
658,0,0,11,6,0,1,4,2,8,912,1,0,1,6,1,1,330,1,2010,97500,2
659,0,2,15,5,1,1,4,4,323,849,1,0,1,7,0,2,480,3,2009,167000,4
660,0,3,6,7,7,4,4,2,8,793,2,1,1,7,1,3,550,11,2007,197900,4
661,2,3,3,8,0,4,4,5,368,88,2,1,0,8,1,3,711,7,2009,402000,9
662,0,2,11,6,2,4,4,2,8,1392,1,0,1,5,2,3,576,7,2009,110000,3
663,0,0,15,4,7,1,3,4,542,38,2,0,1,6,0,3,588,4,2008,137500,3
664,2,3,5,8,0,1,2,5,370,356,1,1,2,8,1,2,1134,1,2006,423000,9
665,1,2,17,8,0,4,4,2,8,1406,2,1,0,7,1,3,504,11,2006,230500,5
666,1,0,11,6,7,3,4,6,371,111,2,1,1,7,1,1,596,8,2007,129000,3
667,0,0,12,6,3,4,4,5,372,270,2,0,0,7,1,3,575,10,2008,193500,4
668,0,2,9,5,6,1,4,3,373,200,1,1,1,6,1,1,576,11,2006,168000,4
669,0,0,2,4,1,1,4,2,8,700,1,0,3,5,1,1,252,7,2006,137500,3
670,0,1,0,6,0,1,4,5,374,545,2,1,0,7,0,2,540,2,2009,173500,4
671,0,0,15,6,2,1,4,4,483,121,2,0,1,6,0,1,300,7,2009,103600,3
672,1,0,1,6,7,1,4,1,376,441,1,1,1,6,1,3,546,6,2006,165000,4
673,0,0,2,6,6,4,4,5,377,291,2,0,0,7,2,2,416,6,2007,257500,6
674,0,0,11,6,3,1,4,3,378,244,1,0,1,5,1,3,384,7,2008,140000,3
675,0,0,20,6,7,1,4,1,379,544,2,1,1,7,1,1,440,4,2009,148500,3
676,0,0,7,4,8,1,4,2,8,1095,2,0,1,8,0,1,779,5,2006,87000,2
677,0,0,7,5,0,1,4,2,8,768,1,0,0,5,0,1,240,5,2009,109500,3
678,1,0,18,8,0,2,2,2,8,2046,2,1,0,7,1,2,834,7,2009,372500,8
679,1,0,9,5,2,4,4,3,380,161,1,0,1,5,0,1,572,10,2007,128500,3
680,0,0,12,6,7,1,4,4,613,261,2,0,1,5,1,3,264,5,2010,143000,3
681,2,0,23,5,0,1,4,3,226,611,1,0,1,6,0,1,281,7,2009,159434,4
682,0,0,19,6,2,1,2,5,382,288,1,0,0,6,1,1,431,11,2008,173000,4
683,1,2,0,9,0,2,3,5,516,567,2,0,0,7,1,2,702,7,2007,285000,6
684,2,3,3,7,0,4,4,2,8,1195,2,1,1,7,0,2,486,6,2010,221000,5
685,1,3,18,7,3,1,2,5,615,180,2,0,0,6,1,2,577,9,2007,207500,5
686,0,0,5,7,0,1,4,2,8,874,3,0,0,7,0,2,578,8,2007,227875,5
687,2,1,5,7,1,1,4,5,384,312,2,1,0,4,0,1,480,3,2007,148800,3
688,0,0,18,8,1,4,3,5,385,474,2,0,0,7,1,3,567,10,2007,392000,8
689,1,2,10,6,0,2,3,1,386,1342,2,0,0,6,1,3,460,6,2007,194700,4
690,0,0,0,6,0,4,1,5,155,151,1,0,0,3,1,3,420,5,2008,141000,3
691,1,2,3,10,3,4,1,5,387,989,3,1,2,10,2,2,832,1,2007,755000,16
692,1,0,16,7,1,4,1,5,388,245,2,1,0,9,2,3,628,4,2006,335000,7
693,0,2,7,5,1,1,4,2,8,1073,1,0,1,4,0,1,326,12,2006,108480,3
694,0,2,8,5,2,1,4,2,8,927,1,1,1,5,0,1,576,4,2009,141500,3
695,1,0,16,6,3,4,4,5,389,92,2,0,0,5,1,1,551,7,2006,176000,4
696,0,0,8,5,2,1,4,6,420,0,1,0,1,4,0,1,205,6,2006,89000,2
697,1,0,15,5,2,1,2,6,177,219,1,0,1,6,0,1,308,9,2006,123500,3
698,0,0,9,5,1,1,4,5,268,224,1,0,1,5,1,1,336,4,2010,138500,3
699,2,0,5,7,1,1,2,5,297,1375,2,0,0,5,0,3,530,7,2008,196000,4
700,0,0,16,8,0,4,1,5,602,526,2,0,0,7,1,2,765,5,2006,312500,7
701,0,0,6,7,3,4,4,2,8,1164,1,1,1,6,0,1,528,7,2006,140000,3
702,1,0,18,8,0,4,4,2,8,1234,2,1,2,10,1,2,666,7,2006,361919,8
703,0,0,7,5,2,1,4,2,8,360,2,0,0,8,1,1,672,5,2010,140000,3
704,0,0,0,7,0,4,3,5,222,761,2,0,0,7,0,3,606,5,2010,213000,5
705,0,0,13,4,0,1,4,5,8,0,2,0,3,7,0,3,0,7,2010,55000,2
706,2,3,19,7,7,2,1,5,307,424,2,0,0,5,2,1,739,6,2007,302000,7
707,0,0,10,8,1,4,4,5,390,461,2,0,0,6,1,2,550,12,2009,254000,6
708,1,0,17,7,0,1,3,2,8,728,2,1,0,8,1,2,400,7,2007,179540,4
709,1,0,9,5,3,3,4,2,8,876,1,0,1,6,0,1,408,12,2008,109900,3
710,1,0,8,3,0,1,4,2,8,270,1,0,1,5,0,3,0,7,2008,52000,2
711,0,0,13,4,1,1,2,2,8,859,1,0,1,7,0,3,384,1,2010,102776,3
712,1,0,18,8,3,1,2,5,376,461,2,0,0,5,1,2,472,10,2008,189000,4
713,0,0,8,4,3,4,3,1,243,171,1,0,1,6,0,1,576,5,2006,129000,3
714,1,3,9,6,3,4,4,5,391,192,2,1,0,6,0,3,475,3,2010,130500,3
715,0,0,6,6,3,4,4,2,8,1064,2,0,1,7,1,3,478,8,2009,165000,4
716,0,0,7,7,2,1,4,2,8,718,1,1,1,8,0,1,704,7,2007,159500,4
717,0,0,6,5,3,1,4,4,392,92,1,1,0,5,1,1,439,11,2008,157000,4
718,0,0,3,7,2,4,1,5,393,138,2,1,0,9,1,3,983,8,2008,341000,7
719,1,0,0,5,3,1,1,1,414,448,1,1,1,5,1,1,300,5,2006,128500,3
720,1,3,18,8,3,1,1,5,395,594,2,0,0,5,1,3,564,12,2006,275000,6
721,0,0,0,6,0,4,3,5,365,186,1,0,0,3,0,3,420,5,2010,143000,3
722,0,0,11,4,1,1,4,1,396,673,1,0,1,5,0,1,463,7,2009,124500,3
723,0,0,15,4,1,1,4,2,8,941,2,0,1,7,0,1,548,5,2008,135000,3
724,1,0,15,9,6,2,4,5,518,464,2,0,2,8,1,2,768,2,2009,320000,7
725,0,0,11,4,3,1,4,1,483,250,1,0,0,5,0,1,660,11,2009,120500,3
726,1,2,2,6,2,4,4,5,399,72,2,0,0,5,1,2,540,12,2009,222000,5
727,0,0,0,7,0,2,3,5,400,508,2,0,0,6,0,3,632,2,2009,194500,4
728,0,2,11,5,0,4,4,2,8,1584,2,0,1,9,0,1,888,7,2009,110000,3
729,0,0,13,4,1,1,4,4,401,628,1,0,1,5,0,1,539,1,2009,103000,3
730,1,0,18,8,6,1,4,5,402,415,2,0,0,5,1,3,608,3,2010,236500,5
731,1,2,16,7,0,4,3,5,241,82,2,0,0,6,1,2,438,5,2007,187500,4
732,1,0,0,7,0,4,3,1,403,901,2,1,0,8,1,2,541,7,2008,222500,5
733,0,2,9,5,3,1,4,4,337,270,1,0,1,6,1,3,264,3,2009,131400,3
734,1,2,9,5,7,1,4,2,8,948,1,0,1,6,0,1,300,5,2007,108000,3
735,0,0,7,7,2,1,2,3,124,490,1,1,1,6,2,1,320,10,2006,163000,4
736,0,0,11,3,9,1,4,5,8,0,2,0,1,6,0,1,400,7,2006,93500,2
737,1,3,17,8,0,1,4,2,8,893,2,1,0,8,1,2,800,6,2006,239900,5
738,0,0,15,5,7,1,1,5,66,0,3,0,1,5,0,3,0,3,2009,179000,4
739,1,0,0,7,0,1,4,2,8,864,2,1,0,7,0,3,572,4,2009,190000,4
740,0,0,7,5,2,1,4,2,8,264,2,0,1,7,0,1,360,5,2007,132000,3
741,1,0,9,6,3,1,2,5,629,80,1,0,0,5,0,1,288,5,2008,142000,3
742,0,0,12,7,0,4,4,2,8,1349,2,0,1,6,0,1,539,12,2007,179000,4
743,1,0,9,5,3,1,3,1,69,76,2,0,1,6,1,3,480,10,2009,175000,4
744,1,0,18,8,3,1,4,5,13,604,2,0,0,5,1,3,462,10,2008,180000,4
745,1,0,6,8,0,4,4,5,405,487,3,1,0,11,2,2,831,7,2008,299800,6
746,1,0,17,7,0,1,4,5,79,652,2,1,0,8,1,2,554,4,2009,236000,5
747,1,2,7,7,9,1,4,2,8,1240,1,1,0,8,1,1,864,5,2009,265979,6
748,1,0,3,7,0,4,4,5,406,801,2,0,0,7,1,2,527,3,2010,260400,6
749,0,0,15,4,5,1,4,5,8,0,2,0,1,9,0,1,240,4,2009,98000,2
750,0,2,7,4,2,1,4,2,8,576,1,0,1,7,0,3,0,6,2010,96500,2
751,0,0,17,7,0,1,4,2,8,660,2,1,0,6,0,2,400,8,2007,162000,4
752,1,0,0,6,0,1,1,5,66,279,2,0,0,6,0,3,576,7,2006,217000,5
753,0,0,10,8,0,4,2,2,8,1030,2,1,2,8,1,3,878,3,2006,275500,6
754,0,0,11,6,7,1,4,5,407,115,1,0,0,5,0,3,440,7,2009,156000,4
755,0,0,5,6,1,4,4,5,613,348,2,1,1,6,0,1,440,3,2009,172500,4
756,1,0,0,8,0,1,3,5,386,846,2,1,0,7,0,3,578,4,2009,212000,5
757,1,3,9,6,3,3,2,3,409,234,2,1,1,6,1,2,440,4,2010,158900,4
758,0,0,5,7,1,4,4,1,524,195,2,1,1,6,0,1,440,8,2008,179400,4
759,1,0,3,8,0,4,3,6,313,1198,2,1,0,9,1,3,752,11,2007,290000,6
760,0,0,11,6,2,1,4,3,411,252,1,0,1,5,0,1,300,10,2009,127500,3
761,0,1,8,5,2,1,2,6,86,740,1,0,3,5,0,1,440,10,2009,100000,3
762,0,0,5,7,0,1,2,5,55,732,2,1,0,7,0,1,614,6,2010,215200,5
763,0,0,3,8,0,4,2,5,581,89,2,1,0,8,1,3,856,7,2009,337000,7
764,1,3,1,8,4,1,3,6,413,0,1,1,2,6,1,2,481,4,2006,270000,6
765,1,0,5,9,0,2,4,2,8,1498,2,0,2,6,1,2,592,8,2008,264132,6
766,0,0,6,7,3,4,4,5,414,586,2,1,1,7,1,1,496,3,2010,196500,4
767,1,0,4,6,0,1,2,1,103,323,2,0,1,7,0,1,423,7,2008,160000,4
768,0,0,0,7,0,1,4,5,55,1836,2,0,0,8,1,2,484,10,2006,216837,5
769,2,3,18,8,6,4,1,1,552,234,3,1,2,12,1,2,841,6,2010,538000,11
770,1,3,9,5,2,1,3,5,342,173,1,0,1,5,0,1,576,4,2009,134900,3
771,0,0,15,4,2,1,4,6,459,0,1,0,1,6,0,1,396,4,2006,102000,3
772,0,0,15,6,7,1,3,1,416,480,1,0,1,6,1,1,672,3,2010,107000,3
773,0,0,11,5,2,1,4,3,31,456,1,0,1,5,0,3,275,7,2007,114500,3
774,0,2,10,8,0,4,3,2,8,1935,2,0,0,9,1,2,895,7,2007,395000,8
775,0,1,4,6,0,4,4,5,321,338,2,0,1,5,0,2,412,6,2009,162000,4
776,1,0,0,7,0,4,3,5,386,1594,2,0,0,7,0,3,865,7,2006,221500,5
777,1,0,9,5,3,1,4,1,486,102,1,0,1,5,1,1,440,6,2006,142500,3
778,0,0,12,5,7,4,4,5,8,0,2,0,1,10,2,1,630,10,2007,144000,3
779,0,0,4,6,7,4,1,5,418,0,1,0,1,4,0,1,504,5,2006,135000,3
780,0,0,17,7,3,4,4,2,8,1237,2,0,1,6,1,2,402,6,2007,176000,4
781,0,0,12,6,0,1,4,1,254,374,2,1,0,7,0,3,484,7,2006,175900,4
782,2,0,0,7,0,1,4,2,8,1413,2,0,0,6,0,3,605,6,2009,187100,4
783,1,2,4,5,7,4,3,5,419,0,1,0,0,4,1,2,602,7,2009,165500,4
784,0,0,7,6,2,1,4,2,8,742,2,0,1,9,1,3,0,6,2008,128000,3
785,0,0,6,6,4,1,4,3,420,491,2,0,1,7,1,1,457,9,2009,161500,4
786,0,0,7,5,1,1,4,6,421,0,2,0,1,7,0,1,416,6,2010,139000,3
787,1,0,12,7,0,1,4,5,422,300,2,1,0,8,0,3,618,1,2010,233000,5
788,0,2,7,4,1,1,4,2,8,901,1,0,1,4,0,1,281,8,2008,107900,3
789,1,0,19,6,3,4,1,6,530,264,2,1,0,9,0,2,444,7,2007,187500,4
790,0,0,21,7,0,4,4,5,297,1129,2,0,0,5,1,2,397,9,2009,160200,4
791,1,2,4,6,3,1,3,1,424,490,1,0,1,5,2,3,539,5,2007,146800,3
792,1,3,3,7,1,1,3,5,425,255,2,1,1,8,1,1,455,6,2007,269790,6
793,0,0,5,8,6,2,3,2,8,1496,2,0,0,7,0,2,474,6,2007,225000,5
794,1,2,17,7,1,1,4,2,8,712,2,1,0,7,1,2,409,10,2008,194500,4
795,0,0,12,6,3,4,4,2,8,650,2,1,1,7,1,1,476,4,2010,171000,4
796,0,0,9,6,7,4,4,2,8,660,1,1,1,7,1,3,528,4,2007,143500,3
797,0,0,11,5,0,1,4,4,78,203,1,0,1,4,0,1,240,4,2008,110000,3
798,0,0,10,9,0,2,4,2,8,1926,3,1,2,11,2,2,820,7,2009,485000,10
799,0,2,23,5,2,4,4,1,65,162,1,1,0,7,2,1,240,6,2007,175000,4
800,1,0,19,6,0,1,1,5,245,154,2,1,0,8,0,3,603,5,2008,200000,5
801,0,0,13,4,1,1,4,6,426,999,1,0,1,5,0,1,440,7,2007,109900,3
802,0,0,0,7,5,1,3,5,60,80,2,1,0,7,1,2,410,10,2008,189000,4
803,0,0,10,9,0,2,1,2,8,1734,3,1,2,12,1,3,1020,1,2009,582933,12
804,0,0,11,5,2,1,4,6,515,124,1,0,1,5,0,1,286,6,2006,118000,3
805,1,1,5,7,0,2,4,2,8,1417,2,0,2,6,0,3,554,7,2008,227680,5
806,0,0,11,5,0,1,3,1,291,100,2,0,1,6,0,2,384,10,2006,135500,3
807,0,0,8,5,2,1,1,5,589,15,1,1,0,6,1,3,528,5,2009,223500,5
808,0,0,11,5,0,4,3,1,571,380,1,0,1,6,1,3,484,6,2006,159950,4
809,0,2,7,5,8,1,4,2,8,849,2,0,1,11,0,1,360,11,2009,106000,3
810,0,0,6,6,3,4,4,1,428,0,1,1,0,5,1,3,484,1,2006,181000,4
811,0,0,0,6,0,4,1,5,365,186,1,0,0,4,1,2,420,6,2008,144500,3
812,0,0,13,5,2,1,3,2,8,540,1,0,3,4,0,1,504,6,2010,55993,2
813,0,0,11,6,1,4,4,3,429,834,1,1,1,7,0,3,301,4,2007,157900,4
814,0,0,15,5,9,1,4,2,8,686,1,1,3,7,0,1,280,7,2006,116000,3
815,2,3,0,7,0,4,4,2,8,1649,2,0,0,6,0,3,598,5,2010,224900,5
816,1,2,11,5,4,1,4,4,329,522,1,0,1,4,1,3,275,7,2006,137000,3
817,1,3,4,8,6,4,4,5,386,350,2,0,0,7,2,3,857,7,2008,271000,6
818,0,0,19,6,3,4,3,5,297,506,1,0,1,6,0,1,440,6,2010,155000,4
819,1,0,10,7,0,2,2,5,13,625,2,0,0,6,1,3,484,6,2010,224000,5
820,1,3,0,7,0,1,4,2,8,798,2,1,0,6,0,3,595,6,2008,183000,4
821,0,0,7,4,1,1,4,2,8,936,1,0,1,4,0,1,576,2,2009,93000,2
822,1,2,17,7,0,1,1,2,8,847,2,1,0,7,1,2,433,10,2007,225000,5
823,0,0,23,6,0,1,4,2,8,778,2,0,1,7,1,1,240,7,2009,139500,3
824,0,0,5,8,0,1,4,2,8,1489,2,0,0,7,1,3,776,6,2006,232600,5
825,0,0,10,10,6,4,3,5,430,442,2,0,2,7,1,2,1220,6,2008,385000,8
826,0,0,8,5,1,1,4,1,431,0,1,0,0,5,0,3,0,5,2008,109500,3
827,1,0,12,7,0,1,4,5,386,1434,2,0,0,6,1,3,527,4,2009,189000,4
828,2,3,19,5,7,1,1,6,432,0,2,1,1,7,0,2,538,6,2009,185000,4
829,0,0,5,7,1,1,4,2,8,600,2,1,0,4,0,3,480,7,2006,147400,3
830,1,2,11,6,3,4,4,3,433,352,1,1,1,6,2,3,458,6,2008,166000,4
831,0,0,5,7,1,1,4,2,8,600,2,1,0,4,0,3,480,6,2006,151000,4
832,1,3,0,7,0,4,4,5,434,458,2,1,0,7,1,3,613,1,2010,237000,5
833,0,0,11,6,3,4,4,3,435,975,1,1,1,6,0,3,472,2,2009,167000,4
834,0,0,11,5,0,4,4,3,436,572,1,0,1,6,0,1,456,9,2008,139950,3
835,0,0,9,4,0,1,4,4,335,625,2,0,0,4,0,1,436,2,2010,128000,3
836,0,0,7,5,0,1,4,3,437,1221,1,0,1,5,0,1,812,6,2007,153500,4
837,0,0,22,6,3,4,4,4,438,153,1,1,1,5,0,1,264,11,2008,100000,3
838,0,0,0,5,0,1,4,2,8,1099,1,1,0,6,0,1,352,6,2008,144000,3
839,0,0,15,5,1,1,4,4,118,416,1,0,1,6,0,1,240,5,2008,130500,3
840,1,0,23,6,2,1,4,4,439,516,2,0,3,7,0,1,400,3,2008,140000,3
841,0,0,7,5,1,1,4,2,8,650,2,0,0,8,1,1,686,6,2008,157500,4
842,0,0,11,6,3,4,1,3,132,276,1,1,1,6,0,3,490,5,2008,174900,4
843,0,2,11,5,4,1,4,2,8,1800,2,0,1,10,0,3,0,7,2007,141000,3
844,1,0,7,5,2,1,2,2,8,876,1,1,1,7,1,1,720,6,2008,153900,4
845,1,3,9,5,3,1,1,1,563,0,2,0,1,6,2,2,611,1,2007,171000,4
846,0,0,12,7,3,4,4,1,441,227,2,1,0,7,1,1,425,7,2009,213000,5
847,1,3,0,5,3,1,3,4,442,404,1,0,1,5,1,1,338,8,2009,133500,3
848,2,0,19,6,2,1,4,2,8,907,3,0,1,10,1,1,360,9,2008,240000,5
849,0,1,1,6,7,4,4,2,8,528,2,1,1,7,1,3,512,8,2007,187000,4
850,0,0,0,6,0,4,3,5,469,189,1,0,0,3,0,2,420,11,2007,131500,3
851,0,0,21,8,0,4,1,2,8,1273,2,0,0,7,1,2,400,5,2006,215000,5
852,0,0,2,7,1,1,4,3,444,554,2,0,1,7,2,1,240,8,2007,164000,4
853,1,2,11,6,1,4,1,3,445,563,1,1,1,7,1,3,645,8,2009,158000,4
854,0,0,9,5,2,1,2,1,446,372,1,1,1,6,1,1,454,7,2006,170000,4
855,1,2,9,5,3,1,4,1,469,381,1,1,1,6,0,1,260,4,2010,127000,3
856,1,0,0,6,7,1,1,5,447,0,1,0,1,5,0,1,576,10,2008,147000,3
857,0,0,17,6,3,1,4,2,8,702,2,1,1,6,1,2,343,3,2009,174000,4
858,0,0,6,7,3,4,4,2,8,1090,2,0,1,6,1,3,479,6,2009,152000,4
859,1,2,6,6,3,4,2,4,508,435,2,1,0,9,1,1,619,8,2006,250000,6
860,0,2,2,7,2,1,4,2,8,912,1,1,0,7,1,1,216,6,2007,189950,4
861,0,0,9,5,7,1,2,4,183,198,1,1,1,6,0,1,504,4,2010,131500,3
862,0,2,12,6,3,1,4,5,437,702,2,0,1,6,0,1,480,5,2010,152000,4
863,0,0,11,5,4,1,4,4,395,0,1,0,1,6,0,1,672,7,2009,132500,3
864,0,0,5,7,0,1,4,2,8,1372,2,0,0,6,0,2,529,5,2008,250580,6
865,1,0,11,5,1,4,4,4,615,174,1,0,1,5,0,1,902,8,2009,148500,3
866,1,0,16,8,0,2,3,2,8,1638,2,0,0,6,1,3,870,11,2007,248900,5
867,0,2,9,4,0,1,4,1,448,108,1,1,3,5,0,3,544,5,2007,129000,3
868,2,2,17,5,7,1,4,5,8,0,2,0,1,7,1,1,672,5,2006,169000,4
869,0,0,12,7,1,4,4,5,449,300,2,1,0,8,1,2,574,6,2010,236000,5
870,0,0,11,5,1,1,4,2,8,894,1,0,1,5,0,1,308,8,2009,109500,3
871,0,0,0,6,0,4,4,5,447,299,2,1,0,7,0,3,523,6,2010,200500,5
872,0,2,11,5,5,1,3,2,8,105,1,0,0,5,0,1,414,10,2008,116000,3
873,0,0,11,5,3,1,4,3,483,457,1,0,1,6,1,1,288,9,2009,133000,3
874,0,0,7,5,2,1,4,2,8,676,1,1,1,5,0,1,200,8,2009,66500,2
875,0,0,5,8,6,1,3,5,450,1120,2,1,2,11,1,2,550,8,2007,303477,7
876,0,0,4,4,3,1,1,1,451,431,1,0,1,5,0,1,648,1,2007,132250,3
877,0,0,10,9,0,2,4,5,452,292,2,1,2,10,1,2,738,6,2009,350000,8
878,1,0,9,5,3,1,3,1,453,210,1,0,0,6,0,1,576,6,2010,148000,3
879,1,3,0,5,0,4,4,1,15,218,1,0,1,6,0,1,336,7,2009,136500,3
880,0,0,15,5,0,1,4,1,389,110,1,1,1,5,0,2,450,6,2007,157000,4
881,1,3,16,7,3,4,2,6,454,254,2,1,0,7,1,3,400,4,2007,187500,4
882,1,2,17,6,0,1,4,2,8,808,2,1,1,7,1,3,389,12,2009,178000,4
883,0,0,23,4,2,1,4,2,8,795,1,0,1,10,0,1,440,3,2006,118500,3
884,0,0,11,5,3,4,4,4,90,460,1,0,1,5,0,3,288,7,2009,100000,3
885,1,3,5,9,1,4,3,5,455,460,2,0,0,5,1,2,506,1,2008,328900,7
886,0,2,11,5,1,4,4,6,456,1098,2,0,1,8,0,2,588,6,2006,145000,3
887,1,0,15,5,1,1,4,2,8,816,1,1,1,8,0,1,300,4,2008,135500,3
888,1,0,11,8,2,1,1,1,106,1043,2,0,0,8,1,1,621,10,2007,268000,6
889,0,0,11,6,2,4,4,4,457,481,1,0,1,6,1,3,505,2,2009,149500,3
890,0,2,11,5,1,1,2,2,8,672,1,0,1,6,1,1,576,7,2007,122900,3
891,0,0,9,6,3,4,4,6,593,192,2,1,1,7,1,3,440,7,2009,172500,4
892,0,0,9,6,3,1,4,5,428,396,1,0,1,6,0,3,264,2,2006,154500,4
893,0,0,9,5,2,1,2,4,458,319,1,0,1,6,1,1,354,6,2008,165000,4
894,0,0,12,5,7,1,4,5,8,0,2,0,1,8,0,1,400,6,2009,118858,3
895,0,0,11,6,3,4,4,4,291,380,1,1,1,8,1,3,483,10,2008,140000,3
