,OverallQual,BsmtFinSF1,1stFlrSF,FullBath,BedroomAbvGr,Fireplaces,GarageArea,MoSold,YrSold,SalePrice
1123,5,8,698,1,2,0,0,6,2009,118000
1124,7,8,812,2,3,1,392,7,2007,163900
1125,4,8,1005,1,2,1,672,11,2009,115000
1126,7,8,1555,2,2,1,660,6,2009,174000
1127,7,91,1530,2,3,1,630,11,2007,259000
1128,7,8,847,2,4,1,434,7,2007,215000
1129,5,478,936,1,2,0,672,8,2007,140000
1130,4,543,1328,2,4,2,576,12,2009,135000
1131,5,544,974,1,3,0,0,9,2007,93500
1132,6,8,1178,2,5,0,205,5,2007,117500
1133,8,314,1142,2,3,1,466,6,2009,239500
1134,6,8,916,2,3,1,460,8,2007,169000
1135,6,8,986,1,2,1,180,5,2007,102000
1136,6,29,1032,1,3,0,288,4,2008,119000
1137,5,8,780,1,2,0,0,5,2010,94000
1138,6,281,1567,2,2,2,714,5,2009,196000
1139,5,545,1167,1,3,1,495,5,2007,144000
1140,5,546,952,1,2,0,840,6,2008,139000
1141,5,613,1088,2,4,1,484,10,2009,197500
1142,8,566,1466,3,4,1,1052,4,2007,424870
1143,5,112,1006,1,3,0,0,7,2008,80000
1144,4,446,672,1,2,0,280,7,2010,80000
1145,5,8,1042,1,3,1,225,8,2006,149000
1146,6,610,1298,2,3,1,403,5,2006,180000
1147,7,549,860,1,3,1,234,7,2009,174500
1148,7,8,572,1,2,1,288,8,2008,116900
1149,7,357,832,1,3,0,324,7,2009,143000
1150,6,8,932,1,2,1,306,11,2007,124000
1151,5,550,1466,1,3,2,528,11,2006,149900
1152,6,551,1811,1,2,1,470,7,2006,230000
1153,6,552,816,1,2,0,432,6,2008,120500
1154,7,346,902,1,4,2,492,5,2008,201800
1155,5,553,1437,2,3,1,528,7,2007,218000
1156,5,451,1265,2,3,1,502,10,2008,179900
1157,7,173,1314,2,2,1,626,7,2009,230000
1158,8,8,1580,2,3,0,830,6,2008,235128
1159,6,335,943,2,4,1,540,7,2008,185000
1160,6,379,855,2,3,1,440,7,2010,146000
1161,6,336,1640,1,3,1,924,11,2008,224000
1162,5,554,894,1,3,1,450,5,2007,129000
1163,4,555,1258,0,0,0,400,1,2008,108959
1164,5,96,1432,1,2,1,588,6,2007,194000
1165,7,8,1502,2,3,0,644,9,2009,233170
1166,8,8,1694,2,3,0,776,2,2010,245350
1167,6,241,959,2,3,1,472,2,2006,173000
1168,6,122,1236,2,4,2,540,7,2008,235000
1169,10,556,1831,3,4,1,807,7,2006,625000
1170,6,557,1118,1,3,1,358,7,2008,171000
1171,6,365,1261,1,3,1,433,11,2008,163000
1172,7,8,625,2,2,0,625,3,2008,171900
1173,5,401,1636,3,3,1,0,3,2007,200500
1174,6,159,1170,2,4,1,360,7,2006,239000
1175,8,371,2129,2,4,1,541,4,2007,285000
1176,5,558,923,1,3,0,264,10,2008,119500
1177,6,135,818,1,3,0,210,12,2009,115000
1178,5,8,820,1,3,1,186,7,2009,154900
1179,5,8,1124,1,3,1,0,4,2006,93000
1180,7,559,1298,2,4,0,693,4,2006,250000
1181,8,560,1652,2,2,1,482,11,2008,392500
1182,10,561,2411,3,4,2,813,7,2007,745000
1183,5,89,1130,1,2,1,720,6,2006,120000
1184,5,562,1572,1,3,2,995,5,2007,186700
1185,5,170,949,1,4,0,392,3,2006,104900
1186,3,563,1014,2,3,0,420,8,2009,95000
1187,8,564,1624,2,2,1,757,7,2006,262000
1188,7,8,831,2,3,0,493,7,2009,195000
1189,7,8,1028,2,3,1,442,6,2010,189000
1190,4,562,1622,1,3,1,1356,3,2007,168000
1191,8,8,764,2,2,0,492,11,2007,174000
1192,5,8,842,1,3,0,250,7,2007,125000
1193,6,565,1224,2,2,0,402,6,2009,165000
1194,6,224,663,1,4,0,299,3,2010,158000
1195,6,8,728,2,3,0,400,7,2008,176000
1196,7,8,879,2,4,1,660,11,2006,219210
1197,7,8,815,1,3,1,225,7,2006,144000
1198,7,8,1212,2,3,0,573,6,2009,178000
1199,4,566,1382,1,3,1,459,10,2006,148000
1200,4,8,864,1,3,0,280,7,2006,116050
1201,7,8,866,2,3,0,546,3,2009,197900
1202,5,8,884,1,3,1,216,5,2009,117000
1203,7,8,1630,2,3,1,451,10,2009,213000
1204,5,567,1074,1,3,0,495,7,2006,153500
1205,7,568,2196,2,3,1,701,6,2009,271900
1206,4,244,1056,1,2,0,384,11,2006,107000
1207,6,569,1700,2,3,0,544,5,2006,200000
1208,5,297,1283,1,3,0,506,10,2008,140000
1209,8,570,1660,2,3,1,500,5,2006,290000
1210,6,8,1055,2,3,1,462,5,2010,189000
1211,8,571,1080,2,4,0,492,6,2010,164000
1212,4,572,672,1,2,0,234,8,2009,113000
1213,4,60,960,0,0,0,364,5,2006,145000
1214,5,431,999,1,3,0,300,5,2006,134500
1215,5,318,894,1,3,0,384,5,2007,125000
1216,6,8,1318,2,4,0,539,4,2010,112000
1217,8,478,1314,2,3,0,552,9,2009,229456
1218,4,8,672,1,2,0,0,7,2006,80500
1219,6,8,672,1,3,0,0,4,2006,91500
1220,5,132,912,1,2,0,288,11,2006,115000
1221,5,70,1211,1,3,1,322,8,2008,134000
1222,6,435,1168,2,3,1,315,1,2007,143000
1223,5,573,2136,2,4,0,528,10,2006,137900
1224,7,400,788,2,3,1,388,2,2008,184000
1225,6,92,1138,1,3,0,264,6,2007,145000
1226,6,8,894,2,4,1,668,1,2008,214000
1227,5,500,912,1,2,0,576,12,2008,147000
1228,9,574,1702,1,1,1,1052,10,2008,367294
1229,5,575,1507,2,4,0,404,8,2008,127000
1230,5,209,1361,2,4,1,600,8,2007,190000
1231,5,576,1190,1,3,0,540,5,2006,132500
1232,4,8,1224,2,2,0,462,3,2007,101800
1233,5,577,1188,1,3,0,531,5,2010,142000
1234,5,8,1024,1,4,0,0,11,2008,130000
1235,5,8,892,1,4,0,180,7,2006,138887
1236,7,8,764,2,2,0,474,6,2010,175500
1237,7,8,847,2,4,1,434,9,2006,195000
1238,6,8,1141,1,3,0,484,3,2006,142500
1239,8,228,1484,2,2,1,472,12,2007,265900
1240,7,142,884,2,3,0,543,7,2008,224900
1241,7,8,1689,2,3,0,954,6,2007,248328
1242,7,578,1173,2,3,2,528,1,2010,170000
1243,10,579,2076,2,2,1,850,9,2006,465000
1244,8,8,792,1,3,2,400,6,2006,230000
1245,6,8,1140,3,3,1,477,1,2007,178000
1246,7,8,756,2,3,0,615,3,2006,186500
1247,6,424,1034,1,3,0,888,5,2010,169900
1248,6,630,1134,1,3,1,396,4,2008,129500
1249,5,581,988,1,3,0,276,5,2007,119000
1250,7,606,2110,2,3,2,522,4,2010,244000
1251,7,8,1405,2,2,1,478,3,2006,171750
1252,5,529,874,1,3,0,288,11,2009,130000
1253,7,582,1516,2,3,2,518,7,2007,294000
1254,7,8,760,2,3,1,397,7,2008,165400
1255,6,585,959,1,3,1,560,11,2007,127500
1256,8,583,1987,2,2,1,691,8,2008,301500
1257,5,8,864,1,2,0,0,7,2009,99900
1258,7,4,1166,2,2,0,400,7,2008,190000
1259,6,584,1054,1,3,0,460,7,2008,151000
1260,6,8,892,2,3,1,502,6,2009,181000
1261,5,297,1050,1,2,0,338,6,2009,128900
1262,4,8,1104,1,5,2,304,11,2009,161500
1263,6,8,1060,1,3,1,520,7,2007,180500
1264,6,238,1337,2,2,0,511,8,2008,181000
1265,7,550,713,2,3,0,506,3,2006,183900
1266,7,8,964,1,4,1,308,1,2007,122000
1267,9,8,2018,2,3,1,746,5,2010,378500
1268,8,585,1968,3,4,2,1014,5,2008,381000
1269,5,442,874,1,3,0,315,7,2007,144000
1270,7,610,1332,0,0,1,586,4,2010,260000
1271,6,8,1489,2,3,1,462,8,2009,185750
1272,5,123,935,1,3,0,288,11,2006,137000
1273,6,303,1357,1,2,1,312,5,2008,177000
1274,5,8,661,2,3,1,552,11,2007,139000
1275,5,521,928,2,4,0,400,7,2007,137000
1276,6,586,735,1,3,1,497,12,2009,162000
1277,6,456,1724,1,3,1,480,6,2009,197900
1278,8,587,1128,2,3,1,577,3,2008,237000
1279,4,8,698,1,2,0,528,4,2010,68400
1280,7,567,1573,2,3,0,544,3,2009,227000
1281,7,588,1339,2,2,1,484,7,2006,180000
1282,5,589,1040,2,3,0,484,9,2009,150500
1283,6,8,912,2,4,0,0,4,2010,139000
1284,6,8,1699,2,4,1,336,3,2010,169000
1285,6,8,825,1,4,1,280,5,2009,132500
1286,6,65,1328,1,3,2,528,6,2010,143000
1287,5,515,1582,2,4,0,390,6,2006,190000
1288,8,590,1659,2,2,1,499,10,2009,278000
1289,8,8,1120,2,3,1,753,10,2006,281000
1290,5,591,1152,1,3,1,484,4,2010,180500
1291,5,332,630,2,3,0,264,2,2009,119500
1292,5,8,1378,2,4,0,432,12,2009,107500
1293,7,592,832,2,4,1,528,3,2006,162900
1294,5,593,864,1,2,0,572,4,2006,115000
1295,5,104,1052,1,3,0,288,11,2006,138500
1296,5,594,1128,2,3,0,525,12,2008,155000
1297,6,566,1072,2,2,0,525,6,2006,140000
1298,10,595,4692,2,3,3,1418,1,2008,160000
1299,5,569,1246,1,3,0,305,5,2010,154000
1300,7,596,1005,2,3,1,490,5,2009,225000
1301,6,566,753,1,3,2,213,11,2009,177500
1302,8,519,1203,2,4,1,844,12,2006,290000
1303,7,8,1616,2,3,0,834,4,2006,232000
1304,7,8,976,2,3,0,380,4,2006,130000
1305,9,597,1652,2,2,2,840,11,2009,325000
1306,7,8,1368,2,2,1,474,9,2006,202500
1307,5,598,990,1,3,0,480,5,2009,138000
1308,5,313,1122,1,2,0,528,5,2008,147000
1309,6,66,1294,2,3,0,496,6,2008,179200
1310,7,599,1902,2,3,2,567,5,2010,335000
1311,7,600,1274,2,3,0,508,1,2007,203000
1312,8,601,1453,2,4,1,750,6,2007,302000
1313,9,8,1422,2,4,1,779,5,2010,333168
1314,4,5,948,1,3,1,280,10,2007,119000
1315,6,444,1092,2,4,2,576,6,2008,206900
1316,8,8,1630,2,3,1,860,1,2009,295493
1317,7,8,1352,2,2,1,466,4,2007,208900
1318,8,8,1787,2,3,1,748,8,2006,275000
1319,4,554,948,1,3,0,248,2,2007,111000
1320,6,602,1478,1,3,2,442,6,2009,156500
1321,3,8,720,1,2,0,287,7,2008,72500
1322,7,356,1061,2,3,1,564,6,2010,190000
1323,4,29,708,1,2,0,0,12,2009,82500
1324,8,8,1795,2,2,1,895,2,2007,147000
1325,4,8,796,1,2,0,0,1,2008,55000
1326,3,267,774,1,3,0,0,5,2007,79000
1327,5,208,816,1,3,1,264,10,2008,130500
1328,6,361,1584,2,5,2,520,6,2008,256000
1329,7,8,955,2,3,1,462,6,2006,176500
1330,8,8,1588,2,3,1,825,12,2007,227000
1331,5,434,954,1,3,0,576,7,2006,132500
1332,4,237,816,1,2,1,288,5,2009,100000
1333,5,8,803,1,2,0,297,7,2006,125500
1334,5,603,765,1,3,0,440,5,2009,125000
1335,6,421,1334,2,2,1,630,4,2009,167900
1336,5,8,1656,2,4,0,506,11,2008,135000
1337,4,8,693,1,2,0,0,3,2006,52500
1338,7,371,920,2,3,0,492,6,2006,200000
1339,5,109,864,1,3,0,288,6,2006,128500
1340,4,8,872,1,3,0,480,6,2007,123000
1341,6,473,1114,1,3,0,576,7,2008,155000
1342,8,8,1284,2,3,1,647,8,2007,228500
1343,6,8,1172,1,3,1,342,3,2009,177000
1344,7,8,728,2,3,1,440,7,2007,155835
1345,4,70,960,1,2,0,308,7,2007,108500
1346,7,121,2156,2,3,1,508,6,2006,262500
1347,8,604,1776,2,3,1,712,5,2007,283463
1348,7,605,1494,2,3,1,514,8,2007,215000
1349,8,606,938,2,4,0,0,12,2008,122000
1350,5,444,1338,2,6,0,968,8,2009,200000
1351,6,630,858,1,4,1,490,3,2008,171000
1352,6,8,786,1,2,0,624,7,2009,134900
1353,8,437,2053,2,4,1,666,3,2010,410000
1354,7,607,992,2,3,1,839,6,2008,235000
1355,7,8,1222,3,4,1,487,9,2006,170000
1356,5,569,892,1,3,0,264,10,2008,110000
1357,5,608,1078,1,3,1,500,4,2010,149900
1358,6,506,769,2,3,0,440,6,2010,177500
1359,9,609,1980,2,3,1,770,9,2006,315000
1360,5,8,990,3,4,0,621,5,2008,189000
1361,7,602,1530,2,3,1,430,6,2009,260000
1362,4,8,1281,2,4,1,368,6,2009,104900
1363,6,8,616,2,3,1,432,3,2007,156932
1364,7,8,520,2,2,0,480,4,2006,144152
1365,7,391,814,2,3,0,663,1,2010,216000
1366,7,451,882,2,3,0,588,6,2008,193000
1367,5,610,925,2,4,1,336,7,2006,127000
1368,6,342,848,1,1,0,420,6,2009,144000
1369,8,105,1668,2,3,1,502,5,2010,232000
1370,4,611,840,1,2,0,338,10,2009,105000
1371,6,115,1661,1,3,1,377,10,2008,165500
1372,7,418,1108,2,3,1,583,6,2006,274300
1373,10,612,2633,2,2,2,804,3,2007,466500
1374,7,8,1026,2,3,1,936,7,2008,250000
1375,8,8,1571,2,3,1,722,12,2007,239000
1376,6,38,790,1,2,0,160,4,2008,91000
1377,5,613,984,2,3,0,660,7,2009,117000
1378,6,614,483,1,2,0,264,6,2006,83000
1379,5,8,754,2,3,0,400,5,2008,167500
1380,3,615,864,1,2,0,200,6,2010,58500
1381,6,616,2117,2,4,2,550,5,2008,237500
1382,7,8,998,1,4,0,576,10,2006,157000
1383,5,8,1416,2,3,0,576,8,2007,112000
1384,6,617,698,1,2,0,280,10,2009,105000
1385,4,607,796,1,3,0,240,5,2010,125500
1386,7,618,1392,3,5,2,564,7,2006,250000
1387,6,279,1664,2,5,1,216,8,2007,136000
1388,9,619,1746,2,3,2,758,10,2009,377500
1389,6,483,869,1,3,1,440,3,2007,131000
1390,7,98,1525,2,3,0,541,9,2006,235000
1391,5,8,1584,2,4,0,792,4,2009,124000
1392,5,620,900,1,3,1,288,12,2006,123000
1393,6,8,1221,2,3,1,672,4,2008,163000
1394,7,621,1500,2,2,1,648,10,2006,246578
1395,8,8,1133,2,4,1,642,2,2007,281213
1396,5,540,1687,1,3,2,572,6,2010,160000
1397,5,8,939,1,4,0,180,5,2007,137500
1398,5,318,1136,1,3,0,240,5,2009,138000
1399,6,622,1160,2,3,1,216,10,2009,137450
1400,6,8,950,1,3,1,208,7,2008,120000
1401,6,623,864,2,3,1,398,4,2008,193000
1402,7,8,1294,2,2,1,662,7,2006,193879
1403,8,154,1464,2,3,0,754,8,2007,282922
1404,3,8,694,1,3,0,936,1,2006,105000
1405,8,624,1646,2,2,1,482,1,2008,275000
1406,5,422,768,1,2,0,396,3,2009,133000
1407,5,148,833,1,3,0,0,3,2009,112000
1408,4,8,741,1,3,0,528,6,2010,125500
1409,7,8,1236,2,3,1,542,11,2008,215000
1410,7,575,944,2,3,0,622,6,2009,230000
1411,6,604,1112,1,3,0,271,9,2009,140000
1412,4,8,1040,2,2,0,420,6,2009,90000
1413,8,625,1844,2,2,1,620,9,2009,257000
1414,6,8,1053,1,4,1,370,6,2008,207000
1415,7,373,1569,2,1,1,660,5,2009,175900
1416,4,8,1246,2,4,0,560,4,2010,122500
1417,8,626,1310,2,3,1,1069,5,2009,340000
1418,5,627,1144,1,3,0,336,8,2008,124000
1419,6,628,1844,2,3,1,540,12,2006,223000
1420,6,629,708,2,3,1,776,5,2006,179900
1421,6,109,1069,2,2,1,440,7,2010,127500
1422,6,421,848,1,1,0,420,3,2008,136500
1423,6,8,1575,2,4,1,432,8,2006,274970
1424,5,352,1344,1,2,1,484,6,2007,144000
1425,6,8,1252,1,3,0,528,10,2008,142000
1426,7,577,1223,2,3,2,525,8,2008,271000
1427,5,630,1048,1,3,1,288,4,2008,140000
1428,5,529,804,1,2,2,240,2,2010,119000
1429,6,631,1440,2,3,1,467,4,2007,182900
1430,5,8,734,2,4,1,372,7,2006,192140
1431,6,632,958,2,2,0,440,10,2009,143750
1432,4,8,968,2,4,0,216,8,2007,64500
1433,6,8,962,2,3,1,451,5,2008,186500
1434,5,478,1126,2,3,1,484,5,2006,160000
1435,6,8,1537,1,3,1,462,7,2008,174000
1436,4,420,864,1,3,0,528,5,2007,120500
1437,8,633,1932,2,2,1,774,11,2008,394617
1438,6,102,1236,1,2,0,923,4,2010,149700
1439,7,611,1040,2,3,1,550,11,2007,197000
1440,6,8,1423,2,3,1,672,9,2008,191000
1441,6,155,848,1,1,1,420,5,2008,149300
1442,10,603,1026,2,3,1,812,4,2009,310000
1443,6,8,952,1,2,1,192,5,2009,121000
1444,7,8,1422,2,3,0,626,11,2007,179600
1445,6,371,913,1,3,0,240,5,2007,129000
1446,5,586,1188,1,3,0,312,4,2010,157900
1447,8,634,1220,2,3,1,556,12,2007,240000
1448,4,8,796,1,2,0,384,5,2007,112000
1449,5,268,630,1,1,0,0,8,2006,92000
1450,5,8,896,2,4,0,0,9,2009,136000
1451,8,8,1578,2,3,1,840,5,2009,287090
1452,5,566,1072,1,2,0,525,5,2006,145000
1453,5,8,1140,1,3,0,0,7,2006,84500
1454,7,524,1221,2,2,0,400,10,2009,185000
1455,6,8,953,2,3,1,460,8,2007,175000
1456,6,618,2073,2,3,2,500,2,2010,210000
1457,7,549,1188,2,4,2,252,5,2010,266500
1458,5,635,1078,1,2,0,240,4,2010,142125
1459,5,636,1256,1,3,0,276,6,2008,147500
