,MSSubClass,LotFrontage,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,MoSold,YrSold,SalePrice
424,20,72,6,5,1956,1956,74,420,0,580,1196,1196,0,1196,1,1,0,2,6,1,1,297,0,44,0,5,2008,139000
425,60,60,7,8,1946,1992,0,8,0,651,651,707,682,1389,0,1,1,3,6,2,1,240,0,0,126,9,2009,135000
426,80,0,7,5,1989,1989,145,403,0,0,1518,1644,0,1644,1,2,0,2,5,1,2,569,80,0,0,8,2009,275000
427,20,77,4,6,1957,1957,0,112,0,619,907,907,0,907,0,1,0,3,5,0,1,352,0,0,0,7,2008,109008
428,20,64,7,5,2007,2007,108,253,0,544,1208,1208,0,1208,1,2,0,2,6,0,2,628,105,54,0,9,2007,195400
429,20,130,6,5,1988,1988,0,87,0,387,1392,1412,0,1412,1,2,0,3,6,1,2,576,0,0,169,3,2009,175000
430,160,21,6,5,1971,1971,232,254,0,96,483,483,504,987,0,1,1,2,4,0,1,264,0,0,0,7,2008,85400
431,50,60,6,7,1920,1998,0,8,0,901,901,1088,110,1198,0,1,0,4,7,0,0,0,0,98,0,9,2008,79900
432,160,24,5,5,1971,1971,376,255,0,294,765,765,600,1365,1,1,1,2,6,0,2,440,240,36,0,8,2007,122500
433,60,100,6,5,1997,1998,0,8,0,926,926,926,678,1604,0,2,1,3,7,1,2,470,0,36,0,7,2008,181000
434,180,21,4,7,1972,1972,0,289,0,135,630,630,0,630,1,1,0,1,3,0,0,0,88,0,0,6,2008,81000
435,60,43,7,6,1996,1996,0,256,344,70,799,827,834,1661,1,2,1,3,6,1,2,550,158,61,0,4,2009,212000
436,50,40,6,8,1920,1950,0,8,0,648,648,734,384,1118,0,1,0,2,6,0,2,440,0,0,0,10,2006,116000
437,45,50,6,7,1926,2004,0,8,0,884,884,904,0,904,0,1,0,2,4,0,1,180,0,0,105,1,2009,119000
438,30,40,5,6,1913,2002,0,472,0,75,440,694,0,694,0,1,0,2,4,1,1,352,0,0,34,3,2007,90350
439,50,67,6,8,1920,2000,0,8,0,684,684,684,512,1196,0,1,0,3,7,0,2,528,0,46,0,8,2009,110000
440,20,105,10,5,2008,2008,200,258,539,788,3094,2402,0,2402,1,2,0,2,10,2,3,672,0,72,0,4,2009,555000
441,90,92,4,4,1955,1955,270,606,0,1307,1440,1440,0,1440,0,2,0,4,8,0,0,0,0,0,0,9,2008,118000
442,50,52,5,7,1930,1992,0,8,0,1078,1078,1128,445,1573,0,2,0,3,8,1,2,360,0,0,0,6,2008,162900
443,120,53,7,5,2006,2007,72,8,0,1258,1258,1258,0,1258,0,2,0,2,6,1,3,648,144,16,0,6,2007,172500
444,60,70,7,5,1994,1995,0,260,0,273,915,933,975,1908,1,2,1,4,8,1,2,493,144,133,0,7,2008,210000
445,20,73,6,5,1956,1956,0,8,0,1436,1436,1689,0,1689,0,1,0,3,7,1,2,480,0,0,0,11,2009,127500
446,20,137,6,6,1966,2002,0,261,713,557,1517,1888,0,1888,0,2,1,2,6,1,2,578,0,0,0,6,2010,190000
447,60,0,7,5,1998,1999,0,8,0,930,930,956,930,1886,0,2,1,4,10,1,2,431,89,0,0,7,2006,199900
448,50,50,6,6,1937,1950,0,8,0,780,780,780,596,1376,0,2,0,3,7,1,1,198,0,0,0,6,2006,119500
449,50,50,3,7,1948,2002,0,262,0,318,649,679,504,1183,0,1,1,2,6,0,1,308,0,176,0,6,2007,120000
450,30,70,6,8,1930,2005,0,8,0,813,813,813,0,813,0,1,0,2,5,0,1,270,0,113,0,6,2006,110000
451,20,62,7,5,1975,1975,0,4,0,878,1533,1533,0,1533,1,2,0,2,5,2,2,576,200,54,0,12,2006,280000
452,60,0,6,5,1996,1997,42,263,0,130,872,888,868,1756,1,2,1,3,7,0,2,422,144,122,0,7,2007,204000
453,60,75,8,5,2008,2008,0,8,0,768,768,786,804,1590,0,2,1,3,6,0,2,676,0,30,0,6,2009,210000
454,90,63,5,5,1976,1976,0,622,0,122,1728,1728,0,1728,2,2,0,4,8,0,2,560,0,0,0,7,2006,188000
455,20,80,7,6,1973,1973,320,265,0,326,1242,1242,0,1242,0,1,1,3,6,1,2,528,0,0,0,9,2007,175500
456,70,34,5,5,1916,1950,0,8,0,624,624,624,720,1344,0,1,0,4,7,0,3,513,0,0,96,5,2008,98000
457,20,0,4,6,1954,1994,0,242,0,248,1364,1663,0,1663,1,1,0,2,6,2,2,529,224,137,0,3,2008,256000
458,70,0,8,7,1925,1996,0,8,0,588,588,833,833,1666,0,1,0,3,7,1,1,228,192,63,0,6,2008,161000
459,50,0,5,4,1950,1950,161,266,0,524,709,979,224,1203,1,1,0,3,5,1,1,352,0,0,248,7,2009,110000
460,60,75,8,5,2009,2009,110,267,0,288,832,832,1103,1935,1,2,1,3,8,0,2,552,0,150,0,12,2009,263435
461,70,60,7,9,1936,2007,0,229,210,0,560,575,560,1135,1,1,0,3,6,0,2,576,256,0,0,4,2009,155000
462,20,60,5,5,1965,1965,0,268,311,0,864,864,0,864,0,1,0,3,5,1,1,360,0,0,236,12,2009,62383
463,70,74,6,7,1934,1995,0,269,0,389,715,849,811,1660,0,1,1,3,6,1,1,240,0,0,0,8,2008,188700
464,20,60,5,5,1978,1978,136,420,0,424,1040,1040,0,1040,0,2,0,3,5,0,0,0,0,0,0,8,2009,124000
465,120,0,7,5,2004,2004,18,8,0,1375,1375,1414,0,1414,0,2,0,2,6,1,2,398,144,20,0,5,2006,178740
466,20,85,7,5,1970,1970,0,270,0,499,1277,1277,0,1277,1,1,0,2,5,1,2,526,0,0,0,4,2007,167000
467,70,79,5,7,1942,1995,224,271,0,342,728,888,756,1644,0,1,1,3,7,2,1,312,168,0,0,6,2007,146500
468,20,98,8,5,2006,2006,248,8,0,1626,1626,1634,0,1634,0,2,0,3,7,1,3,866,0,44,0,5,2007,250000
469,60,76,6,5,1993,1993,120,272,0,406,832,832,878,1710,0,2,1,3,7,0,2,506,144,70,0,6,2008,187000
470,120,0,8,5,1985,1985,0,502,1120,0,1488,1502,0,1502,1,1,1,1,4,0,2,528,0,54,0,6,2010,212000
471,60,92,7,6,1977,1977,0,8,0,808,808,1161,808,1969,0,2,1,3,8,1,2,534,0,0,0,11,2007,190000
472,180,35,6,5,2005,2005,80,274,0,88,547,1072,0,1072,1,1,0,2,5,0,2,525,0,28,0,6,2008,148000
473,20,110,8,5,2006,2007,304,549,0,626,1976,1976,0,1976,1,2,0,2,7,1,3,908,250,63,0,7,2007,440000
474,120,41,8,5,2000,2000,0,276,0,298,1494,1652,0,1652,1,2,0,2,6,0,2,499,96,48,0,8,2007,251000
475,20,80,5,6,1963,1963,0,277,0,340,970,970,0,970,1,1,0,2,5,0,2,624,0,24,0,7,2007,132500
476,20,75,6,5,1997,1998,215,278,0,484,1478,1493,0,1493,1,2,0,3,7,1,2,508,140,39,0,4,2008,208900
477,60,105,9,5,2006,2006,772,8,0,2153,2153,2069,574,2643,0,2,1,3,9,1,3,694,414,84,0,3,2007,380000
478,20,79,8,5,2007,2008,336,108,0,417,1705,1718,0,1718,1,2,0,3,7,1,3,826,208,44,0,9,2009,297000
479,30,50,4,7,1937,2000,435,279,0,739,907,1131,0,1131,0,1,0,2,7,0,2,672,0,72,0,3,2007,89471
480,20,98,9,5,2004,2005,378,280,0,572,1833,1850,0,1850,1,2,0,3,8,1,3,772,519,112,0,3,2006,326000
481,20,72,9,5,2003,2004,562,281,0,225,1792,1792,0,1792,1,2,0,2,6,1,3,874,206,49,0,8,2006,374000
482,70,50,7,8,1915,2005,0,363,0,611,910,916,910,1826,1,1,1,4,7,1,1,164,0,0,0,6,2009,155000
483,120,32,6,5,1998,1998,116,283,0,319,1216,1216,0,1216,1,2,0,2,5,0,2,402,0,125,0,5,2006,164000
484,20,0,5,7,1962,2001,0,313,0,411,999,999,0,999,1,1,0,3,6,0,1,264,0,132,0,3,2007,132500
485,20,80,5,7,1950,2007,0,471,0,506,1113,1113,0,1113,0,1,0,3,5,1,1,264,0,80,120,7,2009,147000
486,20,79,5,7,1965,1965,168,459,0,237,1073,1073,0,1073,1,1,1,3,6,0,2,515,0,0,0,6,2007,156000
487,20,70,5,6,1971,1971,0,11,0,486,1484,1484,0,1484,0,2,0,3,7,1,2,487,224,0,0,2,2007,175000
488,190,60,5,4,1900,1970,0,253,0,290,954,1766,648,2414,0,2,0,3,10,1,2,520,142,0,0,5,2006,160000
489,180,21,4,8,1970,2002,0,286,0,115,630,630,0,630,1,1,0,1,3,0,1,286,0,0,0,5,2009,86000
490,160,0,5,6,1976,1976,0,8,0,264,264,616,688,1304,0,1,1,3,4,1,1,336,141,24,0,6,2008,115000
491,50,79,6,7,1941,1950,0,474,165,238,806,958,620,1578,1,1,0,3,5,2,1,240,0,0,32,8,2006,133000
492,60,105,6,5,2006,2006,0,8,0,728,728,728,728,1456,0,2,1,3,8,0,2,429,0,0,0,5,2006,172785
493,20,70,5,6,1960,1960,0,287,532,363,1269,1269,0,1269,0,1,1,3,6,1,1,308,0,0,0,6,2008,155000
494,30,50,5,8,1938,1996,0,8,0,190,190,886,0,886,0,1,0,2,4,0,1,273,144,20,80,12,2009,91300
495,30,60,4,5,1920,1950,0,289,0,225,720,720,0,720,0,1,0,2,4,0,0,0,0,523,115,11,2009,34900
496,20,0,8,5,1992,1993,0,288,0,1969,3200,3228,0,3228,1,3,0,4,10,1,2,546,264,75,291,5,2007,430000
497,50,60,7,6,1925,1950,0,153,0,697,1026,1133,687,1820,1,2,0,4,8,0,1,240,0,100,0,6,2008,184000
498,20,65,5,7,1967,2004,89,550,0,414,864,899,0,899,0,1,0,3,5,0,1,288,64,0,0,6,2009,130000
499,20,70,5,7,1958,1985,0,289,279,522,912,912,0,912,0,1,0,2,5,0,1,297,12,285,0,6,2007,120000
500,160,21,6,5,1973,1973,285,327,0,316,672,672,546,1218,0,1,1,3,7,0,1,264,144,28,0,5,2007,113000
501,60,75,7,5,2005,2005,0,291,0,466,866,866,902,1768,0,2,1,3,7,0,2,603,0,108,0,2,2008,226700
502,20,70,5,7,1965,1965,0,292,96,420,1214,1214,0,1214,1,1,0,2,6,0,2,461,0,0,184,4,2007,140000
503,20,100,7,8,1959,1997,0,293,0,254,1501,1801,0,1801,1,2,0,1,6,2,2,484,0,54,0,3,2010,289000
504,160,24,6,5,1974,1974,0,472,495,103,855,855,467,1322,0,2,1,3,6,1,2,440,260,0,0,6,2009,147000
505,90,60,5,5,1952,1952,360,8,0,960,960,960,1000,1960,0,2,0,4,10,0,2,400,0,0,0,7,2009,124500
506,60,80,8,5,1993,1994,125,295,0,397,777,1065,846,1911,0,2,1,3,8,1,2,471,182,81,0,9,2006,215000
507,20,75,6,5,2009,2009,0,551,0,1191,1218,1218,0,1218,0,2,0,2,4,0,2,676,0,102,0,9,2009,208300
508,70,60,7,9,1928,2005,0,297,0,548,689,689,689,1378,0,2,0,3,7,1,2,360,0,0,116,10,2008,161000
509,20,80,5,6,1959,1959,132,298,0,50,1041,1041,0,1041,1,1,0,3,6,0,1,270,224,88,0,7,2009,124500
510,20,75,5,7,1951,2000,70,299,180,178,1008,1363,0,1363,1,1,0,2,6,2,1,288,324,42,0,6,2009,164900
511,120,40,7,5,2005,2006,94,8,0,1368,1368,1368,0,1368,0,2,0,2,6,1,2,474,132,35,0,3,2006,202665
512,20,70,5,5,1958,1958,0,300,174,169,864,864,0,864,1,1,0,3,5,0,2,624,0,0,0,7,2006,129900
513,20,71,6,5,1983,1983,0,52,0,748,1084,1080,0,1080,0,1,1,3,5,0,2,484,120,0,158,6,2007,134000
514,45,55,5,5,1926,1950,0,8,0,768,768,789,0,789,0,1,0,2,5,0,1,200,0,0,112,6,2007,96500
515,20,94,10,5,2009,2009,305,468,0,570,2006,2020,0,2020,1,2,1,3,9,1,3,900,156,54,0,9,2009,402861
516,80,0,6,6,1972,1972,333,8,0,689,689,1378,741,2119,0,2,1,3,7,1,2,583,0,104,0,8,2009,158000
517,60,79,7,5,1996,1997,921,8,0,1264,1264,1277,1067,2344,0,2,1,3,7,1,3,889,220,0,0,7,2009,265000
518,60,0,6,5,1998,1998,0,8,0,88,794,882,914,1796,1,2,1,3,7,0,2,546,0,36,0,5,2007,211000
519,70,53,7,9,1926,2004,0,8,0,1276,1276,1276,804,2080,0,1,1,3,9,2,1,282,0,0,0,6,2009,234000
520,190,60,4,7,1900,2000,0,8,0,0,0,694,600,1294,0,2,0,3,7,0,0,0,220,114,210,8,2008,106250
521,20,90,6,6,1957,1957,0,384,0,467,1244,1244,0,1244,0,1,1,3,6,2,1,336,0,40,0,5,2007,150000
522,50,50,6,7,1947,1950,0,521,0,605,1004,1004,660,1664,0,2,0,3,7,2,2,420,0,24,36,10,2006,159000
523,60,130,10,5,2007,2008,762,302,0,878,3138,3138,1538,4676,1,3,1,3,11,1,3,884,208,406,0,10,2007,184750
524,60,95,7,5,1996,1997,594,303,0,660,1379,1383,1015,2398,1,2,1,3,8,1,3,834,239,60,0,8,2007,315750
525,20,62,7,5,2005,2005,0,8,0,1257,1257,1266,0,1266,0,2,0,3,6,1,2,453,38,144,0,4,2006,176000
526,20,70,5,7,1956,2000,0,304,0,551,928,928,0,928,0,1,0,2,4,0,1,252,261,0,156,6,2007,132000
527,60,67,9,5,2008,2008,268,305,0,122,1452,1476,1237,2713,1,2,1,3,11,1,3,858,126,66,0,11,2008,446261
528,30,58,4,7,1920,2002,0,446,0,180,528,605,0,605,1,1,0,2,5,0,0,0,0,0,144,7,2007,86000
529,20,0,6,3,1957,1975,0,307,0,816,2035,2515,0,2515,1,3,0,4,9,2,2,484,0,0,200,3,2007,200624
530,80,85,6,5,1988,1989,219,320,0,678,1461,1509,0,1509,1,2,0,3,5,1,2,600,224,0,0,8,2008,175000
531,70,60,6,8,1920,1999,0,8,0,611,611,751,611,1362,0,2,0,3,6,0,2,502,0,0,84,6,2008,128000
532,20,60,5,7,1955,2007,0,8,0,0,0,827,0,827,0,1,0,2,5,1,1,392,0,0,0,4,2010,107500
533,20,50,1,3,1946,1950,0,8,0,0,0,334,0,334,0,1,0,1,2,0,0,0,0,0,0,1,2007,39300
534,60,74,8,5,2004,2004,0,8,0,707,707,707,707,1414,0,2,1,3,6,1,2,403,100,35,0,10,2006,178000
535,190,70,5,7,1910,1991,0,614,0,148,1117,820,527,1347,1,1,0,3,5,0,0,0,85,0,148,1,2008,107500
536,60,57,7,5,1998,1999,0,8,0,880,880,880,844,1724,0,2,1,3,8,0,2,527,120,155,0,7,2008,188000
537,20,0,4,5,1972,1972,0,102,0,264,864,864,0,864,0,1,0,3,5,0,2,576,216,0,0,4,2008,111250
538,20,0,5,5,1968,1968,188,310,0,378,1051,1159,0,1159,0,1,1,3,7,1,1,336,466,0,0,7,2006,158000
539,20,0,8,5,2001,2002,479,379,0,223,1581,1601,0,1601,1,2,0,3,6,1,2,670,180,0,0,5,2010,272000
540,20,85,9,5,2006,2006,584,312,0,578,1838,1838,0,1838,1,2,0,2,8,1,3,765,270,68,0,3,2009,315000
541,60,0,8,5,2000,2000,72,8,0,969,969,997,1288,2285,0,2,1,4,8,1,3,648,0,56,0,6,2007,248000
542,20,78,7,5,1998,1999,0,313,1127,379,1650,1680,0,1680,1,2,0,3,7,1,2,583,78,73,0,6,2009,213250
543,120,34,7,5,1998,1998,182,314,139,0,723,767,0,767,1,1,0,1,4,0,1,367,120,40,0,6,2007,133000
544,60,58,7,5,2006,2006,0,611,0,100,654,664,832,1496,1,2,1,3,7,1,2,426,100,24,0,9,2006,179665
545,50,0,7,5,1988,1988,178,316,202,0,1204,1377,806,2183,0,2,1,4,9,0,3,786,0,0,0,2,2006,229000
546,50,70,6,7,1923,1950,0,79,0,765,1065,915,720,1635,0,1,1,3,6,1,2,440,0,38,0,5,2007,210000
547,85,54,5,7,1970,1970,0,508,0,149,768,768,0,768,1,1,0,2,5,0,2,624,104,0,0,4,2007,129500
548,20,49,5,7,1955,1995,0,318,645,0,825,825,0,825,1,1,0,2,4,0,2,720,140,50,0,6,2008,125000
549,60,75,7,5,2003,2004,0,8,0,912,912,912,1182,2094,0,2,1,4,8,1,2,615,182,182,0,11,2009,263000
550,120,53,6,6,1977,1977,0,630,0,510,1069,1069,0,1069,0,2,0,2,4,0,2,440,0,55,0,10,2008,140000
551,20,50,5,6,1957,1957,0,320,0,620,928,928,0,928,0,1,0,3,5,0,1,288,0,0,0,6,2008,112500
552,20,87,8,5,2006,2006,250,8,0,1709,1709,1717,0,1717,0,2,0,3,7,1,3,908,169,39,0,7,2009,255500
553,20,67,4,5,1949,2003,0,8,0,0,0,1126,0,1126,0,2,0,2,5,0,2,520,0,96,0,5,2009,108000
554,60,85,7,5,2003,2004,292,321,0,132,998,1006,1040,2046,1,2,1,3,8,1,3,871,320,62,0,8,2008,284000
555,45,58,5,6,1922,1950,0,8,0,993,993,1048,0,1048,0,1,0,2,5,1,1,280,0,0,116,8,2006,113000
556,20,69,5,5,1957,1957,0,462,0,197,1092,1092,0,1092,1,1,0,2,6,1,1,299,268,0,0,5,2006,141000
557,50,60,4,6,1920,1950,0,323,0,0,637,897,439,1336,0,1,1,3,7,0,1,570,0,47,120,9,2006,108000
558,60,57,7,5,1996,1997,0,504,0,125,729,729,717,1446,0,2,1,3,6,1,2,406,264,22,0,8,2008,175000
559,120,0,7,5,2003,2004,18,8,0,1374,1374,1557,0,1557,0,2,0,2,7,1,2,420,143,20,0,10,2006,234000
560,20,0,5,6,1957,1996,180,325,0,90,1392,1392,0,1392,1,1,1,3,5,1,2,528,0,0,0,5,2010,121500
561,20,77,5,5,1974,1975,0,326,123,195,1389,1389,0,1389,1,1,0,2,6,1,2,418,240,38,0,4,2006,170000
562,30,63,5,6,1940,1969,0,327,0,706,996,996,0,996,1,1,0,3,6,1,0,0,144,0,0,7,2008,108000
563,50,66,6,7,1918,1950,0,8,0,1163,1163,1163,511,1674,0,2,0,4,8,1,2,396,72,36,0,7,2008,185000
564,60,0,7,5,1992,2000,0,336,0,367,1095,1166,1129,2295,1,2,1,4,9,1,2,590,0,40,0,7,2006,268000
565,70,66,6,4,1915,1950,0,8,0,806,806,841,806,1647,1,1,1,4,6,0,1,216,0,66,136,5,2010,128000
566,60,77,9,5,2005,2007,245,8,0,1122,1122,1134,1370,2504,0,2,1,4,11,1,3,656,144,39,0,6,2008,325000
567,20,70,7,5,2004,2004,168,329,0,1515,1517,1535,0,1535,0,2,0,3,7,0,2,532,0,0,0,3,2010,214000
568,50,79,8,8,1983,2009,0,438,0,55,1496,1496,636,2132,1,1,1,1,5,1,2,612,349,40,0,9,2009,316600
569,90,0,5,5,1979,1979,0,331,0,0,943,943,0,943,1,1,0,2,4,2,2,600,42,0,0,12,2006,135960
570,90,74,5,5,1965,1965,108,332,0,1497,1728,1728,0,1728,0,2,0,6,10,0,2,576,0,0,0,11,2008,142600
571,20,60,6,6,1959,1959,207,333,0,450,864,864,0,864,1,1,0,2,4,0,1,288,168,0,0,10,2006,120000
572,60,83,7,5,2009,2009,0,8,0,846,846,846,846,1692,0,2,1,3,6,0,2,650,208,114,0,7,2009,224500
573,80,76,7,5,2000,2000,0,8,0,384,384,774,656,1430,0,2,1,3,8,1,2,400,100,0,0,12,2007,170000
574,80,70,5,7,1971,2005,82,334,0,23,372,576,533,1109,0,1,0,3,5,0,1,288,35,0,0,12,2007,139000
575,50,80,5,5,1947,1950,0,335,0,390,832,832,384,1216,0,1,0,2,6,0,1,336,158,0,102,10,2008,118500
576,50,52,7,7,1928,1950,0,8,0,861,861,877,600,1477,0,2,0,3,6,1,1,216,0,50,0,8,2009,145000
577,80,96,5,6,1966,1966,97,336,551,285,1164,1320,0,1320,1,1,0,3,6,2,2,564,160,68,240,5,2006,164500
578,160,34,7,5,2007,2007,0,8,0,689,689,703,689,1392,0,2,0,2,5,0,2,540,0,102,0,2,2008,146000
579,50,81,5,5,1954,1954,335,8,0,1050,1050,1050,745,1795,0,2,0,4,7,0,1,352,0,0,0,11,2008,131500
580,20,0,6,6,1960,1987,85,337,219,331,1144,1429,0,1429,0,1,0,3,7,2,2,572,216,110,0,6,2007,181900
581,20,98,8,5,2008,2009,306,8,0,2042,2042,2042,0,2042,0,2,1,3,8,1,3,1390,0,90,0,8,2009,253293
582,90,81,6,5,1990,1990,104,437,0,0,816,816,0,816,1,1,0,3,5,0,0,0,0,32,0,5,2007,118500
583,75,75,10,9,1893,2000,0,8,0,1237,1237,1521,1254,2775,0,3,1,3,9,1,2,880,105,502,0,7,2008,325000
584,50,51,4,7,1935,1995,0,8,0,884,884,989,584,1573,0,1,0,3,6,0,1,240,0,0,54,7,2009,133000
585,20,88,8,5,2005,2006,208,339,0,408,1868,2028,0,2028,1,2,0,2,7,2,3,880,326,66,0,3,2006,369900
586,30,55,6,7,1918,2000,0,177,606,0,816,838,0,838,1,1,0,2,5,0,1,275,0,0,112,5,2008,130000
587,85,74,5,6,1982,1982,0,221,0,168,840,860,0,860,1,1,0,2,4,0,2,528,0,0,0,7,2009,137000
588,20,65,5,8,1968,2003,0,569,0,113,1437,1473,0,1473,2,1,0,1,5,2,1,452,0,48,0,6,2009,143000
589,40,50,5,6,1930,1960,0,8,0,742,742,779,0,935,0,1,0,2,4,0,1,308,0,0,0,8,2008,79500
590,60,64,7,5,2004,2004,0,39,0,280,770,770,812,1582,0,2,1,3,6,0,2,520,0,45,0,9,2008,185900
591,60,97,10,5,2008,2008,420,341,0,384,1722,1728,568,2296,1,2,1,3,10,1,3,842,382,274,0,6,2009,451950
592,20,60,5,8,1982,2003,0,437,0,0,816,816,0,816,1,1,0,2,4,0,2,816,0,0,0,6,2008,138000
593,120,0,6,5,2003,2003,170,342,0,163,848,848,0,848,1,1,0,1,4,0,2,420,140,0,0,5,2009,140000
594,20,88,5,6,1975,1975,0,8,0,924,924,924,0,924,0,1,0,3,5,0,1,280,0,0,0,4,2008,110000
595,20,69,8,5,2005,2006,238,343,0,392,1814,1826,0,1826,1,2,0,3,7,1,3,758,180,75,0,8,2006,319000
596,70,60,6,7,1910,1993,0,8,0,684,684,684,684,1368,0,1,0,3,7,0,1,216,0,158,0,10,2006,114504
597,120,53,7,5,2006,2007,72,8,0,1258,1258,1402,0,1402,0,0,2,2,7,1,3,648,120,16,0,2,2007,194201
598,20,80,5,6,1977,1977,459,572,147,0,1430,1647,0,1647,1,2,0,3,7,1,2,621,0,0,0,3,2006,217500
599,160,24,6,6,1980,1980,0,345,612,23,716,716,840,1556,1,2,1,3,6,1,2,452,161,0,0,7,2008,151000
600,60,74,8,5,2005,2005,280,169,0,512,1058,1058,846,1904,1,2,1,3,8,1,2,736,179,60,0,6,2006,275000
601,50,50,6,6,1937,1950,0,8,0,780,780,780,595,1375,0,1,1,3,6,1,1,544,0,162,0,12,2007,141000
602,60,80,8,5,1992,1992,0,243,0,119,908,927,988,1915,1,2,1,3,8,1,2,506,120,150,0,2,2006,220000
603,160,30,7,5,2004,2005,0,8,0,600,600,600,600,1200,0,2,1,2,4,0,2,480,0,172,0,6,2010,151000
604,20,88,7,5,2002,2002,99,158,0,572,1494,1494,0,1494,1,2,0,3,6,1,2,530,192,36,0,9,2008,221000
605,60,85,7,6,1965,1990,176,346,0,314,768,1186,800,1986,0,2,1,3,7,3,2,486,0,42,0,10,2009,205000
606,20,82,5,5,1996,1996,0,5,0,308,1040,1040,0,1040,1,1,0,3,6,0,2,576,168,0,0,11,2009,152000
607,20,78,5,8,1948,2002,0,46,0,293,896,1112,896,2008,1,3,0,3,8,0,1,230,103,0,0,8,2006,225000
608,70,78,8,6,1934,1998,0,228,0,537,965,1940,1254,3194,0,2,1,4,10,2,2,380,0,0,0,9,2007,359100
609,20,61,4,5,1961,1961,192,347,0,126,1029,1029,0,1029,1,1,0,3,5,0,1,261,64,0,39,4,2007,118500
610,60,0,9,5,2000,2000,204,173,0,536,1440,1476,677,2153,1,2,1,3,8,2,3,736,253,142,0,5,2009,313000
611,80,0,6,6,1978,1978,233,348,0,427,1032,1032,0,1032,0,2,0,3,6,1,2,564,0,0,0,7,2007,148000
612,60,0,8,5,2001,2001,108,349,0,309,1299,1299,573,1872,1,2,1,3,7,1,2,531,160,122,0,11,2009,261500
613,20,70,5,5,2007,2007,0,350,0,914,1120,1120,0,1120,0,1,0,3,6,0,0,0,0,30,0,12,2007,147000
614,180,21,4,6,1972,1972,0,351,480,0,630,630,0,630,1,1,0,1,3,0,0,0,96,24,0,5,2010,75500
615,85,80,6,7,1963,1963,156,34,0,173,936,1054,0,1054,1,1,0,3,6,0,2,480,120,0,0,5,2010,137500
616,60,0,6,5,2002,2003,0,352,0,326,783,807,702,1509,1,2,1,3,7,1,2,393,100,75,0,6,2006,183200
617,45,59,6,6,1954,1954,0,8,0,832,832,832,0,832,0,1,0,2,4,0,2,528,0,0,0,6,2008,105500
618,20,90,9,5,2007,2007,452,540,0,1774,1822,1828,0,1828,0,2,0,3,9,1,3,774,0,108,0,7,2007,314813
619,60,85,8,5,2003,2003,226,465,0,611,1482,1482,780,2262,1,2,1,4,10,2,3,749,168,0,0,8,2008,305000
620,30,45,3,3,1914,1950,0,355,0,823,864,864,0,864,1,1,0,2,5,0,0,0,0,0,100,9,2008,67000
621,60,90,6,7,1974,1997,0,232,182,384,1522,1548,1066,2614,0,2,1,4,9,1,2,624,38,243,0,6,2008,240000
622,20,71,5,6,1977,1977,153,123,0,420,980,980,0,980,0,1,0,3,6,0,2,484,192,0,0,7,2009,135000
623,160,0,6,5,2000,2000,513,182,0,336,756,756,756,1512,0,2,1,2,4,1,2,440,0,32,0,6,2007,168500
624,60,80,6,5,1972,1972,288,261,0,485,732,1012,778,1790,1,1,2,4,8,1,2,484,148,0,0,11,2006,165150
625,20,87,6,6,1962,1962,261,8,0,1116,1116,1116,0,1116,0,1,1,3,5,0,2,440,0,0,0,2,2010,160000
626,20,0,5,5,1960,1978,0,8,0,978,978,1422,0,1422,0,1,0,3,6,1,1,286,0,0,36,8,2007,139900
627,80,80,6,6,1955,1972,164,356,132,350,1156,1520,0,1520,1,1,0,3,7,2,1,364,0,0,189,3,2010,153000
628,60,70,5,5,1969,1969,192,299,0,390,1040,1040,1040,2080,0,1,2,5,9,2,2,504,335,0,0,9,2007,135000
629,80,82,6,5,1964,1964,259,357,336,288,1248,1350,0,1350,1,1,1,3,6,0,2,520,176,0,0,6,2008,168500
630,70,50,5,6,1880,1991,0,8,0,636,636,1089,661,1750,0,1,0,3,8,0,1,240,0,0,293,6,2006,124000
631,120,34,8,5,2006,2006,108,55,0,1530,1554,1554,0,1554,0,2,0,2,6,1,2,627,156,73,0,8,2007,209500
632,20,85,7,5,1977,1977,209,137,0,564,1386,1411,0,1411,0,2,0,3,6,1,2,544,192,0,0,4,2009,82500
633,20,80,5,7,1954,2005,0,358,468,108,1056,1056,0,1056,0,1,0,3,6,0,1,260,390,0,0,7,2007,139400
634,90,64,6,5,1980,1980,0,244,0,0,1056,1056,0,1056,2,0,0,0,4,0,2,576,264,56,0,6,2010,144000
635,190,60,6,7,1914,1995,0,426,0,1184,1440,1440,1440,3395,0,2,0,8,14,0,0,0,0,110,0,3,2007,200000
636,30,51,2,3,1936,1950,0,8,0,264,264,800,0,800,0,1,0,1,4,1,0,0,0,0,0,1,2009,60000
637,190,50,5,4,1954,1954,0,8,0,811,811,811,576,1387,0,2,0,3,7,0,1,256,0,0,0,11,2009,93000
638,30,67,5,7,1910,1950,0,8,0,796,796,796,0,796,0,1,0,2,4,0,0,0,328,0,164,5,2008,85000
