,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LotConfig,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,Foundation,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscFeature,MiscVal,MoSold,YrSold,SalePrice,SalePricev2
719,20,0,69,9920,1,0,0,1,5,6,1969,1969,0,3,4,1,0,1,1,1,414,2,0,448,971,2,5,971,0,971,0,0,1,1,3,1,5,1,4,1969,1,1,300,0,0,0,0,0,0,0,0,0,5,2006,128500,3
720,120,0,0,6563,1,3,0,1,8,5,1985,1985,0,3,3,1,0,0,1,5,395,2,0,594,1742,2,5,1742,0,1742,1,0,2,0,2,1,5,1,4,1985,3,2,564,114,28,234,0,0,0,0,0,0,12,2006,275000,6
721,120,1,0,4426,0,0,3,1,6,5,2004,2004,0,0,0,4,169,0,3,5,365,2,0,186,848,0,5,848,0,848,1,0,1,0,1,1,3,0,4,2004,3,2,420,160,0,0,0,0,0,0,0,0,5,2010,143000,3
722,20,0,70,8120,0,0,0,1,4,7,1970,1970,0,1,1,1,0,1,4,1,396,2,0,673,864,0,5,864,0,864,0,0,1,0,3,1,5,0,1,1994,1,2,463,0,0,0,0,0,0,0,0,0,7,2009,124500,3
723,50,0,60,8172,0,0,0,2,4,6,1954,1972,0,1,1,1,0,0,4,2,8,2,0,941,941,0,5,997,473,1470,0,0,2,0,4,1,7,0,1,1958,1,1,548,0,0,0,0,156,0,0,0,0,5,2008,135000,3
724,20,0,86,13286,1,0,0,1,9,5,2007,2008,1,6,6,2,340,0,4,5,518,2,0,464,1698,0,5,1698,0,1698,1,0,2,0,3,1,8,1,4,2007,2,3,768,327,64,0,0,0,0,0,0,0,2,2009,320000,7
725,20,0,60,6960,0,0,0,1,4,6,1970,1970,0,3,4,1,0,1,4,1,483,1,239,250,864,2,5,864,0,864,0,0,1,0,3,1,5,0,1,1989,1,2,660,96,0,0,0,0,0,0,1,500,11,2009,120500,3
726,20,0,0,21695,1,2,0,1,6,9,1988,2007,1,2,4,4,260,1,4,5,399,2,0,72,880,0,5,1680,0,1680,1,0,2,0,3,1,5,1,4,1988,2,2,540,292,44,0,182,0,0,0,0,0,12,2009,222000,5
727,20,0,64,7314,0,0,0,1,7,5,2007,2007,0,0,0,2,82,0,3,5,400,2,0,508,1232,0,5,1232,0,1232,1,0,2,0,2,1,6,0,4,2007,3,2,632,132,0,0,0,0,0,0,0,0,2,2009,194500,4
728,90,0,85,11475,0,2,2,1,5,5,1958,1958,0,0,0,4,95,1,4,2,8,2,0,1584,1584,2,5,1776,0,1776,1,0,2,0,4,2,9,0,1,1968,1,3,888,0,25,0,0,0,0,0,0,0,7,2009,110000,3
729,30,1,52,6240,0,0,0,2,4,5,1925,1950,0,1,1,1,0,1,4,4,401,2,0,628,780,2,2,848,0,1208,0,0,1,0,2,1,5,0,1,1962,1,2,539,0,23,112,0,0,0,0,0,0,1,2009,103000,3
730,120,0,39,5389,1,0,3,1,8,5,1995,1996,0,6,6,1,0,0,4,5,402,2,0,415,1595,0,5,1616,0,1616,1,0,2,0,2,1,5,1,4,1995,3,2,608,237,152,0,0,0,0,0,0,0,3,2010,236500,5
731,80,0,73,9590,1,2,0,5,7,5,2003,2003,0,0,0,4,442,0,3,5,241,2,0,82,868,0,5,1146,0,1146,1,0,2,0,3,1,6,1,4,2003,2,2,438,160,22,0,0,0,0,0,0,0,5,2007,187500,4
732,60,0,75,11404,1,0,0,0,7,5,1998,1999,0,0,0,4,202,0,3,1,403,2,0,901,1153,0,5,1153,878,2031,0,0,2,1,3,1,8,1,4,1998,2,2,541,192,84,0,0,0,0,0,0,0,7,2008,222500,5
733,20,0,80,10000,0,2,0,1,5,6,1961,1983,1,3,3,1,0,1,4,4,337,2,0,270,864,0,5,1144,0,1144,1,0,1,0,3,1,6,1,4,1961,3,1,264,165,0,0,0,0,0,2,1,400,3,2009,131400,3
734,20,0,0,8978,1,2,0,1,5,5,1968,1968,0,7,4,1,0,0,4,2,8,2,0,948,948,2,5,948,0,948,0,0,1,0,3,1,6,0,4,1968,1,1,300,147,0,0,0,0,0,0,0,0,5,2007,108000,3
735,75,1,60,10800,0,0,0,6,7,7,1914,1970,0,2,5,1,0,2,2,3,124,2,0,490,880,3,5,880,888,1768,0,0,1,1,2,1,6,2,1,1914,1,2,320,0,341,0,0,0,0,0,0,0,10,2006,163000,4
736,90,0,60,8544,0,0,2,1,3,4,1950,1950,0,9,13,1,0,1,4,5,8,2,0,0,0,1,1,1040,0,1040,0,0,2,0,2,2,6,0,1,1949,1,2,400,0,0,0,0,0,0,0,0,0,7,2006,93500,2
737,60,0,72,10463,1,3,0,0,8,5,2005,2005,0,0,0,1,0,0,4,2,8,2,0,893,893,0,5,901,900,1801,0,0,2,1,3,1,8,1,4,2005,2,3,800,0,116,0,0,0,0,0,0,0,6,2006,239900,5
738,90,0,60,10800,0,0,2,1,5,5,1987,1988,0,7,4,1,0,1,1,5,66,2,0,0,1200,2,5,1200,0,1200,3,0,3,0,3,1,5,0,4,0,3,0,0,120,0,0,0,0,0,0,0,0,3,2009,179000,4
739,60,0,65,9313,1,0,0,0,7,5,2004,2004,0,0,0,1,0,0,4,2,8,2,0,864,864,0,5,864,864,1728,0,0,2,1,3,1,7,0,4,2004,3,2,572,187,56,0,0,0,0,0,0,0,4,2009,190000,4
740,70,1,60,9600,0,0,0,0,5,7,1910,2002,0,2,2,1,0,2,4,2,8,2,0,264,264,0,5,768,664,1432,0,0,2,0,2,1,7,0,1,1910,1,2,360,270,0,112,0,0,0,3,0,0,5,2007,132000,3
741,20,0,65,6768,1,0,0,1,6,8,1961,1996,1,3,3,1,0,1,2,5,629,2,0,80,912,1,5,912,0,912,1,1,1,0,3,1,5,0,1,1962,1,1,288,168,0,0,0,0,0,3,0,0,5,2008,142000,3
742,20,0,65,8450,0,0,0,1,7,5,2000,2001,0,0,0,4,108,0,4,2,8,2,0,1349,1349,0,5,1349,0,1349,0,0,2,0,3,1,6,0,4,2000,1,2,539,120,55,0,0,0,0,3,0,0,12,2007,179000,4
743,80,0,70,12886,1,0,0,5,5,6,1963,1999,0,3,3,1,0,1,3,1,69,2,0,76,520,0,5,1464,0,1464,0,1,2,0,3,1,6,1,4,1997,3,2,480,302,0,0,0,100,0,0,0,0,10,2009,175000,4
744,120,0,41,5395,1,0,3,1,8,5,1993,1993,0,3,3,1,0,0,4,5,13,2,0,604,1337,1,5,1337,0,1337,1,0,2,0,2,1,5,1,4,1993,3,2,462,96,0,70,168,0,0,0,0,0,10,2008,180000,4
745,60,0,0,8963,1,0,0,0,8,9,1976,1996,1,0,0,4,289,1,4,5,405,3,80,487,1142,0,5,1175,1540,2715,0,1,3,1,4,1,11,2,2,1994,2,2,831,0,204,0,0,0,0,0,0,0,7,2008,299800,6
746,60,0,0,8795,1,0,0,0,7,5,2000,2000,0,0,0,1,0,0,4,5,79,2,0,652,952,0,5,980,1276,2256,0,0,2,1,4,1,8,1,2,2000,2,2,554,224,54,0,0,0,0,0,0,0,4,2009,236000,5
747,70,1,65,11700,1,2,0,0,7,7,1880,2003,3,9,8,1,0,5,4,2,8,2,0,1240,1240,2,5,1320,1320,2640,0,0,1,1,4,1,8,1,1,1950,1,4,864,181,0,386,0,0,0,0,0,0,5,2009,265979,6
748,20,0,59,10593,1,0,0,1,7,5,1996,1996,1,0,0,4,338,0,4,5,406,2,0,801,1720,0,5,1720,0,1720,1,0,2,0,3,1,7,1,4,1996,2,2,527,240,56,154,0,0,0,0,0,0,3,2010,260400,6
749,50,0,50,8405,0,0,0,2,4,3,1945,1950,0,5,2,1,0,4,4,5,8,2,0,0,0,2,1,1088,441,1529,0,0,2,0,4,1,9,0,1,1945,1,1,240,92,0,185,0,0,0,0,0,0,4,2009,98000,2
750,50,1,55,8800,0,2,0,2,4,7,1910,2004,0,2,5,1,0,2,4,2,8,2,0,576,576,1,5,792,348,1140,0,0,1,0,3,1,7,0,4,0,3,0,0,0,160,0,0,0,0,0,0,0,6,2010,96500,2
751,60,0,0,7750,0,0,0,0,7,5,2003,2003,0,0,0,1,0,0,4,2,8,2,0,660,660,0,5,660,660,1320,0,0,2,1,3,1,6,0,4,2003,2,2,400,0,48,0,0,0,0,0,0,0,8,2007,162000,4
752,20,0,79,9236,1,0,0,1,6,5,1997,1997,0,0,0,1,0,0,1,5,66,2,0,279,1479,0,5,1494,0,1494,1,0,2,0,3,1,6,0,4,1997,3,2,576,168,27,0,0,0,0,0,0,0,7,2006,217000,5
753,60,0,80,10240,0,0,0,0,8,5,2005,2005,0,0,0,4,178,0,2,2,8,2,0,1030,1030,1,5,1038,1060,2098,0,0,2,1,3,1,8,1,4,2005,3,3,878,192,52,0,0,0,0,0,0,0,3,2006,275500,6
754,20,0,61,7930,0,0,0,1,6,8,1969,2005,0,7,4,1,0,1,4,5,407,5,472,115,1026,1,5,1026,0,1026,1,0,1,0,3,1,5,0,1,1969,3,2,440,171,48,0,0,0,0,0,0,0,7,2009,156000,4
755,160,3,34,3230,0,0,3,0,6,5,1999,1999,0,1,1,4,894,0,4,5,613,2,0,348,729,1,5,742,729,1471,0,0,2,1,3,1,6,0,1,1999,1,2,440,0,24,0,0,0,0,0,0,0,3,2009,172500,4
756,60,0,68,10769,1,0,0,0,8,5,2007,2007,0,0,0,1,0,0,3,5,386,2,0,846,866,0,5,866,902,1768,0,0,2,1,3,1,7,0,4,2007,3,2,578,144,105,0,0,0,0,0,0,0,4,2009,212000,5
757,60,0,0,11616,1,3,0,0,6,5,1978,1978,1,3,3,3,328,1,2,3,409,2,0,234,672,2,5,672,714,1386,0,0,2,1,3,1,6,1,4,1978,2,2,440,335,0,0,0,0,0,3,0,0,4,2010,158900,4
758,160,3,24,2280,0,0,4,0,7,5,1999,1999,0,1,1,4,360,0,4,1,524,2,0,195,744,1,5,757,744,1501,0,0,2,1,3,1,6,0,1,1999,1,2,440,0,0,0,0,0,0,0,0,0,8,2008,179400,4
759,60,0,65,12257,1,0,0,0,8,5,1995,1995,0,0,0,4,513,0,3,6,313,3,64,1198,1318,0,5,1328,1203,2531,0,0,2,1,4,1,9,1,4,1995,3,3,752,222,98,0,0,0,0,0,0,0,11,2007,290000,6
760,20,0,70,9100,0,0,0,1,6,6,1959,1959,1,2,5,1,0,1,4,3,411,2,0,252,864,0,5,864,0,864,0,0,1,0,2,1,5,0,1,2008,1,1,300,0,0,0,0,0,0,0,1,450,10,2009,127500,3
761,30,1,60,6911,0,1,0,1,5,5,1924,1950,0,2,5,1,0,0,2,6,86,2,0,740,1145,2,5,1301,0,1301,0,0,1,0,2,1,5,0,1,1965,1,2,440,0,0,0,0,0,0,0,0,0,10,2009,100000,3
762,60,3,72,8640,0,0,0,0,7,5,2009,2009,0,0,0,1,0,0,2,5,55,2,0,732,756,0,5,764,783,1547,0,0,2,1,3,1,7,0,4,2009,1,2,614,169,45,0,0,0,0,0,0,0,6,2010,215200,5
763,60,0,82,9430,0,0,0,0,8,5,1999,1999,0,0,0,4,673,0,2,5,581,2,0,89,1252,0,5,1268,1097,2365,1,0,2,1,3,1,8,1,4,1999,3,3,856,0,128,0,0,180,0,0,0,0,7,2009,337000,7
764,120,0,30,9549,1,3,3,1,8,5,1995,1996,1,4,7,1,0,0,3,6,413,6,1057,0,1494,0,5,1494,0,1494,1,0,1,1,2,1,6,1,4,1995,2,2,481,0,30,0,0,216,0,0,0,0,4,2006,270000,6
765,20,0,75,14587,1,0,0,1,9,5,2008,2008,0,0,0,2,284,0,4,2,8,2,0,1498,1498,0,5,1506,0,1506,0,0,2,0,2,1,6,1,4,2008,2,2,592,0,174,0,0,0,0,0,0,0,8,2008,264132,6
766,60,0,80,10421,0,0,0,0,7,5,1988,1988,0,3,3,4,42,1,4,5,414,2,0,586,980,2,5,980,734,1714,0,0,2,1,3,1,7,1,4,1988,1,2,496,228,66,156,0,0,0,1,1,500,3,2010,196500,4
767,50,0,75,12508,1,0,0,2,6,7,1940,1985,0,0,0,1,0,1,2,1,103,2,0,323,983,0,5,983,767,1750,1,0,2,0,4,1,7,0,4,1989,1,1,423,245,0,156,0,0,0,0,1,1300,7,2008,160000,4
768,20,0,70,9100,0,0,0,1,7,5,2004,2005,1,0,0,1,0,0,4,5,55,2,0,1836,1860,0,5,1836,0,1836,0,0,2,0,3,1,8,1,4,2004,2,2,484,120,33,0,0,0,0,0,0,0,10,2006,216837,5
769,60,0,47,53504,2,3,0,0,8,5,2003,2003,1,6,2,4,603,0,1,1,552,2,0,234,1650,0,5,1690,1589,3279,1,0,3,1,4,1,12,1,2,2003,2,3,841,503,36,0,0,210,0,0,0,0,6,2010,538000,11
770,85,0,0,7252,1,3,0,4,5,5,1982,1982,1,2,5,1,0,1,3,5,342,2,0,173,858,2,5,858,0,858,1,0,1,0,2,1,5,0,1,1983,1,2,576,120,0,0,0,0,0,0,0,0,4,2009,134900,3
771,20,0,67,8877,0,0,0,1,4,5,1951,1951,0,2,5,1,0,1,4,6,459,2,0,0,836,2,1,1220,0,1220,0,0,1,0,2,1,6,0,1,1951,1,2,396,0,0,0,0,0,0,0,0,0,4,2006,102000,3
772,80,0,94,7819,0,0,0,5,6,5,1976,1976,0,7,4,1,0,1,3,1,416,1,127,480,1029,2,5,1117,0,1117,1,0,1,0,3,1,6,1,1,1976,1,2,672,144,0,0,0,0,0,1,0,0,3,2010,107000,3
773,20,0,70,10150,0,0,0,1,5,5,1958,1958,0,2,5,1,1,1,4,3,31,2,0,456,912,0,2,912,0,912,0,0,1,0,2,1,5,0,4,1958,3,1,275,0,0,0,0,0,0,0,0,0,7,2007,114500,3
774,20,0,110,14226,0,2,0,1,8,5,2006,2006,1,0,0,4,375,0,3,2,8,2,0,1935,1935,1,5,1973,0,1973,0,0,2,0,3,1,9,1,4,2006,2,3,895,315,45,0,0,0,0,0,0,0,7,2007,395000,8
775,120,1,32,4500,0,1,3,1,6,5,1998,1998,1,0,0,4,320,0,4,5,321,2,0,338,1204,0,5,1204,0,1204,1,0,2,0,2,1,5,0,4,1998,2,2,412,0,247,0,0,0,0,0,0,0,6,2009,162000,4
776,20,0,86,11210,1,0,0,1,7,5,2005,2006,0,0,0,4,240,0,3,5,386,2,0,1594,1614,0,5,1614,0,1614,0,0,2,0,3,1,7,0,4,2005,3,3,865,144,59,0,0,0,0,0,0,0,7,2006,221500,5
777,20,0,100,13350,1,0,0,1,5,5,1974,1974,1,3,4,1,0,1,4,1,486,2,0,102,864,2,5,894,0,894,1,0,1,0,3,1,5,1,4,1974,1,2,440,241,0,0,0,0,0,1,0,0,6,2006,142500,3
778,90,4,60,8400,0,0,2,1,5,5,1977,1977,0,7,4,4,320,4,4,5,8,2,0,0,0,2,5,2020,0,2020,0,0,2,0,4,2,10,2,1,1977,1,2,630,0,0,0,0,0,0,0,0,0,10,2007,144000,3
779,90,0,78,10530,0,0,2,4,6,5,1977,1977,0,7,11,4,90,1,1,5,418,2,0,0,975,2,5,1004,0,1004,1,0,1,0,2,1,4,0,4,1977,1,2,504,0,0,0,0,0,0,0,0,0,5,2006,135000,3
780,20,0,63,7875,0,0,0,1,7,5,1995,1996,0,3,3,4,38,0,4,2,8,2,0,1237,1237,1,5,1253,0,1253,0,0,2,0,3,1,6,1,4,1995,2,2,402,220,21,0,0,0,0,0,0,0,6,2007,176000,4
781,60,0,65,7153,0,0,0,0,6,5,1992,1992,0,0,0,1,0,0,4,1,254,2,0,374,761,0,5,810,793,1603,0,0,2,1,3,1,7,0,4,1992,3,2,484,0,124,0,0,0,0,0,0,0,7,2006,175900,4
782,20,0,67,16285,2,0,0,1,7,5,2001,2002,0,0,0,1,0,0,4,2,8,2,0,1413,1413,0,5,1430,0,1430,0,0,2,0,3,1,6,0,4,2001,3,2,605,0,33,0,0,0,0,0,0,0,6,2009,187100,4
783,85,0,0,9101,1,2,0,4,5,6,1978,1978,0,7,4,4,104,0,3,5,419,2,0,0,1097,0,5,1110,0,1110,1,0,1,0,1,1,4,1,4,1978,2,2,602,303,30,0,0,0,0,0,0,0,7,2009,165500,4
784,75,1,35,6300,0,0,0,6,6,6,1914,2001,0,2,2,1,0,1,4,2,8,2,0,742,742,0,5,742,742,1484,0,0,2,0,3,1,9,1,4,0,3,0,0,0,291,134,0,0,0,0,0,0,6,2008,128000,3
785,20,0,0,9790,0,0,0,1,6,5,1967,1967,0,4,5,1,0,1,4,3,420,5,630,491,1372,2,5,1342,0,1342,0,0,2,0,3,1,7,1,4,1967,1,2,457,0,0,0,0,197,0,0,0,0,9,2009,161500,4
786,50,1,60,10800,0,0,0,2,5,6,1915,1950,0,1,1,1,0,0,4,6,421,2,0,0,686,2,5,966,686,1652,1,0,2,0,4,1,7,0,1,1961,1,1,416,0,0,196,0,0,0,0,1,1200,6,2010,139000,3
787,60,0,76,10142,1,0,0,0,7,5,2004,2004,0,0,0,1,0,0,4,5,422,2,0,300,956,0,5,956,1128,2084,1,0,2,1,4,1,8,0,2,2004,3,2,618,0,45,0,0,0,0,0,0,0,1,2010,233000,5
788,20,1,50,6000,0,2,0,1,4,7,1954,2000,0,1,1,1,0,1,4,2,8,2,0,901,901,0,5,901,0,901,0,0,1,0,2,1,4,0,1,1954,1,1,281,0,0,0,0,0,0,0,0,0,8,2008,107900,3
789,60,0,0,12205,1,0,0,0,6,8,1966,2007,0,3,3,4,157,1,1,6,530,2,0,264,832,1,5,976,1111,2087,0,0,2,1,5,1,9,0,4,1966,2,2,444,133,168,0,0,0,0,0,0,0,7,2007,187500,4
790,120,0,43,3182,0,0,3,1,7,5,2005,2006,0,0,0,4,11,0,4,5,297,2,0,1129,1145,0,5,1145,0,1145,0,0,2,0,2,1,5,1,4,2005,2,2,397,100,16,0,0,0,0,0,0,0,9,2009,160200,4
791,80,0,0,11333,1,2,0,5,6,5,1976,1976,0,3,3,1,0,0,3,1,424,2,0,490,1029,2,5,1062,0,1062,1,0,1,0,3,1,5,2,4,1976,3,2,539,120,0,0,0,0,0,0,0,0,5,2007,146800,3
792,60,0,92,9920,1,3,0,0,7,5,1996,1997,0,1,1,1,0,0,3,5,425,2,0,255,1117,0,5,1127,886,2013,1,0,2,1,3,1,8,1,4,1997,1,2,455,180,130,0,0,0,0,0,0,0,6,2007,269790,6
793,20,0,76,9158,0,0,0,1,8,5,2007,2007,0,6,6,2,140,0,3,2,8,2,0,1496,1496,0,5,1496,0,1496,0,0,2,0,3,1,7,0,4,2007,2,2,474,168,130,0,0,0,0,0,0,0,6,2007,225000,5
794,60,0,0,10832,1,2,0,0,7,5,1994,1996,0,1,1,1,0,0,4,2,8,2,0,712,712,0,5,1086,809,1895,0,0,2,1,3,1,7,1,4,1994,2,2,409,143,46,0,0,0,0,0,1,500,10,2008,194500,4
795,60,0,70,8400,0,0,0,0,6,6,1980,1981,0,3,3,4,130,1,4,2,8,2,0,650,650,2,5,888,676,1564,0,0,2,1,3,1,7,1,4,1980,1,2,476,0,50,0,0,204,0,1,0,0,4,2010,171000,4
796,20,0,71,8197,0,0,0,1,6,5,1977,1977,0,7,4,4,148,1,4,2,8,2,0,660,660,0,5,1285,0,1285,0,0,1,1,3,1,7,1,4,1977,3,2,528,138,0,0,0,0,0,1,0,0,4,2007,143500,3
797,20,0,57,7677,0,0,0,1,5,5,1953,1953,0,0,0,1,0,1,4,4,78,2,0,203,773,1,5,773,0,773,0,0,1,0,2,1,4,0,4,1953,1,1,240,0,0,0,0,0,0,0,0,0,4,2008,110000,3
798,60,0,104,13518,0,0,0,0,9,5,2008,2009,1,0,0,2,860,0,4,2,8,2,0,1926,1926,0,5,1966,1174,3140,0,0,3,1,4,1,11,2,2,2009,2,3,820,144,78,0,0,0,0,0,0,0,7,2009,485000,10
799,50,0,60,7200,0,2,0,2,5,7,1937,1950,0,2,5,4,252,2,4,1,65,2,0,162,731,0,5,981,787,1768,1,0,1,1,3,1,7,2,1,1939,1,1,240,0,0,264,0,0,0,1,0,0,6,2007,175000,4
800,60,0,79,12798,1,0,0,0,6,5,1997,1997,0,0,0,1,0,0,1,5,245,2,0,154,616,1,5,616,1072,1688,1,0,2,1,4,1,8,0,4,1997,3,2,603,403,114,185,0,0,0,0,1,400,5,2008,200000,5
801,30,1,40,4800,0,0,0,1,4,7,1916,1990,0,1,1,1,0,1,4,6,426,2,0,999,1196,0,2,1196,0,1196,1,0,1,0,2,1,5,0,1,1957,1,2,440,0,0,0,0,0,0,0,0,0,7,2007,109900,3
802,60,0,63,8199,0,0,0,0,7,5,2005,2005,0,5,2,1,0,0,3,5,60,2,0,80,728,0,5,728,728,1456,1,0,2,1,3,1,7,1,4,2005,2,2,410,36,18,0,0,0,0,0,0,0,10,2008,189000,4
803,60,0,107,13891,0,0,0,0,9,5,2008,2009,1,0,0,2,424,0,1,2,8,2,0,1734,1734,0,5,1734,1088,2822,0,0,3,1,4,1,12,1,2,2009,3,3,1020,52,170,0,0,192,0,0,0,0,1,2009,582933,12
804,20,0,75,9000,0,0,0,1,5,5,1954,1954,0,2,5,1,0,1,4,6,515,2,0,124,936,2,5,1128,0,1128,0,0,1,0,2,1,5,0,4,1954,1,1,286,0,0,0,0,0,0,2,0,0,6,2006,118000,3
805,20,0,91,12274,1,1,0,1,7,5,2008,2008,0,0,0,2,256,0,4,2,8,2,0,1417,1417,0,5,1428,0,1428,0,0,2,0,3,1,6,0,4,2008,3,2,554,0,60,0,0,0,0,0,0,0,7,2008,227680,5
806,80,0,75,9750,0,0,0,5,5,5,1967,1967,0,0,0,1,0,0,3,1,291,4,480,100,980,1,5,980,0,980,0,0,2,0,3,1,6,0,4,1967,2,1,384,68,0,0,0,0,0,0,0,0,10,2006,135500,3
807,70,0,144,21384,0,0,0,0,5,6,1923,2004,0,2,5,1,0,1,1,5,589,2,0,15,1324,0,5,1072,504,1576,2,0,1,1,3,1,6,1,4,1923,3,2,528,0,312,0,0,0,0,0,0,0,5,2009,223500,5
808,80,0,85,13400,0,0,0,5,5,5,1966,1966,0,0,0,4,1047,1,3,1,571,1,128,380,1024,2,5,1086,0,1086,1,0,1,0,3,1,6,1,4,1966,3,2,484,0,0,0,0,0,0,2,0,0,6,2006,159950,4
809,75,1,90,8100,0,2,0,6,5,5,1898,1965,1,8,9,1,0,0,4,2,8,2,0,849,849,2,2,1075,1063,2138,0,0,2,0,2,3,11,0,1,1910,1,2,360,40,156,0,0,0,0,1,0,0,11,2009,106000,3
810,20,0,78,10140,0,0,0,1,6,6,1974,1999,1,3,3,4,99,1,4,1,428,5,377,0,1040,3,5,1309,0,1309,1,0,1,1,3,1,5,1,4,1974,3,2,484,265,0,0,0,0,648,3,0,0,1,2006,181000,4
811,120,1,0,4438,0,0,3,1,6,5,2004,2004,0,0,0,4,169,0,1,5,365,2,0,186,848,0,5,848,0,848,1,0,1,0,1,1,4,1,4,2004,2,2,420,140,0,0,0,0,0,0,0,0,6,2008,144500,3
812,20,2,66,8712,0,0,0,1,5,5,1952,1952,1,2,5,1,0,1,3,2,8,2,0,540,540,2,2,1044,0,1044,0,0,1,0,2,1,4,0,5,1952,1,2,504,0,0,0,0,0,0,0,1,54,6,2010,55993,2
813,20,0,75,9750,0,0,0,1,6,6,1958,1958,0,1,1,4,243,1,4,3,429,2,0,834,1442,1,5,1442,0,1442,0,0,1,1,4,1,7,0,4,1958,3,1,301,0,0,275,0,0,0,0,1,500,4,2007,157900,4
814,50,0,45,8248,0,0,0,2,5,7,1918,1950,0,9,8,1,0,2,4,2,8,2,0,686,686,1,5,686,564,1250,0,1,1,1,3,1,7,0,1,1955,1,1,280,207,0,96,0,0,0,0,0,0,7,2006,116000,3
815,20,0,48,12137,2,3,0,1,7,5,1998,1998,0,0,0,4,442,0,4,2,8,2,0,1649,1649,0,5,1661,0,1661,0,0,2,0,3,1,6,0,4,1998,3,2,598,0,34,0,0,0,0,0,0,0,5,2010,224900,5
816,20,0,0,11425,1,2,0,1,5,6,1954,1954,0,4,7,1,0,1,4,4,329,2,0,522,1008,1,5,1008,0,1008,0,0,1,0,2,1,4,1,4,1954,3,1,275,0,0,120,0,0,0,0,0,0,7,2006,137000,3
817,20,0,0,13265,1,3,0,1,8,5,2002,2002,1,6,6,4,148,0,4,5,386,2,0,350,1568,0,5,1689,0,1689,1,0,2,0,3,1,7,2,4,2002,3,3,857,150,59,0,0,0,0,0,0,0,7,2008,271000,6
818,80,0,80,8816,0,0,0,5,6,7,1971,1971,0,3,3,4,80,1,3,5,297,2,0,506,1010,1,5,1052,0,1052,1,0,1,0,3,1,6,0,4,1971,1,2,440,0,0,0,0,0,0,1,0,0,6,2010,155000,4
819,120,0,44,6371,1,0,3,1,7,5,2009,2010,0,0,0,2,128,0,2,5,13,2,0,625,1358,0,5,1358,0,1358,1,0,2,0,2,1,6,1,4,2010,3,2,484,192,35,0,0,0,0,0,0,0,6,2010,224000,5
820,60,0,72,7226,1,3,0,0,7,5,2003,2003,0,0,0,1,0,0,4,2,8,2,0,798,798,0,5,798,842,1640,0,0,2,1,3,1,6,0,4,2003,3,2,595,0,45,0,0,0,0,0,0,0,6,2008,183000,4
821,20,1,60,6000,0,0,1,1,4,4,1953,1953,0,1,1,1,0,1,4,2,8,2,0,936,936,2,5,936,0,936,0,0,1,0,2,1,4,0,1,1974,1,2,576,0,32,112,0,0,0,0,0,0,2,2009,93000,2
822,60,0,0,12394,1,2,0,0,7,5,2003,2003,0,0,0,1,0,0,1,2,8,2,0,847,847,0,5,847,886,1733,0,0,2,1,3,1,7,1,2,2003,2,2,433,100,48,0,0,0,0,0,0,0,10,2007,225000,5
823,50,0,60,9900,0,0,0,2,6,7,1940,1950,0,0,0,1,0,2,4,2,8,2,0,778,778,2,5,944,545,1489,0,0,2,0,3,1,7,1,1,1940,1,1,240,335,0,0,0,0,0,2,0,0,7,2009,139500,3
824,20,3,81,11216,0,0,0,1,8,5,2006,2006,0,0,0,1,0,0,4,2,8,2,0,1489,1489,0,5,1489,0,1489,0,0,2,0,3,1,7,1,4,2006,3,2,776,0,140,0,0,0,0,0,0,0,6,2006,232600,5
825,20,0,114,14803,0,0,0,1,10,5,2007,2008,1,6,6,4,816,0,3,5,430,2,0,442,2078,0,5,2084,0,2084,1,0,2,0,2,1,7,1,4,2007,2,3,1220,188,45,0,0,0,0,0,0,0,6,2008,385000,8
826,45,1,50,6130,0,0,0,3,5,6,1924,1950,0,1,1,1,0,2,4,1,431,2,0,0,784,1,5,784,0,784,1,0,1,0,2,1,5,0,4,0,3,0,0,0,0,116,0,0,0,0,0,0,5,2008,109500,3
827,20,0,65,8529,1,0,0,1,7,5,2001,2001,0,0,0,1,0,0,4,5,386,2,0,1434,1454,0,5,1434,0,1434,0,0,2,0,3,1,6,1,4,2001,3,2,527,290,39,0,0,0,0,0,0,0,4,2009,189000,4
828,60,0,0,28698,2,3,0,0,5,5,1967,1967,4,7,4,1,0,0,1,6,432,3,764,0,1013,2,5,1160,966,2126,0,1,2,1,3,1,7,0,4,1967,2,2,538,486,0,0,0,225,0,0,0,0,6,2009,185000,4
829,160,3,24,2544,0,0,4,0,7,5,2005,2005,0,1,1,1,0,0,4,2,8,2,0,600,600,0,5,520,623,1223,0,0,2,1,2,1,4,0,1,2005,3,2,480,0,166,0,0,0,0,0,0,0,7,2006,147400,3
