,MSSubClass,MSZoning,LotFrontage,LotShape,LotConfig,Neighborhood,OverallQual,OverallCond,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,ExterQual,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,HeatingQC,1stFlrSF,2ndFlrSF,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,MoSold,YrSold,SaleCondition,SalePrice
319,80,0,0,0,0,6,7,5,0,7,4,4,1,1,3,3,5,127,336,2,1472,0,1,2,0,3,1,6,2,1,4,1,2,588,233,48,6,2009,0,187500
320,60,0,111,0,2,10,9,5,0,0,0,2,1,0,2,3,2,8,1249,0,1249,1347,0,3,1,4,0,9,0,0,4,3,3,840,240,154,9,2006,2,342643
321,60,0,99,1,0,10,8,5,0,0,0,4,0,0,2,3,5,195,166,0,1136,1332,1,2,1,4,0,10,1,2,2,2,3,872,184,154,6,2007,0,354000
322,60,0,86,1,0,12,7,5,0,7,4,4,0,1,1,1,6,435,0,0,1553,1177,1,2,1,4,0,8,1,1,4,2,2,576,201,96,8,2007,0,301000
323,20,1,49,0,0,7,3,8,0,0,0,1,1,1,1,4,1,426,906,0,1163,0,1,1,0,3,1,6,0,0,4,1,1,220,142,98,7,2006,0,126175
324,80,0,96,0,2,11,7,7,3,2,5,4,0,1,3,4,2,8,710,0,1898,1080,0,2,1,5,0,11,1,2,2,2,2,564,240,0,6,2010,0,242000
325,45,1,50,0,0,13,5,6,0,1,1,1,1,1,1,3,4,345,604,4,803,0,0,1,0,2,1,5,0,0,1,1,2,360,0,0,12,2007,0,87000
326,120,0,32,1,3,1,8,5,0,4,7,1,0,0,3,1,5,198,100,0,1719,0,2,1,1,1,0,6,2,2,4,2,2,473,122,30,5,2008,0,324000
327,20,0,80,0,0,11,6,5,1,2,5,4,1,1,1,4,3,540,818,2,1383,0,0,1,1,3,1,7,0,0,4,3,1,292,0,45,4,2006,0,145250
328,75,0,0,1,0,8,6,6,0,2,2,1,1,2,1,4,2,8,844,1,1445,689,0,2,0,5,0,10,0,0,1,1,2,441,0,60,7,2009,0,214500
329,70,1,60,0,2,13,5,5,0,2,2,1,1,0,1,2,2,8,596,2,596,596,0,1,0,3,1,6,0,0,1,1,1,189,0,0,7,2009,0,78000
330,90,0,0,1,0,11,5,4,0,3,3,4,1,1,1,4,5,199,1424,2,1728,0,0,2,0,6,1,10,0,0,1,1,1,352,155,0,11,2007,0,119000
331,20,0,70,0,0,11,5,6,0,2,5,1,1,1,1,4,3,200,210,3,1056,0,1,1,0,3,1,6,0,0,4,3,1,308,0,0,8,2007,0,139000
332,20,0,85,1,0,10,8,5,0,0,0,4,0,0,3,4,5,201,1603,0,1629,0,1,2,0,3,0,7,1,2,4,3,3,880,0,0,10,2009,0,284000
333,120,1,59,0,4,10,7,5,0,0,0,2,0,0,3,3,5,202,638,0,1358,0,1,2,0,2,0,6,1,2,4,3,2,484,192,30,7,2008,0,207000
334,60,0,59,1,0,17,6,5,0,0,0,1,1,0,3,1,5,615,115,1,943,695,1,2,1,3,1,7,2,1,4,2,2,472,100,38,7,2008,0,192000
335,190,0,0,1,2,16,5,6,0,7,4,1,1,1,1,1,1,617,103,0,1619,167,2,2,0,3,1,7,2,2,4,2,2,529,670,0,8,2008,0,228950
336,20,0,86,1,2,18,9,5,1,0,0,2,0,0,2,1,5,617,673,0,1922,0,1,2,0,3,0,8,1,2,4,2,3,676,178,51,7,2007,0,377426
337,20,0,70,0,0,0,7,5,0,0,0,4,0,0,3,3,5,205,726,0,1536,0,1,2,0,3,0,7,0,0,4,3,2,532,192,74,12,2008,0,214000
338,20,0,91,0,2,6,7,7,0,2,5,1,0,1,3,2,1,350,995,0,1621,0,1,2,0,3,0,8,0,0,4,3,2,440,108,45,5,2006,0,202500
339,20,0,66,1,0,11,6,7,1,2,5,4,1,1,1,4,3,207,630,2,1215,0,0,1,0,3,1,6,0,0,4,1,1,297,0,0,6,2009,0,155000
340,60,0,85,0,0,16,8,5,0,0,0,1,0,0,3,4,2,8,967,0,993,915,0,2,1,4,0,9,0,0,4,2,2,431,135,0,4,2010,0,202900
341,20,4,60,0,0,12,4,4,0,2,9,1,3,1,1,4,2,8,721,1,841,0,0,1,0,2,1,4,0,0,3,1,1,294,250,0,9,2009,0,82000
342,90,0,0,0,0,11,3,4,0,9,8,4,1,4,3,4,5,8,0,3,1040,0,0,2,0,2,1,6,0,0,1,1,2,400,0,0,5,2006,0,87500
343,120,0,63,1,0,10,9,5,1,1,1,4,2,0,2,4,5,435,1656,0,1684,0,0,2,0,2,2,6,1,4,4,3,2,564,495,72,7,2008,0,266000
344,160,1,36,0,0,14,5,3,0,6,6,1,1,1,3,4,3,208,175,2,536,576,0,1,1,3,1,4,0,0,4,1,1,336,182,0,4,2010,0,85000
345,50,0,65,0,0,8,6,5,0,1,1,1,1,2,1,4,2,8,972,1,972,605,0,1,0,3,3,6,1,2,1,1,1,312,0,0,10,2006,0,140200
346,20,0,0,1,3,11,6,8,1,1,1,1,1,1,1,2,4,209,460,2,958,0,0,1,0,2,1,5,0,0,4,3,1,301,0,0,4,2007,0,151500
347,20,0,0,1,0,11,6,5,0,2,5,4,1,1,1,4,4,210,208,0,1478,0,1,2,0,3,1,6,2,2,4,1,2,498,0,40,12,2009,0,157500
348,160,0,36,0,0,10,7,5,0,0,2,2,0,0,3,4,5,211,191,0,764,862,1,2,1,2,0,6,0,0,2,3,2,474,0,27,10,2008,0,154000
349,60,0,56,2,0,10,9,5,1,6,6,4,2,0,2,4,5,544,438,0,1848,880,1,2,1,4,2,10,2,4,4,2,3,706,0,0,4,2006,2,437154
350,120,0,68,1,0,10,9,5,1,1,1,4,2,0,2,4,2,8,1869,0,1869,0,0,2,0,2,2,6,1,2,4,3,2,617,210,54,12,2007,2,318061
351,120,0,0,1,0,19,7,5,0,2,5,1,1,0,3,1,5,213,371,1,1453,0,1,1,1,2,0,6,1,1,4,3,2,445,0,80,12,2006,1,190000
352,50,0,60,0,0,15,5,6,0,0,0,1,1,1,1,2,6,214,0,2,616,495,0,1,0,3,1,5,0,0,1,1,1,200,48,0,3,2008,0,95000
353,30,1,60,0,0,7,6,8,0,0,0,1,1,2,1,4,2,8,624,1,720,0,0,1,0,2,1,5,0,0,1,1,2,484,106,0,5,2010,0,105900
354,50,0,60,0,0,23,6,5,0,2,1,1,1,1,1,4,6,215,552,0,1192,403,0,1,0,2,1,6,2,2,4,1,1,240,0,0,6,2006,0,140000
355,20,0,105,2,0,0,6,5,0,0,0,1,0,0,3,4,1,216,322,0,1200,0,1,2,0,3,0,6,0,0,4,3,2,521,0,26,8,2007,0,177500
356,20,0,0,1,0,17,6,6,0,3,3,4,1,0,3,4,5,123,598,1,1167,0,1,2,0,3,0,6,0,0,4,3,2,400,120,26,7,2009,0,173000
357,120,1,44,0,0,14,5,5,0,6,6,1,1,0,3,4,1,217,268,2,1142,0,1,1,1,3,1,6,1,5,4,2,2,528,536,90,8,2007,0,134000
358,80,0,92,1,0,19,5,4,1,2,11,4,1,1,1,3,4,79,468,0,1352,0,0,1,0,3,0,6,0,0,2,1,1,288,168,0,7,2006,1,130000
359,60,0,78,1,3,3,8,5,0,0,0,4,0,0,3,3,5,232,130,0,1086,838,1,2,1,3,0,7,1,1,4,3,2,592,208,75,6,2006,0,280000
360,85,0,0,1,3,4,6,6,0,0,0,1,1,1,3,3,5,536,115,0,912,0,1,1,0,2,1,5,1,1,4,3,2,470,0,0,6,2007,0,156000
361,50,0,0,0,0,8,5,5,0,1,1,1,1,1,1,4,3,521,484,1,988,517,1,1,0,3,1,8,0,0,1,1,1,240,0,0,7,2008,0,145000
362,85,0,64,0,2,15,7,5,0,3,3,4,0,4,3,4,5,8,0,0,495,1427,0,3,0,4,0,7,1,4,2,3,2,672,0,0,7,2009,0,198500
363,160,1,21,0,0,22,6,8,0,3,3,4,1,1,1,4,1,221,321,1,483,504,0,1,1,2,0,5,0,0,1,1,1,264,250,0,5,2009,0,118000
364,60,0,0,1,1,6,6,5,0,3,3,4,1,0,3,2,5,222,84,2,790,784,1,2,1,3,1,6,1,1,4,2,2,566,306,111,7,2006,0,190000
365,70,1,59,0,0,13,5,7,1,0,0,1,1,1,1,4,3,31,216,1,672,672,0,1,0,3,1,6,0,0,1,1,1,468,0,128,7,2009,0,147000
366,20,0,0,1,0,11,6,5,0,7,4,4,1,1,3,4,4,467,785,1,1394,0,1,1,1,3,1,6,2,2,4,3,2,514,0,76,7,2009,0,159000
367,80,0,101,1,2,11,6,5,0,7,4,4,1,1,3,1,5,224,728,1,1431,0,0,1,0,3,1,6,1,2,5,3,1,296,64,110,12,2008,0,165000
368,20,0,78,0,0,11,5,6,0,3,3,4,1,0,1,4,6,225,728,1,1268,0,0,1,0,2,1,7,1,2,4,2,1,244,0,98,3,2010,0,132000
369,20,0,0,1,2,11,5,7,0,2,5,1,1,1,1,4,1,226,733,0,1287,0,1,1,0,3,0,7,1,2,1,2,2,576,364,17,3,2010,0,162000
370,60,0,0,1,0,17,6,5,0,0,0,1,1,0,3,4,2,8,953,0,953,711,0,2,1,3,1,7,1,1,4,3,2,460,100,40,1,2006,0,172400
371,50,0,80,0,0,19,4,4,0,5,4,1,1,1,3,4,5,8,0,2,1120,468,0,2,0,4,1,7,1,2,1,2,2,680,0,59,7,2008,0,134432
372,120,0,50,0,0,12,6,5,0,7,4,1,1,1,3,4,1,227,0,2,752,0,1,1,0,2,1,4,0,0,4,1,1,264,353,0,2,2010,0,125000
373,20,0,79,0,0,11,5,6,0,1,1,1,1,0,1,4,4,228,0,2,1319,0,1,1,0,3,1,5,0,0,4,1,1,270,66,0,11,2009,0,123000
374,60,0,65,0,0,0,7,5,0,0,0,1,0,0,3,4,2,8,847,0,847,1081,0,2,1,4,0,8,1,2,2,2,2,434,100,48,7,2007,0,219500
375,30,0,0,1,0,15,1,1,0,2,5,1,3,2,4,1,4,229,333,1,904,0,1,0,1,1,3,4,0,0,4,3,0,0,0,0,3,2009,0,61000
376,85,0,57,1,3,0,5,5,0,0,0,1,0,0,3,3,5,230,572,0,914,0,0,1,0,2,1,5,0,0,1,1,2,576,0,0,7,2006,0,148000
377,60,3,102,1,2,5,8,5,0,6,6,1,0,0,3,4,2,8,1580,0,1580,886,0,3,0,4,0,8,1,2,4,3,2,610,159,214,12,2007,0,340000
378,20,0,88,0,2,18,9,2,1,0,0,2,0,0,2,3,5,332,411,0,1856,0,1,1,1,1,2,8,1,4,4,2,3,834,113,0,6,2010,2,394432
379,60,0,60,1,0,17,6,5,0,0,0,4,1,0,3,4,2,8,982,0,1007,793,0,2,1,3,1,7,1,1,4,2,2,463,100,63,6,2009,0,179000
380,50,0,50,0,0,23,5,6,0,4,5,1,1,2,1,4,6,232,808,2,1026,665,0,2,0,3,0,6,1,2,1,1,1,308,0,0,5,2010,0,127000
381,20,3,60,0,0,5,7,5,0,0,0,1,0,0,3,4,2,8,1293,0,1301,0,1,2,0,2,0,5,1,2,4,3,2,572,216,121,8,2006,2,187750
382,60,0,79,1,0,0,7,5,0,0,0,1,0,0,3,3,2,8,939,0,939,858,0,2,1,3,0,8,0,0,4,3,2,639,144,53,4,2007,0,213500
383,45,4,60,0,2,12,6,3,0,2,5,1,1,2,4,4,2,8,784,2,784,0,0,1,0,2,1,5,0,0,1,1,2,360,0,0,10,2009,0,76000
384,60,0,0,2,2,19,6,5,0,3,3,1,0,0,3,3,5,233,595,0,1079,874,1,2,1,3,0,9,2,3,4,2,2,501,216,231,6,2007,0,240000
385,120,0,43,0,0,21,8,5,0,0,0,4,0,0,3,4,5,55,1232,0,1269,0,0,2,0,2,0,6,1,1,4,2,2,430,146,20,4,2010,0,192000
386,50,0,58,0,1,15,5,3,2,2,0,1,1,0,1,4,2,8,658,2,658,526,0,1,0,5,1,8,0,0,4,3,0,0,0,151,5,2006,3,81000
387,80,0,72,0,0,15,6,6,1,1,1,4,1,1,1,3,1,234,410,0,1125,0,1,1,0,3,1,6,1,3,1,1,1,352,296,0,10,2009,1,125000
388,20,0,93,1,3,0,7,5,0,0,0,4,0,0,3,4,2,8,1468,0,1479,0,0,2,0,3,0,6,0,0,4,3,2,577,120,25,7,2008,0,191000
389,60,0,96,0,0,10,10,5,0,0,0,2,2,0,2,3,5,235,402,0,1742,590,1,2,1,3,2,9,1,4,2,2,3,846,196,134,8,2008,2,426000
390,50,0,50,0,0,15,5,8,0,1,1,1,1,2,1,4,3,236,229,0,961,406,1,1,0,4,1,7,0,0,1,1,1,384,0,130,4,2008,0,119000
391,60,0,71,1,3,4,6,5,0,0,0,1,1,0,2,4,1,237,114,0,804,1157,1,2,1,3,0,7,1,1,2,2,2,560,125,192,6,2009,0,215000
392,20,0,0,1,0,11,5,7,0,1,1,1,1,4,3,4,5,8,0,2,882,0,0,1,0,3,1,5,0,0,4,3,1,294,0,0,7,2007,0,106500
393,30,0,0,0,2,8,4,5,0,5,2,1,1,1,1,4,3,238,522,2,788,0,0,1,0,2,1,4,2,1,4,3,0,0,0,0,4,2006,1,100000
394,50,0,60,0,0,7,5,6,0,1,1,1,1,1,1,4,2,8,735,1,735,299,0,1,0,2,1,5,0,0,1,1,1,240,0,39,7,2007,0,109000
395,20,0,68,0,0,15,5,6,0,2,5,1,1,1,1,3,4,43,405,2,1144,0,1,1,0,3,1,6,0,0,4,1,1,596,44,0,6,2010,0,129000
396,20,0,60,0,0,0,5,5,1,1,1,1,1,1,1,3,3,384,117,2,894,0,0,1,0,2,1,6,0,0,1,3,2,600,215,0,9,2009,0,123000
397,60,0,69,0,0,11,5,5,0,0,0,4,1,1,1,4,1,225,324,2,876,936,0,2,0,4,1,8,1,1,4,3,1,264,0,168,7,2007,0,169500
398,30,1,60,0,2,13,5,2,0,1,1,1,1,2,4,4,2,8,961,1,1077,0,0,1,0,2,1,6,0,0,1,1,1,338,0,0,11,2007,1,67000
399,60,3,65,0,0,5,7,5,0,6,6,2,0,0,3,4,5,515,280,0,1112,438,1,2,0,2,0,7,0,0,4,2,2,438,0,168,10,2009,0,241000
400,120,0,38,2,0,1,8,5,0,4,7,1,0,0,3,4,5,241,474,0,1288,0,1,1,1,1,2,4,2,2,4,2,2,500,120,30,12,2008,0,245500
401,20,0,65,1,0,0,7,5,0,0,0,1,0,0,3,3,5,55,1286,0,1310,0,0,2,0,3,0,6,1,2,4,2,2,400,0,0,7,2006,2,164990
402,30,0,60,0,0,9,5,8,0,2,5,1,1,0,1,4,2,8,672,0,672,0,0,1,0,2,1,4,0,0,1,1,1,240,168,0,8,2008,0,108000
403,60,0,93,0,2,3,8,5,1,0,0,4,0,0,3,4,2,8,1141,1,1165,1098,0,2,1,4,0,10,1,1,2,2,2,420,144,123,7,2006,1,258000
404,60,0,0,1,0,17,6,5,0,1,1,1,1,0,3,4,2,8,806,1,806,766,0,2,1,3,1,7,1,1,2,2,2,373,0,40,5,2007,0,168000
405,20,0,0,1,2,9,4,4,0,7,4,1,1,1,1,4,4,242,165,0,1620,0,1,2,0,3,1,8,1,1,4,1,2,490,120,78,6,2009,0,150000
406,50,0,51,0,0,23,6,5,0,1,1,1,1,2,1,4,2,8,1064,0,1166,0,0,1,0,3,1,6,0,0,1,1,1,240,0,0,3,2008,0,115000
407,70,0,63,0,0,2,6,7,0,2,4,1,1,2,3,4,2,8,840,0,840,840,0,2,0,4,1,8,0,0,4,1,1,308,0,0,3,2008,0,177000
408,60,0,109,0,2,10,7,5,0,0,0,4,0,0,2,4,2,8,1063,0,1071,1101,0,2,1,3,0,9,1,2,4,3,3,947,192,62,8,2007,2,280000
409,60,3,85,0,0,5,8,5,0,0,0,2,0,0,2,4,5,243,245,0,1050,1028,1,2,1,3,2,8,1,2,4,2,3,836,0,102,4,2008,2,339750
410,20,0,68,0,0,15,5,3,0,10,10,1,1,1,1,4,2,8,1276,2,1276,0,0,1,0,3,1,5,0,0,4,1,1,350,0,0,6,2009,1,60000
411,190,0,100,0,0,17,5,5,1,2,5,1,1,1,1,2,3,244,0,2,1056,0,1,1,0,3,1,5,0,0,4,2,2,572,264,0,1,2006,0,145000
412,20,3,0,2,0,5,7,5,0,1,1,2,2,0,2,3,5,14,892,0,1478,0,1,2,1,2,0,7,1,2,4,2,2,484,0,144,6,2010,2,222000
413,30,1,56,0,0,7,5,6,0,5,2,1,1,1,1,4,2,8,1008,1,1028,0,0,1,0,2,1,5,1,2,1,1,2,360,0,0,3,2010,0,115000
414,60,0,59,2,3,12,7,5,0,0,0,1,0,0,3,4,4,245,499,0,1080,1017,0,2,1,3,0,9,1,1,4,1,3,678,196,187,12,2008,0,228000
415,20,0,73,1,0,17,7,5,0,0,0,1,0,0,3,3,5,55,1316,0,1340,0,0,2,0,3,0,6,0,0,4,2,2,396,100,30,8,2007,2,181134
416,60,0,74,0,0,9,6,7,1,3,3,4,1,1,1,4,1,95,463,2,672,728,0,1,1,3,1,6,1,1,4,2,2,440,0,0,3,2006,0,149500
417,70,0,86,1,0,2,6,6,1,2,8,1,1,2,3,4,4,246,242,2,1370,1254,1,2,1,4,1,10,1,2,1,1,3,864,0,0,11,2007,0,239000
418,50,0,60,0,0,15,5,6,0,1,1,1,1,2,1,4,1,132,444,3,756,378,1,1,1,3,1,7,0,0,1,1,1,240,0,0,4,2007,3,126000
419,20,0,65,0,0,11,5,6,0,0,0,1,1,1,1,4,4,261,281,0,1056,0,1,1,0,3,1,6,1,3,4,1,1,304,0,85,7,2010,0,142000
420,90,1,78,0,0,4,7,5,0,0,0,4,1,0,3,1,5,589,35,0,1344,0,2,2,0,2,1,8,0,0,4,2,4,784,0,0,11,2008,4,206300
421,20,0,0,1,1,6,6,7,0,6,6,2,0,1,3,4,1,432,356,1,1602,0,0,2,0,3,0,8,1,1,4,2,2,529,240,0,6,2009,0,215000
422,20,0,100,0,0,4,5,5,1,3,3,1,1,1,1,4,2,8,988,0,988,0,0,1,0,2,1,4,0,0,4,3,2,520,0,0,2,2008,0,113000
423,60,0,80,0,0,3,8,5,0,0,0,4,0,0,3,4,5,250,484,1,1470,1160,1,2,1,4,0,8,1,1,4,2,3,696,0,66,6,2008,0,315000
424,20,0,72,0,0,11,6,5,0,2,5,4,1,1,3,4,6,420,580,1,1196,0,1,1,0,2,1,6,1,2,4,3,1,297,0,44,5,2008,0,139000
425,60,1,60,0,0,7,7,8,0,3,3,1,1,1,1,4,2,8,651,1,707,682,0,1,1,3,1,6,2,2,1,1,1,240,0,0,9,2009,0,135000
426,80,0,0,0,0,12,7,5,0,2,5,4,0,0,3,1,5,403,0,1,1644,0,1,2,0,2,0,5,1,1,4,2,2,569,80,0,8,2009,0,275000
427,20,0,77,1,0,11,4,6,1,1,1,1,1,1,1,4,3,112,619,0,907,0,0,1,0,3,1,5,0,0,1,1,1,352,0,0,7,2008,0,109008
428,20,0,64,0,0,0,7,5,0,0,0,4,0,0,3,4,5,253,544,0,1208,0,1,2,0,2,0,6,0,0,4,3,2,628,105,54,9,2007,2,195400
429,20,0,130,1,2,16,6,5,0,3,3,1,1,1,3,2,5,87,387,2,1412,0,1,2,0,3,0,6,1,1,4,1,2,576,0,0,3,2009,0,175000
430,160,1,21,0,0,22,6,5,0,3,3,4,1,1,1,4,1,254,96,2,483,504,0,1,1,2,1,4,0,0,1,1,1,264,0,0,7,2008,1,85400
431,50,1,60,1,0,7,6,7,0,1,1,1,1,2,1,4,2,8,901,1,1088,110,0,1,0,4,1,7,0,0,4,3,0,0,0,98,9,2008,1,79900
432,160,1,24,0,0,22,5,5,0,3,3,4,1,1,1,4,1,255,294,0,765,600,1,1,1,2,1,6,0,0,1,1,2,440,240,36,8,2007,0,122500
433,60,0,100,1,2,17,6,5,0,0,0,1,1,0,3,4,2,8,926,0,926,678,0,2,1,3,1,7,1,1,4,2,2,470,0,36,7,2008,0,181000
434,180,1,21,0,0,14,4,7,0,6,6,1,1,1,3,3,1,289,135,1,630,0,1,1,0,1,1,3,0,0,4,3,0,0,88,0,6,2008,0,81000
435,60,0,43,2,3,0,7,6,0,0,0,1,0,0,3,3,5,256,70,0,827,834,1,2,1,3,0,6,1,1,4,3,2,550,158,61,4,2009,0,212000
436,50,1,40,0,0,7,6,8,0,9,8,1,1,2,4,4,2,8,648,2,734,384,0,1,0,2,1,6,0,0,1,1,2,440,0,0,10,2006,0,116000
437,45,1,50,0,0,8,6,7,0,2,5,1,0,0,1,4,2,8,884,1,904,0,0,1,0,2,1,4,0,0,1,1,1,180,0,0,1,2009,0,119000
438,30,0,40,0,0,2,5,6,0,5,8,1,1,0,1,4,6,472,75,2,694,0,0,1,0,2,0,4,1,2,1,1,1,352,0,0,3,2007,0,90350
439,50,0,67,0,2,15,6,8,0,2,5,1,1,2,1,2,2,8,684,1,684,512,0,1,0,3,0,7,0,0,1,1,2,528,0,46,8,2009,0,110000
440,20,0,105,0,0,10,10,5,1,0,0,2,2,0,2,1,5,258,788,0,2402,0,1,2,0,2,2,10,2,2,4,2,3,672,0,72,4,2009,0,555000
441,90,0,92,0,0,15,4,4,0,0,0,4,1,1,1,4,1,606,1307,2,1440,0,0,2,0,4,3,8,0,0,4,3,0,0,0,0,9,2008,0,118000
442,50,1,52,0,0,8,5,7,0,1,1,1,1,0,1,4,2,8,1078,2,1128,445,0,2,0,3,1,8,1,2,1,1,2,360,0,0,6,2008,0,162900
443,120,0,53,0,0,21,7,5,0,5,2,4,0,0,2,3,2,8,1258,0,1258,0,0,2,0,2,0,6,1,2,4,2,3,648,144,16,6,2007,2,172500
444,60,0,70,0,0,0,7,5,0,0,0,1,0,0,3,4,5,260,273,0,933,975,1,2,1,4,0,8,1,1,4,1,2,493,144,133,7,2008,0,210000
445,20,0,73,0,2,15,6,5,1,2,5,1,1,1,1,4,2,8,1436,3,1689,0,0,1,0,3,1,7,1,2,4,1,2,480,0,0,11,2009,0,127500
446,20,0,137,1,2,11,6,6,0,4,4,1,0,1,1,4,1,261,557,0,1888,0,0,2,1,2,0,6,1,2,4,2,2,578,0,0,6,2010,0,190000
447,60,0,0,1,2,17,7,5,0,0,0,1,0,0,3,4,2,8,930,1,956,930,0,2,1,4,0,10,1,1,4,2,2,431,89,0,7,2006,0,199900
448,50,1,50,0,0,13,6,6,0,1,1,1,1,2,1,4,2,8,780,2,780,596,0,2,0,3,1,7,1,2,1,1,1,198,0,0,6,2006,0,119500
449,50,1,50,0,0,7,3,7,0,1,1,1,1,1,1,4,1,262,318,0,679,504,0,1,1,2,1,6,0,0,1,1,1,308,0,176,6,2007,0,120000
450,30,1,70,0,0,7,6,8,1,2,5,1,1,2,1,4,2,8,813,0,813,0,0,1,0,2,0,5,0,0,1,1,1,270,0,113,6,2006,0,110000
451,20,0,62,1,0,19,7,5,0,7,4,1,1,1,3,1,1,4,878,2,1533,0,1,2,0,2,0,5,2,1,4,1,2,576,200,54,12,2006,0,280000
452,60,0,0,1,2,16,6,5,1,0,0,4,0,0,2,4,1,263,130,0,888,868,1,2,1,3,1,7,0,0,4,2,2,422,144,122,7,2007,0,204000
453,60,3,75,0,0,5,8,5,0,0,0,1,0,0,3,4,2,8,768,0,786,804,0,2,1,3,0,6,0,0,4,3,2,676,0,30,6,2009,0,210000
454,90,0,63,0,0,4,5,5,0,7,4,1,1,1,1,4,1,622,122,2,1728,0,2,2,0,4,1,8,0,0,1,1,2,560,0,0,7,2006,5,188000
455,20,0,80,0,0,6,7,6,1,3,3,4,1,1,1,4,1,265,326,3,1242,0,0,1,1,3,1,6,1,1,4,1,2,528,0,0,9,2007,0,175500
456,70,1,34,0,0,7,5,5,0,8,9,1,1,2,1,4,2,8,624,3,624,720,0,1,0,4,1,7,0,0,1,1,3,513,0,0,5,2008,1,98000
457,20,0,0,1,3,19,4,6,4,7,4,1,1,1,3,1,4,242,248,0,1663,0,1,1,0,2,0,6,2,2,4,2,2,529,224,137,3,2008,0,256000
458,70,1,0,0,0,7,8,7,1,9,2,1,1,0,1,4,2,8,588,3,833,833,0,1,0,3,0,7,1,2,1,1,1,228,192,63,6,2008,0,161000
459,50,0,0,1,2,8,5,4,0,1,1,3,1,1,1,4,6,266,524,2,979,224,1,1,0,3,0,5,1,1,1,1,1,352,0,0,7,2009,0,110000
460,60,3,75,1,0,5,8,5,0,0,0,2,0,0,3,4,5,267,288,0,832,1103,1,2,1,3,1,8,0,0,2,2,2,552,0,150,12,2009,2,263435
461,70,0,60,0,0,23,7,9,0,2,5,1,0,0,3,4,1,229,0,0,575,560,1,1,0,3,0,6,0,0,1,3,2,576,256,0,4,2009,0,155000
462,20,0,60,1,0,9,5,5,0,1,1,1,1,1,1,4,3,268,0,1,864,0,0,1,0,3,1,5,1,5,1,1,1,360,0,0,12,2009,0,62383
463,70,0,74,1,0,2,6,7,1,9,8,1,1,1,1,4,6,269,389,3,849,811,0,1,1,3,1,6,1,2,1,1,1,240,0,0,8,2008,0,188700
464,20,0,60,0,0,0,5,5,0,3,3,4,1,1,3,4,3,420,424,2,1040,0,0,2,0,3,1,5,0,0,4,3,0,0,0,0,8,2009,0,124000
465,120,1,0,0,0,21,7,5,1,0,0,4,0,0,3,4,2,8,1375,0,1414,0,0,2,0,2,0,6,1,1,4,2,2,398,144,20,5,2006,0,178740
466,20,0,85,0,0,11,7,5,4,7,4,1,1,1,1,1,5,270,499,2,1277,0,1,1,0,2,1,5,1,5,4,1,2,526,0,0,4,2007,0,167000
467,70,0,79,0,0,11,5,7,0,1,1,2,1,1,1,4,6,271,342,0,888,756,0,1,1,3,0,7,2,2,4,1,1,312,168,0,6,2007,0,146500
468,20,0,98,1,0,10,8,5,0,0,0,2,0,0,3,4,2,8,1626,0,1634,0,0,2,0,3,0,7,1,2,4,3,3,866,0,44,5,2007,0,250000
469,60,0,76,1,2,12,6,5,0,3,3,4,0,0,3,4,5,272,406,0,832,878,0,2,1,3,0,7,0,0,4,3,2,506,144,70,6,2008,0,187000
470,120,0,0,1,2,18,8,5,0,3,3,1,0,0,3,3,5,502,0,2,1502,0,1,1,1,1,0,4,0,0,4,3,2,528,0,54,6,2010,0,212000
471,60,0,92,0,0,6,7,6,3,5,4,1,1,1,3,4,2,8,808,2,1161,808,0,2,1,3,1,8,1,2,4,3,2,534,0,0,11,2007,0,190000
472,180,1,35,0,0,15,6,5,0,0,0,4,1,0,3,1,5,274,88,0,1072,0,1,1,0,2,1,5,0,0,5,3,2,525,0,28,6,2008,0,148000
473,20,0,110,1,0,10,8,5,0,0,0,4,0,0,2,1,5,549,626,0,1976,0,1,2,0,2,0,7,1,4,4,3,3,908,250,63,7,2007,2,440000
474,120,0,41,0,0,18,8,5,0,6,6,1,0,0,3,3,5,276,298,0,1652,0,1,2,0,2,2,6,0,0,4,3,2,499,96,48,8,2007,0,251000
475,20,0,80,0,2,9,5,6,1,3,3,1,1,1,1,4,5,277,340,2,970,0,1,1,0,2,1,5,0,0,1,1,2,624,0,24,7,2007,0,132500
476,20,0,75,0,0,0,6,5,0,0,0,4,1,0,3,1,5,278,484,0,1493,0,1,2,0,3,0,7,1,1,4,2,2,508,140,39,4,2008,0,208900
477,60,0,105,0,0,10,9,5,1,0,0,4,2,0,3,3,2,8,2153,0,2069,574,0,2,1,3,2,9,1,2,2,2,3,694,414,84,3,2007,0,380000
478,20,0,79,0,0,0,8,5,1,0,0,2,0,0,2,1,5,108,417,0,1718,0,1,2,0,3,0,7,1,2,4,3,3,826,208,44,9,2009,0,297000
479,30,1,50,0,0,7,4,7,1,9,8,3,1,2,4,4,3,279,739,2,1131,0,0,1,0,2,1,7,0,0,1,1,2,672,0,72,3,2007,4,89471
