,MSSubClass,MSZoning,LotFrontage,LotShape,LandContour,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,Fence,MoSold,YrSold,SaleType,SaleCondition,SalePrice
761,30,1,60,0,0,1,8,1,0,1,5,5,1924,1950,0,2,5,1,0,1,0,0,1,2,2,6,86,2,0,740,1145,2,5,1301,0,1301,0,0,1,0,2,3,5,0,0,1,1,2,440,0,0,0,0,0,0,10,2009,0,0,100000
762,60,3,72,0,0,0,5,0,0,0,7,5,2009,2009,0,0,0,1,0,1,0,0,3,2,2,5,55,2,0,732,756,0,5,764,783,1547,0,0,2,1,3,0,7,0,0,4,1,2,614,0,169,45,0,0,0,6,2010,7,0,215200
763,60,0,82,0,0,0,3,0,0,0,8,5,1999,1999,0,0,0,4,673,0,0,0,3,2,2,5,581,2,0,89,1252,0,5,1268,1097,2365,1,0,2,1,3,0,8,1,2,4,3,3,856,0,0,128,0,180,0,7,2009,0,0,337000
764,120,0,30,1,0,3,1,0,3,1,8,5,1995,1996,1,4,7,1,0,0,1,0,3,1,3,6,413,6,1057,0,1494,0,5,1494,0,1494,1,0,1,1,2,2,6,1,2,4,2,2,481,0,0,30,0,216,0,4,2006,0,0,270000
765,20,0,75,1,0,0,5,0,0,1,9,5,2008,2008,0,0,0,2,284,0,0,0,3,2,4,2,8,2,0,1498,1498,0,5,1506,0,1506,0,0,2,0,2,2,6,1,2,4,2,2,592,0,0,174,0,0,0,8,2008,1,2,264132
766,60,0,80,0,0,0,6,0,0,0,7,5,1988,1988,0,3,3,4,42,1,0,1,3,2,4,5,414,2,0,586,980,2,5,980,734,1714,0,0,2,1,3,1,7,1,1,4,1,2,496,0,228,66,156,0,1,3,2010,0,0,196500
767,50,0,75,1,0,0,4,0,0,2,6,7,1940,1985,0,0,0,1,0,1,0,1,3,2,2,1,103,2,0,323,983,0,5,983,767,1750,1,0,2,0,4,1,7,0,0,4,1,1,423,0,245,0,156,0,0,7,2008,0,0,160000
768,20,0,70,0,0,0,0,0,0,1,7,5,2004,2005,1,0,0,1,0,0,0,0,3,2,4,5,55,2,0,1836,1860,0,5,1836,0,1836,0,0,2,0,3,0,8,1,2,4,2,2,484,0,120,33,0,0,0,10,2006,0,0,216837
769,60,0,47,2,3,3,18,0,0,0,8,5,2003,2003,1,6,2,4,603,2,0,0,3,2,1,1,552,2,0,234,1650,0,5,1690,1589,3279,1,0,3,1,4,2,12,1,2,2,2,3,841,0,503,36,0,210,0,6,2010,0,0,538000
770,85,0,0,1,0,3,9,0,0,4,5,5,1982,1982,1,2,5,1,0,1,0,1,3,2,3,5,342,2,0,173,858,2,5,858,0,858,1,0,1,0,2,1,5,0,0,1,1,2,576,0,120,0,0,0,0,4,2009,0,0,134900
771,20,0,67,0,0,0,15,0,0,1,4,5,1951,1951,0,2,5,1,0,1,0,1,4,3,4,6,459,2,0,0,836,2,1,1220,0,1220,0,0,1,0,2,1,6,0,0,1,1,2,396,0,0,0,0,0,0,4,2006,2,0,102000
772,80,0,94,0,0,0,15,0,0,5,6,5,1976,1976,0,7,4,1,0,1,0,1,1,2,3,1,416,1,127,480,1029,2,5,1117,0,1117,1,0,1,0,3,1,6,1,1,1,1,2,672,0,144,0,0,0,1,3,2010,0,1,107000
773,20,0,70,0,0,0,11,1,0,1,5,5,1958,1958,0,2,5,1,1,1,0,1,1,2,4,3,31,2,0,456,912,0,2,912,0,912,0,0,1,0,2,1,5,0,0,4,3,1,275,0,0,0,0,0,0,7,2007,2,0,114500
774,20,0,110,0,0,2,10,0,0,1,8,5,2006,2006,1,0,0,4,375,0,0,0,3,2,3,2,8,2,0,1935,1935,1,5,1973,0,1973,0,0,2,0,3,0,9,1,2,4,2,3,895,0,315,45,0,0,0,7,2007,1,2,395000
775,120,1,32,0,0,1,4,0,3,1,6,5,1998,1998,1,0,0,4,320,1,0,0,2,2,4,5,321,2,0,338,1204,0,5,1204,0,1204,1,0,2,0,2,1,5,0,0,4,2,2,412,0,0,247,0,0,0,6,2009,0,0,162000
776,20,0,86,1,0,0,0,0,0,1,7,5,2005,2006,0,0,0,4,240,0,0,0,3,2,3,5,386,2,0,1594,1614,0,5,1614,0,1614,0,0,2,0,3,0,7,0,0,4,3,3,865,0,144,59,0,0,0,7,2006,1,2,221500
777,20,0,100,1,0,0,9,0,0,1,5,5,1974,1974,1,3,4,1,0,1,0,1,1,2,4,1,486,2,0,102,864,2,5,894,0,894,1,0,1,0,3,1,5,1,3,4,1,2,440,0,241,0,0,0,1,6,2006,0,0,142500
778,90,4,60,0,0,0,12,1,2,1,5,5,1977,1977,0,7,4,4,320,1,0,4,3,2,4,5,8,2,0,0,0,2,5,2020,0,2020,0,0,2,0,4,1,10,2,1,1,1,2,630,0,0,0,0,0,0,10,2007,0,0,144000
779,90,0,78,0,0,0,4,0,2,4,6,5,1977,1977,0,7,11,4,90,1,0,1,3,2,1,5,418,2,0,0,975,2,5,1004,0,1004,1,0,1,0,2,1,4,0,0,4,1,2,504,0,0,0,0,0,0,5,2006,0,0,135000
780,20,0,63,0,0,0,17,0,0,1,7,5,1995,1996,0,3,3,4,38,1,0,0,3,1,4,2,8,2,0,1237,1237,1,5,1253,0,1253,0,0,2,0,3,1,6,1,1,4,2,2,402,0,220,21,0,0,0,6,2007,0,0,176000
781,60,0,65,0,0,0,12,0,0,0,6,5,1992,1992,0,0,0,1,0,0,1,0,3,2,4,1,254,2,0,374,761,0,5,810,793,1603,0,0,2,1,3,0,7,0,0,4,3,2,484,0,0,124,0,0,0,7,2006,0,0,175900
782,20,0,67,2,0,0,0,0,0,1,7,5,2001,2002,0,0,0,1,0,0,0,0,3,2,4,2,8,2,0,1413,1413,0,5,1430,0,1430,0,0,2,0,3,0,6,0,0,4,3,2,605,0,0,33,0,0,0,6,2009,0,0,187100
783,85,0,0,1,0,2,4,0,0,4,5,6,1978,1978,0,7,4,4,104,1,1,0,3,2,3,5,419,2,0,0,1097,0,5,1110,0,1110,1,0,1,0,1,0,4,1,1,4,2,2,602,0,303,30,0,0,0,7,2009,0,0,165500
784,75,1,35,0,0,0,7,0,0,6,6,6,1914,2001,0,2,2,1,0,1,0,1,1,2,4,2,8,2,0,742,742,0,5,742,742,1484,0,0,2,0,3,1,9,1,2,4,3,0,0,0,0,291,134,0,0,6,2008,0,0,128000
785,20,0,0,0,0,0,6,1,0,1,6,5,1967,1967,0,4,5,1,0,1,0,1,1,2,4,3,420,5,630,491,1372,2,5,1342,0,1342,0,0,2,0,3,1,7,1,2,4,1,2,457,0,0,0,0,197,0,9,2009,0,0,161500
786,50,1,60,0,0,0,7,3,0,2,5,6,1915,1950,0,1,1,1,0,1,1,0,4,2,4,6,421,2,0,0,686,2,5,966,686,1652,1,0,2,0,4,1,7,0,0,1,1,1,416,0,0,0,196,0,0,6,2010,0,0,139000
787,60,0,76,1,0,0,12,0,0,0,7,5,2004,2004,0,0,0,1,0,0,0,0,3,2,4,5,422,2,0,300,956,0,5,956,1128,2084,1,0,2,1,4,0,8,0,0,2,3,2,618,0,0,45,0,0,0,1,2010,0,0,233000
788,20,1,50,0,0,2,7,0,0,1,4,7,1954,2000,0,1,1,1,0,1,0,1,1,2,4,2,8,2,0,901,901,0,5,901,0,901,0,0,1,0,2,1,4,0,0,1,1,1,281,0,0,0,0,0,0,8,2008,0,0,107900
789,60,0,0,1,2,0,19,0,0,0,6,8,1966,2007,0,3,3,4,157,1,0,1,1,3,1,6,530,2,0,264,832,1,5,976,1111,2087,0,0,2,1,5,0,9,0,0,4,2,2,444,0,133,168,0,0,0,7,2007,0,0,187500
790,120,0,43,0,0,0,21,0,3,1,7,5,2005,2006,0,0,0,4,11,0,0,0,3,2,4,5,297,2,0,1129,1145,0,5,1145,0,1145,0,0,2,0,2,0,5,1,2,4,2,2,397,0,100,16,0,0,0,9,2009,0,0,160200
791,80,0,0,1,0,2,4,0,0,5,6,5,1976,1976,0,3,3,1,0,1,0,0,3,2,3,1,424,2,0,490,1029,2,5,1062,0,1062,1,0,1,0,3,1,5,2,1,4,3,2,539,0,120,0,0,0,0,5,2007,0,0,146800
792,60,0,92,1,0,3,3,0,0,0,7,5,1996,1997,0,1,1,1,0,0,0,0,3,2,3,5,425,2,0,255,1117,0,5,1127,886,2013,1,0,2,1,3,1,8,1,1,4,1,2,455,0,180,130,0,0,0,6,2007,0,0,269790
793,20,0,76,0,0,0,5,0,0,1,8,5,2007,2007,0,6,6,2,140,0,0,0,3,2,3,2,8,2,0,1496,1496,0,5,1496,0,1496,0,0,2,0,3,0,7,0,0,4,2,2,474,0,168,130,0,0,0,6,2007,1,2,225000
794,60,0,0,1,0,2,17,0,0,0,7,5,1994,1996,0,1,1,1,0,0,0,0,3,2,4,2,8,2,0,712,712,0,5,1086,809,1895,0,0,2,1,3,0,7,1,1,4,2,2,409,0,143,46,0,0,0,10,2008,0,0,194500
795,60,0,70,0,0,0,12,0,0,0,6,6,1980,1981,0,3,3,4,130,1,0,1,3,2,4,2,8,2,0,650,650,2,5,888,676,1564,0,0,2,1,3,1,7,1,1,4,1,2,476,0,0,50,0,204,1,4,2010,0,0,171000
796,20,0,71,0,0,0,9,0,0,1,6,5,1977,1977,0,7,4,4,148,1,0,1,1,2,4,2,8,2,0,660,660,0,5,1285,0,1285,0,0,1,1,3,1,7,1,1,4,3,2,528,0,138,0,0,0,1,4,2007,0,0,143500
797,20,0,57,0,0,0,11,0,0,1,5,5,1953,1953,0,0,0,1,0,1,0,1,1,2,4,4,78,2,0,203,773,1,5,773,0,773,0,0,1,0,2,1,4,0,0,4,1,1,240,0,0,0,0,0,0,4,2008,0,1,110000
798,60,0,104,0,0,0,10,0,0,0,9,5,2008,2009,1,0,0,2,860,2,0,0,2,2,4,2,8,2,0,1926,1926,0,5,1966,1174,3140,0,0,3,1,4,2,11,2,2,2,2,3,820,0,144,78,0,0,0,7,2009,1,2,485000
799,50,0,60,0,0,2,23,1,0,2,5,7,1937,1950,0,2,5,4,252,1,0,2,3,2,4,1,65,2,0,162,731,0,5,981,787,1768,1,0,1,1,3,0,7,2,1,1,1,1,240,0,0,0,264,0,1,6,2007,0,0,175000
800,60,0,79,1,3,0,19,1,0,0,6,5,1997,1997,0,0,0,1,0,1,0,0,3,2,1,5,245,2,0,154,616,1,5,616,1072,1688,1,0,2,1,4,0,8,0,0,4,3,2,603,0,403,114,185,0,0,5,2008,0,0,200000
801,30,1,40,0,0,0,13,0,0,1,4,7,1916,1990,0,1,1,1,0,1,0,1,1,2,4,6,426,2,0,999,1196,0,2,1196,0,1196,1,0,1,0,2,1,5,0,0,1,1,2,440,0,0,0,0,0,0,7,2007,0,0,109900
802,60,0,63,0,0,0,0,0,0,0,7,5,2005,2005,0,5,2,1,0,0,0,0,3,2,3,5,60,2,0,80,728,0,5,728,728,1456,1,0,2,1,3,0,7,1,2,4,2,2,410,0,36,18,0,0,0,10,2008,0,0,189000
803,60,0,107,0,0,0,10,0,0,0,9,5,2008,2009,1,0,0,2,424,2,0,0,2,2,1,2,8,2,0,1734,1734,0,5,1734,1088,2822,0,0,3,1,4,2,12,1,2,2,3,3,1020,0,52,170,0,192,0,1,2009,1,2,582933
804,20,0,75,0,0,0,11,0,0,1,5,5,1954,1954,0,2,5,1,0,1,0,1,1,2,4,6,515,2,0,124,936,2,5,1128,0,1128,0,0,1,0,2,1,5,0,0,4,1,1,286,0,0,0,0,0,2,6,2006,0,5,118000
805,20,0,91,1,0,1,5,0,0,1,7,5,2008,2008,0,0,0,2,256,0,0,0,3,2,4,2,8,2,0,1417,1417,0,5,1428,0,1428,0,0,2,0,3,2,6,0,0,4,3,2,554,0,0,60,0,0,0,7,2008,1,2,227680
806,80,0,75,0,0,0,11,0,0,5,5,5,1967,1967,0,0,0,1,0,1,0,0,1,2,3,1,291,4,480,100,980,1,5,980,0,980,0,0,2,0,3,1,6,0,0,4,2,1,384,0,68,0,0,0,0,10,2006,0,0,135500
807,70,0,144,0,0,0,8,0,0,0,5,6,1923,2004,0,2,5,1,0,1,0,1,1,2,1,5,589,2,0,15,1324,0,5,1072,504,1576,2,0,1,1,3,0,6,1,1,4,3,2,528,0,0,312,0,0,0,5,2009,0,0,223500
808,80,0,85,0,0,0,11,0,0,5,5,5,1966,1966,0,0,0,4,1047,1,0,1,1,2,3,1,571,1,128,380,1024,2,5,1086,0,1086,1,0,1,0,3,1,6,1,2,4,3,2,484,0,0,0,0,0,2,6,2006,0,0,159950
809,75,1,90,0,0,2,7,0,0,6,5,5,1898,1965,1,8,9,1,0,1,0,0,1,2,4,2,8,2,0,849,849,2,2,1075,1063,2138,0,0,2,0,2,1,11,0,0,1,1,2,360,1,40,156,0,0,1,11,2009,0,0,106000
810,20,0,78,0,0,0,6,0,0,1,6,6,1974,1999,1,3,3,4,99,1,0,1,1,2,4,1,428,5,377,0,1040,3,5,1309,0,1309,1,0,1,1,3,0,5,1,3,4,3,2,484,0,265,0,0,0,3,1,2006,0,0,181000
811,120,1,0,0,0,0,0,0,3,1,6,5,2004,2004,0,0,0,4,169,0,0,0,3,2,1,5,365,2,0,186,848,0,5,848,0,848,1,0,1,0,1,0,4,1,2,4,2,2,420,0,140,0,0,0,0,6,2008,3,0,144500
812,20,2,66,0,1,0,13,0,0,1,5,5,1952,1952,1,2,5,1,0,3,0,1,1,2,3,2,8,2,0,540,540,2,2,1044,0,1044,0,0,1,0,2,3,4,0,0,5,1,2,504,1,0,0,0,0,0,6,2010,0,4,55993
813,20,0,75,0,0,0,11,0,0,1,6,6,1958,1958,0,1,1,4,243,1,0,1,1,2,4,3,429,2,0,834,1442,1,5,1442,0,1442,0,0,1,1,4,1,7,0,0,4,3,1,301,0,0,0,275,0,0,4,2007,2,0,157900
814,50,0,45,0,0,0,15,0,0,2,5,7,1918,1950,0,9,8,1,0,1,0,2,1,2,4,2,8,2,0,686,686,1,5,686,564,1250,0,1,1,1,3,3,7,0,0,1,1,1,280,2,207,0,96,0,0,7,2006,0,0,116000
815,20,0,48,2,0,3,0,0,0,1,7,5,1998,1998,0,0,0,4,442,1,0,0,3,2,4,2,8,2,0,1649,1649,0,5,1661,0,1661,0,0,2,0,3,0,6,0,0,4,3,2,598,0,0,34,0,0,0,5,2010,0,0,224900
816,20,0,0,1,0,2,11,0,0,1,5,6,1954,1954,0,4,7,1,0,1,0,1,1,2,4,4,329,2,0,522,1008,1,5,1008,0,1008,0,0,1,0,2,1,4,1,2,4,3,1,275,0,0,0,120,0,0,7,2006,0,0,137000
817,20,0,0,1,0,3,4,0,0,1,8,5,2002,2002,1,6,6,4,148,0,0,0,3,2,4,5,386,2,0,350,1568,0,5,1689,0,1689,1,0,2,0,3,0,7,2,2,4,3,3,857,0,150,59,0,0,0,7,2008,0,0,271000
818,80,0,80,0,0,0,19,0,0,5,6,7,1971,1971,0,3,3,4,80,1,0,1,1,2,3,5,297,2,0,506,1010,1,5,1052,0,1052,1,0,1,0,3,1,6,0,0,4,1,2,440,0,0,0,0,0,1,6,2010,0,0,155000
819,120,0,44,1,0,0,10,0,3,1,7,5,2009,2010,0,0,0,2,128,0,0,0,3,2,2,5,13,2,0,625,1358,0,5,1358,0,1358,1,0,2,0,2,0,6,1,2,4,3,2,484,0,192,35,0,0,0,6,2010,1,2,224000
820,60,0,72,1,0,3,0,0,0,0,7,5,2003,2003,0,0,0,1,0,0,0,0,3,2,4,2,8,2,0,798,798,0,5,798,842,1640,0,0,2,1,3,0,6,0,0,4,3,2,595,0,0,45,0,0,0,6,2008,0,0,183000
821,20,1,60,0,1,0,7,0,1,1,4,4,1953,1953,0,1,1,1,0,3,0,1,4,2,4,2,8,2,0,936,936,2,5,936,0,936,0,0,1,0,2,1,4,0,0,1,1,2,576,0,0,32,112,0,0,2,2009,0,0,93000
822,60,0,0,1,0,2,17,0,0,0,7,5,2003,2003,0,0,0,1,0,0,0,0,3,2,1,2,8,2,0,847,847,0,5,847,886,1733,0,0,2,1,3,0,7,1,2,2,2,2,433,0,100,48,0,0,0,10,2007,0,5,225000
823,50,0,60,0,0,0,23,0,0,2,6,7,1940,1950,0,0,0,1,0,1,0,2,1,2,4,2,8,2,0,778,778,2,5,944,545,1489,0,0,2,0,3,1,7,1,2,1,1,1,240,0,335,0,0,0,2,7,2009,0,0,139500
824,20,3,81,0,0,0,5,0,0,1,8,5,2006,2006,0,0,0,1,0,0,0,0,3,1,4,2,8,2,0,1489,1489,0,5,1489,0,1489,0,0,2,0,3,0,7,1,2,4,3,2,776,0,0,140,0,0,0,6,2006,1,2,232600
825,20,0,114,0,0,0,10,2,0,1,10,5,2007,2008,1,6,6,4,816,2,0,0,2,2,3,5,430,2,0,442,2078,0,5,2084,0,2084,1,0,2,0,2,2,7,1,2,4,2,3,1220,0,188,45,0,0,0,6,2008,1,2,385000
826,45,1,50,0,0,0,8,0,0,3,5,6,1924,1950,0,1,1,1,0,1,0,2,1,2,4,1,431,2,0,0,784,1,5,784,0,784,1,0,1,0,2,0,5,0,0,4,3,0,0,0,0,0,116,0,0,5,2008,0,0,109500
827,20,0,65,1,0,0,12,0,0,1,7,5,2001,2001,0,0,0,1,0,0,0,0,3,2,4,5,386,2,0,1434,1454,0,5,1434,0,1434,0,0,2,0,3,0,6,1,1,4,3,2,527,0,290,39,0,0,0,4,2009,0,0,189000
828,60,0,0,2,2,3,19,0,0,0,5,5,1967,1967,4,7,4,1,0,1,0,0,1,1,1,6,432,3,764,0,1013,2,5,1160,966,2126,0,1,2,1,3,1,7,0,0,4,2,2,538,0,486,0,0,225,0,6,2009,0,1,185000
829,160,3,24,0,0,0,5,0,4,0,7,5,2005,2005,0,1,1,1,0,0,0,0,3,2,4,2,8,2,0,600,600,0,5,520,623,1223,0,0,2,1,2,0,4,0,0,1,3,2,480,0,0,166,0,0,0,7,2006,0,0,147400
830,20,0,80,1,0,2,11,0,0,1,6,5,1957,1957,0,3,3,4,387,1,0,1,1,2,4,3,433,2,0,352,1392,2,2,1392,0,1392,1,0,1,1,3,1,6,2,2,4,3,2,458,0,0,0,0,192,0,6,2008,0,0,166000
831,160,3,30,0,0,0,5,0,3,0,7,5,2005,2005,0,1,1,1,0,1,0,0,3,2,4,2,8,2,0,600,600,0,5,520,600,1200,0,0,2,1,2,0,4,0,0,1,3,2,480,0,0,166,0,0,0,6,2006,0,0,151000
832,60,0,44,1,0,3,0,0,0,0,7,6,2003,2003,0,0,0,4,223,0,0,0,3,2,4,5,434,2,0,458,941,0,5,941,888,1829,1,0,2,1,3,0,7,1,1,4,3,2,613,0,192,39,0,0,0,1,2010,0,0,237000
833,20,0,100,0,0,0,11,0,0,1,6,6,1964,1964,0,3,4,4,180,1,0,1,1,2,4,3,435,1,345,975,1516,2,5,1516,0,1516,0,0,1,1,3,1,6,0,0,4,3,2,472,0,0,0,0,152,0,2,2009,0,0,167000
834,20,0,75,0,0,0,11,0,0,1,5,6,1961,1961,0,0,0,4,136,1,0,1,1,2,4,3,436,2,0,572,1144,1,5,1144,0,1144,1,0,1,0,3,1,6,0,0,4,1,2,456,0,0,0,0,0,2,9,2008,0,0,139950
835,20,0,60,0,0,0,9,0,0,1,4,7,1950,1995,0,0,3,1,0,1,0,1,3,2,4,4,335,2,0,625,1067,2,5,1067,0,1067,0,0,2,0,2,0,4,0,0,4,1,2,436,0,290,0,0,0,0,2,2010,0,0,128000
836,30,1,90,0,0,0,7,0,0,1,5,6,1948,1973,0,0,0,1,0,1,0,2,1,2,4,3,437,2,0,1221,1559,1,5,1559,0,1559,1,0,1,0,2,1,5,0,0,1,1,2,812,0,0,116,230,0,2,6,2007,2,0,153500
837,160,1,21,0,0,0,22,0,4,0,6,5,1973,1973,0,3,3,4,158,1,0,1,1,2,4,4,438,2,0,153,483,2,5,483,504,987,1,0,1,1,2,1,5,0,0,1,1,1,264,0,0,0,0,0,0,11,2008,0,0,100000
838,20,0,75,0,0,0,0,0,0,1,5,6,1995,2006,0,0,0,1,0,1,0,0,3,2,4,2,8,2,0,1099,1099,0,5,1099,0,1099,0,0,1,1,3,0,6,0,0,4,1,1,352,0,278,0,0,0,0,6,2008,0,0,144000
839,50,0,70,0,0,0,15,0,0,2,5,6,1946,1995,0,1,1,1,0,1,0,1,1,2,4,4,118,2,0,416,768,0,5,768,432,1200,0,0,1,0,3,1,6,0,0,1,1,1,240,0,0,0,0,0,0,5,2008,0,0,130500
840,70,4,0,1,0,0,23,0,0,0,6,8,1925,1950,0,2,5,1,0,1,0,2,1,2,4,4,439,2,0,516,672,2,5,810,672,1482,0,0,2,0,4,3,7,0,0,1,1,1,400,2,0,0,254,0,0,3,2008,0,0,140000
841,70,1,60,0,0,0,7,0,0,0,5,8,1904,2002,0,1,1,1,0,1,0,0,1,2,4,2,8,2,0,650,650,1,5,958,581,1539,0,0,2,0,3,0,8,1,5,1,1,2,686,2,70,78,68,0,0,6,2008,0,0,157500
842,80,0,82,0,0,0,11,0,0,5,6,7,1966,1966,0,3,3,4,183,1,0,1,1,2,1,3,132,3,539,276,1127,2,5,1165,0,1165,1,0,1,1,3,1,6,0,0,4,3,2,490,0,0,129,0,0,3,5,2008,0,0,174900
843,90,0,80,0,0,2,11,3,2,1,5,4,1961,1961,0,4,7,1,0,1,0,1,1,2,4,2,8,2,0,1800,1800,0,5,1800,0,1800,0,0,2,0,6,1,10,0,0,4,3,0,0,0,0,0,0,0,0,7,2007,0,0,141000
844,50,1,100,1,0,0,7,3,0,2,5,8,1915,1950,0,2,5,1,0,1,0,2,1,2,2,2,8,2,0,876,876,1,5,876,540,1416,0,0,1,1,4,1,7,1,2,1,1,3,720,0,418,0,194,0,0,6,2008,0,0,153900
845,85,0,0,1,0,3,9,4,0,4,5,5,1975,1981,0,3,3,1,0,1,0,1,3,2,1,1,563,2,0,0,1390,2,5,1701,0,1701,1,0,2,0,3,1,6,2,1,5,2,2,611,0,0,0,0,0,0,1,2007,0,0,171000
846,60,0,75,0,0,0,12,0,0,0,7,5,1993,1993,0,3,3,4,137,0,0,0,3,2,4,1,441,2,0,227,740,0,5,1006,769,1775,1,0,2,1,3,0,7,1,1,4,1,2,425,0,234,72,192,0,0,7,2009,0,0,213000
847,20,0,36,1,0,3,0,0,0,1,5,6,1972,1972,0,3,4,1,0,1,0,1,1,2,3,4,442,2,0,404,864,0,5,864,0,864,1,0,1,0,3,1,5,1,3,4,1,1,338,0,0,0,0,0,0,8,2009,0,0,133500
848,50,0,75,2,1,0,19,0,0,2,6,8,1908,1997,0,2,5,1,0,1,0,2,1,2,4,2,8,2,0,907,907,2,5,1307,1051,2358,0,0,3,0,5,1,10,1,2,1,1,2,360,0,486,40,0,175,0,9,2008,0,0,240000
849,80,0,80,0,0,1,1,1,0,5,6,7,1976,1994,1,7,4,4,360,0,1,1,1,2,4,2,8,2,0,528,528,0,5,1094,761,1855,0,0,2,1,3,1,7,1,1,4,3,2,512,0,113,100,0,0,0,8,2007,0,0,187000
850,120,1,36,0,0,0,0,0,3,1,6,5,2003,2003,0,0,0,4,170,0,0,0,3,2,3,5,469,2,0,189,848,0,5,848,0,848,1,0,1,0,1,0,3,0,0,4,2,2,420,0,140,0,0,0,0,11,2007,0,0,131500
851,120,0,0,0,0,0,21,0,3,1,8,5,2003,2003,0,0,0,4,40,0,0,0,3,2,1,2,8,2,0,1273,1273,0,5,1456,0,1456,0,0,2,0,2,0,7,1,1,4,2,2,400,0,143,20,0,0,0,5,2006,0,0,215000
852,75,0,53,0,0,0,2,0,0,6,7,5,1941,1950,0,1,1,1,0,1,1,1,1,2,4,3,444,2,0,554,918,1,5,918,728,1646,0,0,2,0,4,1,7,2,2,1,1,1,240,0,0,0,0,126,1,8,2007,0,0,164000
853,80,0,0,1,0,2,11,0,0,5,6,6,1964,1964,0,1,3,4,115,1,1,1,1,2,1,3,445,2,0,563,1127,2,5,1445,0,1445,0,0,1,1,3,1,7,1,3,4,3,2,645,0,180,0,0,0,1,8,2009,0,0,158000
854,20,0,102,0,0,0,9,0,0,1,5,4,1955,1974,1,2,4,1,0,1,0,1,1,2,2,1,446,4,1085,372,1763,2,5,1779,0,1779,1,0,1,1,3,1,6,1,2,4,1,2,454,0,0,418,0,312,0,7,2006,0,1,170000
855,20,0,0,1,0,2,9,0,0,1,5,8,1962,2010,0,3,3,1,0,1,1,1,1,2,4,1,469,2,0,381,1040,0,5,1040,0,1040,1,0,1,1,3,1,6,0,0,1,1,1,260,0,0,104,0,0,0,4,2010,0,0,127000
856,80,0,0,1,2,0,0,0,0,5,6,6,1978,1978,0,7,3,1,0,1,0,1,3,1,1,5,447,5,435,0,940,2,5,1026,0,1026,1,0,1,0,3,1,5,0,0,1,1,2,576,0,0,0,34,0,1,10,2008,0,0,147000
857,60,0,65,0,0,0,17,0,0,0,6,5,1994,1995,0,3,3,1,0,1,0,0,3,2,4,2,8,2,0,702,702,1,5,702,779,1481,0,0,2,1,3,1,6,1,1,4,2,2,343,0,0,36,0,0,0,3,2009,0,0,174000
858,20,0,80,0,0,0,6,0,0,1,7,5,1976,1976,0,3,3,4,189,1,0,1,3,2,4,2,8,2,0,1090,1090,2,5,1370,0,1370,0,0,2,0,3,1,6,1,1,4,3,2,479,0,0,0,0,0,1,6,2009,0,5,152000
859,60,0,0,1,0,2,6,7,0,0,6,7,1968,1984,0,3,3,4,220,1,0,1,1,2,2,4,508,2,0,435,1054,2,5,1512,1142,2654,1,0,2,1,4,0,9,1,2,4,1,2,619,0,0,65,0,222,0,8,2006,0,0,250000
860,50,0,55,0,0,2,2,0,0,2,7,8,1918,1998,0,2,5,1,0,0,0,2,1,2,4,2,8,2,0,912,912,1,5,912,514,1426,0,0,1,1,3,0,7,1,2,1,1,1,216,0,0,240,0,0,3,6,2007,0,0,189950
861,190,0,75,0,0,0,9,0,1,1,5,4,1965,1965,1,7,3,1,0,1,0,0,1,2,2,4,183,2,0,198,1039,0,5,1039,0,1039,1,0,1,1,3,1,6,0,0,4,1,2,504,0,0,0,0,0,0,4,2010,0,0,131500
862,20,0,81,0,0,2,12,0,0,1,6,5,1984,1985,1,3,4,1,0,1,0,0,3,2,4,5,437,2,0,702,1040,2,5,1097,0,1097,0,0,2,0,3,1,6,0,0,4,1,2,480,0,0,0,0,0,3,5,2010,0,0,152000
863,20,0,70,0,0,0,11,0,0,1,5,5,1959,1959,1,4,4,1,0,1,0,1,1,2,4,4,395,2,0,0,1148,2,5,1148,0,1148,1,0,1,0,3,1,6,0,0,4,1,1,672,0,0,0,0,0,3,7,2009,0,0,132500
864,20,3,72,0,0,0,5,0,0,1,7,5,2007,2008,0,0,0,1,0,0,0,0,2,2,4,2,8,2,0,1372,1372,0,5,1372,0,1372,0,0,2,0,3,0,6,0,0,4,2,2,529,0,0,140,0,0,0,5,2008,1,2,250580
865,20,0,0,1,0,0,11,0,0,1,5,6,1970,1970,0,1,1,4,76,1,0,1,1,2,4,4,615,2,0,174,1002,2,5,1002,0,1002,1,0,1,0,3,1,5,0,0,1,1,2,902,0,0,0,0,0,1,8,2009,0,0,148500
