,LotShape,Neighborhood,OverallQual,Exterior2nd,MasVnrType,ExterQual,BsmtExposure,BsmtFinSF1,BsmtUnfSF,1stFlrSF,FullBath,HalfBath,BedroomAbvGr,KitchenQual,Fireplaces,GarageArea,WoodDeckSF,MoSold,YrSold,SalePrice
616,1,17,6,0,1,0,4,352,326,807,2,1,3,0,1,393,100,6,2006,183200
617,0,11,6,1,1,1,4,8,832,832,1,0,2,0,0,528,0,6,2008,105500
618,0,10,9,6,4,2,3,540,1774,1828,2,0,3,0,1,774,0,7,2007,314813
619,0,16,8,0,2,0,1,465,611,1482,2,1,4,0,2,749,168,8,2008,305000
620,0,15,3,8,1,1,4,355,823,864,1,0,2,1,0,0,0,9,2008,67000
621,0,6,6,3,1,1,4,232,384,1548,2,1,4,1,1,624,38,6,2008,240000
622,0,9,5,4,4,1,4,123,420,980,1,0,3,1,0,484,192,7,2009,135000
623,0,5,6,1,4,0,4,182,336,756,2,1,2,0,1,440,0,6,2007,168500
624,0,6,6,0,1,1,4,261,485,1012,1,2,4,1,1,484,148,11,2006,165150
625,1,11,6,5,4,1,4,8,1116,1116,1,1,3,1,0,440,0,2,2010,160000
626,1,11,5,5,1,1,4,8,978,1422,1,0,3,1,1,286,0,8,2007,139900
627,0,11,6,9,4,1,3,356,350,1520,1,0,3,1,2,364,0,3,2010,153000
628,1,11,5,4,4,1,3,299,390,1040,1,2,5,3,2,504,335,9,2007,135000
629,0,11,6,5,4,1,1,357,288,1350,1,1,3,1,0,520,176,6,2008,168500
630,0,7,5,0,1,1,4,8,636,1089,1,0,3,2,0,240,0,6,2006,124000
631,0,10,8,0,2,0,2,55,1530,1554,2,0,2,0,1,627,156,8,2007,209500
632,0,6,7,4,4,1,4,137,564,1411,2,0,3,1,1,544,192,4,2009,82500
633,0,11,5,5,1,1,4,358,108,1056,1,0,3,1,0,260,390,7,2007,139400
634,0,7,6,4,1,1,4,244,0,1056,0,0,0,1,0,576,264,6,2010,144000
635,0,23,6,0,1,3,4,426,1184,1440,2,0,8,3,0,0,0,3,2007,200000
636,0,8,2,9,1,3,4,8,264,800,1,0,1,3,1,0,0,1,2009,60000
637,0,7,5,5,1,1,4,8,811,811,2,0,3,0,0,256,0,11,2009,93000
638,0,15,5,5,1,1,4,8,796,796,1,0,2,1,0,0,328,5,2008,85000
639,0,21,8,0,1,0,3,359,366,1567,2,0,1,2,1,648,312,10,2006,264561
640,1,10,8,1,4,2,1,386,300,1518,1,1,1,2,1,588,185,4,2008,274000
641,0,5,7,0,1,0,4,360,319,1057,2,1,3,0,1,650,0,5,2007,226000
642,0,11,8,5,1,0,1,544,542,2000,2,1,4,2,3,538,269,7,2009,345000
643,0,6,5,3,4,1,4,361,0,780,2,1,4,1,0,462,208,4,2007,152000
644,0,5,9,6,2,2,2,362,645,1766,2,1,2,2,1,478,195,10,2009,370878
645,1,11,6,4,1,1,4,363,664,981,1,1,3,1,0,576,0,3,2007,143250
646,0,11,5,1,1,1,4,8,0,1048,1,0,3,1,0,420,0,7,2008,98300
647,1,15,6,5,2,1,2,444,594,1094,1,0,3,1,2,495,0,6,2008,155000
648,0,11,6,1,4,1,4,8,756,1051,1,1,4,1,1,442,0,6,2010,155000
649,0,14,4,6,1,1,3,365,0,630,1,0,1,1,0,0,0,12,2007,84500
650,0,5,7,6,4,0,4,8,813,822,2,1,3,0,0,562,0,5,2008,205950
651,0,15,4,1,1,1,2,8,755,755,1,0,4,1,1,296,120,10,2009,108000
652,0,0,7,0,1,0,4,8,880,909,2,1,2,0,1,512,0,7,2009,191000
653,0,13,6,1,1,1,4,8,756,756,1,0,3,1,0,216,57,6,2008,135000
654,1,3,8,1,4,0,1,366,413,2113,2,1,2,0,1,839,236,8,2008,350000
655,0,22,6,11,4,1,4,8,525,525,1,1,3,1,0,264,0,3,2010,88000
656,1,11,5,3,4,0,4,367,247,1053,1,1,3,0,0,312,0,8,2008,145500
657,0,2,7,2,1,1,4,8,776,851,1,1,3,1,1,270,0,2,2008,149000
658,0,11,6,0,1,1,4,8,912,912,1,0,3,1,1,330,192,1,2010,97500
659,0,15,5,1,1,1,4,323,849,1486,1,0,3,1,0,480,0,3,2009,167000
660,0,6,7,4,4,1,4,8,793,1142,2,1,3,1,1,550,0,11,2007,197900
661,2,3,8,0,4,0,4,368,88,1686,2,1,4,0,1,711,517,7,2009,402000
662,0,11,6,5,4,1,4,8,1392,1392,1,0,2,1,2,576,0,7,2009,110000
663,0,15,4,4,1,1,3,542,38,1181,2,0,3,1,0,588,0,4,2008,137500
664,2,5,8,0,1,0,2,370,356,2097,1,1,1,2,1,1134,192,1,2006,423000
665,1,17,8,0,4,0,4,8,1406,1454,2,1,3,0,1,504,188,11,2006,230500
666,1,11,6,4,3,1,4,371,111,1465,2,1,3,1,1,596,0,8,2007,129000
667,0,12,6,3,4,1,4,372,270,1679,2,0,3,0,1,575,224,10,2008,193500
668,0,9,5,5,1,1,4,373,200,1437,1,1,3,1,1,576,304,11,2006,168000
669,0,2,4,1,1,1,4,8,700,1180,1,0,2,3,1,252,0,7,2006,137500
670,0,0,6,0,1,0,4,374,545,738,2,1,3,0,0,540,100,2,2009,173500
671,0,15,6,5,1,1,4,483,121,697,2,0,3,1,0,300,147,7,2009,103600
672,1,1,6,4,1,0,4,376,441,1208,1,1,3,1,1,546,198,6,2006,165000
673,0,2,6,6,4,1,4,377,291,1839,2,0,3,0,2,416,0,6,2007,257500
674,0,11,6,3,1,1,4,378,244,1136,1,0,3,1,1,384,426,7,2008,140000
675,0,20,6,10,1,1,4,379,544,855,2,1,3,1,1,440,28,4,2009,148500
676,0,7,4,8,1,1,4,8,1095,1095,2,0,4,1,0,779,0,5,2006,87000
677,0,7,5,0,1,0,4,8,768,792,1,0,2,0,0,240,316,5,2009,109500
678,1,18,8,0,2,0,2,8,2046,2046,2,1,3,0,1,834,322,7,2009,372500
679,1,9,5,5,4,1,4,380,161,988,1,0,3,1,0,572,0,10,2007,128500
680,0,12,6,4,1,1,4,613,261,923,2,0,2,1,1,264,80,5,2010,143000
681,2,23,5,8,1,1,4,226,611,848,1,0,3,1,0,281,0,7,2009,159434
682,0,19,6,5,1,1,2,382,288,1291,1,0,2,0,1,431,307,11,2008,173000
683,1,0,9,0,2,0,3,516,567,1668,2,0,3,0,1,702,257,7,2007,285000
684,2,3,7,0,4,0,4,8,1195,1195,2,1,4,1,0,486,0,6,2010,221000
685,1,18,7,3,1,0,2,615,180,1190,2,0,3,0,1,577,219,9,2007,207500
686,0,5,7,0,1,0,4,8,874,874,3,0,3,0,0,578,144,8,2007,227875
687,2,5,7,1,1,0,4,384,312,551,2,1,2,0,0,480,0,3,2007,148800
688,0,18,8,1,4,0,3,385,474,1419,2,0,2,0,1,567,140,10,2007,392000
689,1,10,6,0,2,0,3,386,1342,1362,2,0,2,0,1,460,192,6,2007,194700
690,0,0,6,0,4,0,1,155,151,848,1,0,1,0,1,420,149,5,2008,141000
691,1,3,10,3,4,2,1,387,989,2444,3,1,4,2,2,832,382,1,2007,755000
692,1,16,7,1,4,0,1,388,245,1238,2,1,4,0,2,628,320,4,2006,335000
693,0,7,5,1,1,1,4,8,1073,1073,1,0,2,1,0,326,0,12,2006,108480
694,0,8,5,5,1,1,4,8,927,1067,1,1,3,1,0,576,112,4,2009,141500
695,1,16,6,3,4,1,4,389,92,1137,2,0,2,0,1,551,125,7,2006,176000
696,0,8,5,2,1,1,4,420,0,616,1,0,2,1,0,205,0,6,2006,89000
697,1,15,5,5,1,1,2,177,219,1148,1,0,2,1,0,308,0,9,2006,123500
698,0,9,5,1,1,1,4,268,224,894,1,0,3,1,1,336,416,4,2010,138500
699,2,5,7,1,1,0,2,297,1375,1391,2,0,2,0,0,530,156,7,2008,196000
700,0,16,8,0,4,0,1,602,526,1800,2,0,3,0,1,765,270,5,2006,312500
701,0,6,7,3,4,1,4,8,1164,1164,1,1,3,1,0,528,0,7,2006,140000
702,1,18,8,0,4,2,4,8,1234,1264,2,1,4,2,1,666,324,7,2006,361919
703,0,7,5,5,1,1,4,8,360,1032,2,0,4,0,1,672,344,5,2010,140000
704,0,0,7,0,4,0,3,222,761,1484,2,0,3,0,0,606,0,5,2010,213000
705,0,13,4,2,1,3,4,8,0,372,2,0,3,3,0,0,0,7,2010,55000
706,2,19,7,4,2,1,1,307,424,1824,2,0,2,0,2,739,380,6,2007,302000
707,0,10,8,1,4,0,4,390,461,1324,2,0,2,0,1,550,192,12,2009,254000
708,1,17,7,0,1,0,3,8,728,728,2,1,3,0,1,400,100,7,2007,179540
709,1,9,5,3,3,1,4,8,876,904,1,0,3,1,0,408,0,12,2008,109900
710,1,8,3,0,1,0,4,8,270,729,1,0,2,1,0,0,0,7,2008,52000
711,0,13,4,1,1,1,2,8,859,859,1,0,2,1,0,384,68,1,2010,102776
712,1,18,8,3,1,0,2,376,461,1228,2,0,2,0,1,472,168,10,2008,189000
713,0,8,4,3,4,1,3,243,171,960,1,0,3,1,0,576,0,5,2006,129000
714,1,9,6,4,4,0,4,391,192,725,2,1,3,0,0,475,0,3,2010,130500
715,0,6,6,3,4,1,4,8,1064,1350,2,0,3,1,1,478,0,8,2009,165000
716,0,7,7,0,1,1,4,8,718,1576,1,1,3,1,0,704,0,7,2007,159500
717,0,6,5,3,1,1,4,392,92,1178,1,1,3,0,1,439,224,11,2008,157000
718,0,3,7,11,4,0,1,393,138,1325,2,1,3,0,1,983,250,8,2008,341000
719,1,0,5,4,1,1,1,414,448,971,1,1,3,1,1,300,0,5,2006,128500
720,1,18,8,3,1,0,1,395,594,1742,2,0,2,0,1,564,114,12,2006,275000
721,0,0,6,0,4,0,3,365,186,848,1,0,1,0,0,420,160,5,2010,143000
722,0,11,4,1,1,1,4,396,673,864,1,0,3,1,0,463,0,7,2009,124500
723,0,15,4,1,1,1,4,8,941,997,2,0,4,1,0,548,0,5,2008,135000
724,1,15,9,6,2,2,4,518,464,1698,2,0,3,2,1,768,327,2,2009,320000
725,0,11,4,4,1,1,4,483,250,864,1,0,3,0,0,660,96,11,2009,120500
726,1,2,6,4,4,0,4,399,72,1680,2,0,3,0,1,540,292,12,2009,222000
727,0,0,7,0,2,0,3,400,508,1232,2,0,2,0,0,632,132,2,2009,194500
728,0,11,5,0,4,1,4,8,1584,1776,2,0,4,1,0,888,0,7,2009,110000
729,0,13,4,1,1,1,4,401,628,848,1,0,2,1,0,539,0,1,2009,103000
730,1,18,8,6,1,0,4,402,415,1616,2,0,2,0,1,608,237,3,2010,236500
731,1,16,7,0,4,0,3,241,82,1146,2,0,3,0,1,438,160,5,2007,187500
732,1,0,7,0,4,0,3,403,901,1153,2,1,3,0,1,541,192,7,2008,222500
733,0,9,5,3,1,1,4,337,270,1144,1,0,3,1,1,264,165,3,2009,131400
734,1,9,5,4,1,1,4,8,948,948,1,0,3,1,0,300,147,5,2007,108000
735,0,7,7,5,1,1,2,124,490,880,1,1,2,1,2,320,0,10,2006,163000
736,0,11,3,13,1,1,4,8,0,1040,2,0,2,1,0,400,0,7,2006,93500
737,1,17,8,0,1,0,4,8,893,901,2,1,3,0,1,800,0,6,2006,239900
738,0,15,5,4,1,1,1,66,0,1200,3,0,3,1,0,0,120,3,2009,179000
739,1,0,7,0,1,0,4,8,864,864,2,1,3,0,0,572,187,4,2009,190000
740,0,7,5,2,1,1,4,8,264,768,2,0,2,1,0,360,270,5,2007,132000
741,1,9,6,3,1,1,2,629,80,912,1,0,3,0,0,288,168,5,2008,142000
742,0,12,7,0,4,1,4,8,1349,1349,2,0,3,1,0,539,120,12,2007,179000
743,1,9,5,3,1,1,3,69,76,1464,2,0,3,1,1,480,302,10,2009,175000
744,1,18,8,3,1,0,4,13,604,1337,2,0,2,0,1,462,96,10,2008,180000
745,1,6,8,0,4,2,4,405,487,1175,3,1,4,0,2,831,0,7,2008,299800
746,1,17,7,0,1,0,4,79,652,980,2,1,4,0,1,554,224,4,2009,236000
747,1,7,7,8,1,0,4,8,1240,1320,1,1,4,0,1,864,181,5,2009,265979
748,1,3,7,0,4,0,4,406,801,1720,2,0,3,0,1,527,240,3,2010,260400
749,0,15,4,2,1,1,4,8,0,1088,2,0,4,1,0,240,92,4,2009,98000
750,0,7,4,5,1,1,4,8,576,792,1,0,3,1,0,0,0,6,2010,96500
751,0,17,7,0,1,0,4,8,660,660,2,1,3,0,0,400,0,8,2007,162000
752,1,0,6,0,1,1,1,66,279,1494,2,0,3,0,0,576,168,7,2006,217000
753,0,10,8,0,4,0,2,8,1030,1038,2,1,3,2,1,878,192,3,2006,275500
754,0,11,6,4,1,1,4,407,115,1026,1,0,3,0,0,440,171,7,2009,156000
755,0,5,6,1,4,1,4,613,348,742,2,1,3,1,0,440,0,3,2009,172500
756,1,0,8,0,1,0,3,386,846,866,2,1,3,0,0,578,144,4,2009,212000
757,1,9,6,3,3,1,2,409,234,672,2,1,3,1,1,440,335,4,2010,158900
758,0,5,7,1,4,1,4,524,195,757,2,1,3,1,0,440,0,8,2008,179400
759,1,3,8,0,4,0,3,313,1198,1328,2,1,4,0,1,752,222,11,2007,290000
760,0,11,6,5,1,1,4,411,252,864,1,0,2,1,0,300,0,10,2009,127500
761,0,8,5,5,1,1,2,86,740,1301,1,0,2,3,0,440,0,10,2009,100000
762,0,5,7,0,1,1,2,55,732,764,2,1,3,0,0,614,169,6,2010,215200
763,0,3,8,0,4,0,2,581,89,1268,2,1,3,0,1,856,0,7,2009,337000
764,1,1,8,7,1,0,3,413,0,1494,1,1,2,2,1,481,0,4,2006,270000
765,1,5,9,0,2,0,4,8,1498,1506,2,0,2,2,1,592,0,8,2008,264132
766,0,6,7,3,4,1,4,414,586,980,2,1,3,1,1,496,228,3,2010,196500
767,1,4,6,0,1,1,2,103,323,983,2,0,4,1,0,423,245,7,2008,160000
768,0,0,7,0,1,0,4,55,1836,1836,2,0,3,0,1,484,120,10,2006,216837
769,2,18,8,2,4,2,1,552,234,1690,3,1,4,2,1,841,503,6,2010,538000
770,1,9,5,5,1,1,3,342,173,858,1,0,2,1,0,576,120,4,2009,134900
771,0,15,4,5,1,1,4,459,0,1220,1,0,2,1,0,396,0,4,2006,102000
772,0,15,6,4,1,1,3,416,480,1117,1,0,3,1,1,672,144,3,2010,107000
773,0,11,5,5,1,1,4,31,456,912,1,0,2,1,0,275,0,7,2007,114500
774,0,10,8,0,4,0,3,8,1935,1973,2,0,3,0,1,895,315,7,2007,395000
775,0,4,6,0,4,1,4,321,338,1204,2,0,2,1,0,412,0,6,2009,162000
776,1,0,7,0,4,0,3,386,1594,1614,2,0,3,0,0,865,144,7,2006,221500
777,1,9,5,4,1,1,4,486,102,894,1,0,3,1,1,440,241,6,2006,142500
778,0,12,5,4,4,1,4,8,0,2020,2,0,4,1,2,630,0,10,2007,144000
779,0,4,6,11,4,1,1,418,0,1004,1,0,2,1,0,504,0,5,2006,135000
780,0,17,7,3,4,1,4,8,1237,1253,2,0,3,1,1,402,220,6,2007,176000
781,0,12,6,0,1,0,4,254,374,810,2,1,3,0,0,484,0,7,2006,175900
782,2,0,7,0,1,0,4,8,1413,1430,2,0,3,0,0,605,0,6,2009,187100
783,1,4,5,4,4,1,3,419,0,1110,1,0,1,0,1,602,303,7,2009,165500
784,0,7,6,2,1,1,4,8,742,742,2,0,3,1,1,0,0,6,2008,128000
785,0,6,6,5,1,1,4,420,491,1342,2,0,3,1,1,457,0,9,2009,161500
786,0,7,5,1,1,1,4,421,0,966,2,0,4,1,0,416,0,6,2010,139000
787,1,12,7,0,1,0,4,422,300,956,2,1,4,0,0,618,0,1,2010,233000
788,0,7,4,1,1,1,4,8,901,901,1,0,2,1,0,281,0,8,2008,107900
789,1,19,6,3,4,1,1,530,264,976,2,1,5,0,0,444,133,7,2007,187500
790,0,21,7,0,4,0,4,297,1129,1145,2,0,2,0,1,397,100,9,2009,160200
791,1,4,6,3,1,1,3,424,490,1062,1,0,3,1,2,539,120,5,2007,146800
792,1,3,7,1,1,0,3,425,255,1127,2,1,3,1,1,455,180,6,2007,269790
793,0,5,8,6,2,0,3,8,1496,1496,2,0,3,0,0,474,168,6,2007,225000
794,1,17,7,1,1,0,4,8,712,1086,2,1,3,0,1,409,143,10,2008,194500
795,0,12,6,3,4,1,4,8,650,888,2,1,3,1,1,476,0,4,2010,171000
796,0,9,6,4,4,1,4,8,660,1285,1,1,3,1,1,528,138,4,2007,143500
797,0,11,5,0,1,1,4,78,203,773,1,0,2,1,0,240,0,4,2008,110000
798,0,10,9,0,2,2,4,8,1926,1966,3,1,4,2,2,820,144,7,2009,485000
799,0,23,5,5,4,1,4,65,162,981,1,1,3,0,2,240,0,6,2007,175000
800,1,19,6,0,1,1,1,245,154,616,2,1,4,0,0,603,403,5,2008,200000
801,0,13,4,1,1,1,4,426,999,1196,1,0,2,1,0,440,0,7,2007,109900
802,0,0,7,2,1,0,3,60,80,728,2,1,3,0,1,410,36,10,2008,189000
803,0,10,9,0,2,2,1,8,1734,1734,3,1,4,2,1,1020,52,1,2009,582933
804,0,11,5,5,1,1,4,515,124,1128,1,0,2,1,0,286,0,6,2006,118000
805,1,5,7,0,2,0,4,8,1417,1428,2,0,3,2,0,554,0,7,2008,227680
806,0,11,5,0,1,1,3,291,100,980,2,0,3,1,0,384,68,10,2006,135500
807,0,8,5,5,1,1,1,589,15,1072,1,1,3,0,1,528,0,5,2009,223500
808,0,11,5,0,4,1,3,571,380,1086,1,0,3,1,1,484,0,6,2006,159950
809,0,7,5,9,1,1,4,8,849,1075,2,0,2,1,0,360,40,11,2009,106000
810,0,6,6,3,4,1,4,428,0,1309,1,1,3,0,1,484,265,1,2006,181000
811,0,0,6,0,4,0,1,365,186,848,1,0,1,0,1,420,140,6,2008,144500
812,0,13,5,5,1,3,3,8,540,1044,1,0,2,3,0,504,0,6,2010,55993
813,0,11,6,1,4,1,4,429,834,1442,1,1,4,1,0,301,0,4,2007,157900
814,0,15,5,8,1,1,4,8,686,686,1,1,3,3,0,280,207,7,2006,116000
815,2,0,7,0,4,1,4,8,1649,1661,2,0,3,0,0,598,0,5,2010,224900
816,1,11,5,7,1,1,4,329,522,1008,1,0,2,1,1,275,0,7,2006,137000
817,1,4,8,6,4,0,4,386,350,1689,2,0,3,0,2,857,150,7,2008,271000
818,0,19,6,3,4,1,3,297,506,1052,1,0,3,1,0,440,0,6,2010,155000
819,1,10,7,0,2,0,2,13,625,1358,2,0,2,0,1,484,192,6,2010,224000
820,1,0,7,0,1,0,4,8,798,798,2,1,3,0,0,595,0,6,2008,183000
821,0,7,4,1,1,3,4,8,936,936,1,0,2,1,0,576,0,2,2009,93000
822,1,17,7,0,1,0,1,8,847,847,2,1,3,0,1,433,100,10,2007,225000
823,0,23,6,0,1,1,4,8,778,944,2,0,3,1,1,240,335,7,2009,139500
824,0,5,8,0,1,0,4,8,1489,1489,2,0,3,0,1,776,0,6,2006,232600
825,0,10,10,6,4,2,3,430,442,2084,2,0,2,2,1,1220,188,6,2008,385000
826,0,8,5,1,1,1,4,431,0,784,1,0,2,0,0,0,0,5,2008,109500
827,1,12,7,0,1,0,4,386,1434,1434,2,0,3,0,1,527,290,4,2009,189000
828,2,19,5,4,1,1,1,432,0,1160,2,1,3,1,0,538,486,6,2009,185000
829,0,5,7,1,1,0,4,8,600,520,2,1,2,0,0,480,0,7,2006,147400
830,1,11,6,3,4,1,4,433,352,1392,1,1,3,1,2,458,0,6,2008,166000
831,0,5,7,1,1,1,4,8,600,520,2,1,2,0,0,480,0,6,2006,151000
832,1,0,7,0,4,0,4,434,458,941,2,1,3,0,1,613,192,1,2010,237000
833,0,11,6,4,4,1,4,435,975,1516,1,1,3,1,0,472,0,2,2009,167000
834,0,11,5,0,4,1,4,436,572,1144,1,0,3,1,0,456,0,9,2008,139950
835,0,9,4,3,1,1,4,335,625,1067,2,0,2,0,0,436,290,2,2010,128000
836,0,7,5,0,1,1,4,437,1221,1559,1,0,2,1,0,812,0,6,2007,153500
837,0,22,6,3,4,1,4,438,153,483,1,1,2,1,0,264,0,11,2008,100000
838,0,0,5,0,1,1,4,8,1099,1099,1,1,3,0,0,352,278,6,2008,144000
839,0,15,5,1,1,1,4,118,416,768,1,0,3,1,0,240,0,5,2008,130500
840,1,23,6,5,1,1,4,439,516,810,2,0,4,3,0,400,0,3,2008,140000
841,0,7,5,1,1,1,4,8,650,958,2,0,3,0,1,686,70,6,2008,157500
842,0,11,6,3,4,1,1,132,276,1165,1,1,3,1,0,490,0,5,2008,174900
843,0,11,5,7,1,1,4,8,1800,1800,2,0,6,1,0,0,0,7,2007,141000
844,1,7,5,5,1,1,2,8,876,876,1,1,4,1,1,720,418,6,2008,153900
845,1,9,5,3,1,1,1,563,0,1701,2,0,3,1,2,611,0,1,2007,171000
846,0,12,7,3,4,0,4,441,227,1006,2,1,3,0,1,425,234,7,2009,213000
847,1,0,5,4,1,1,3,442,404,864,1,0,3,1,1,338,0,8,2009,133500
848,2,19,6,5,1,1,4,8,907,1307,3,0,5,1,1,360,486,9,2008,240000
849,0,1,6,4,4,0,4,8,528,1094,2,1,3,1,1,512,113,8,2007,187000
850,0,0,6,0,4,0,3,469,189,848,1,0,1,0,0,420,140,11,2007,131500
851,0,21,8,0,4,0,1,8,1273,1456,2,0,2,0,1,400,143,5,2006,215000
852,0,2,7,1,1,1,4,444,554,918,2,0,4,1,2,240,0,8,2007,164000
853,1,11,6,3,4,1,1,445,563,1445,1,1,3,1,1,645,180,8,2009,158000
854,0,9,5,4,1,1,2,446,372,1779,1,1,3,1,1,454,0,7,2006,170000
855,1,9,5,3,1,1,4,469,381,1040,1,1,3,1,0,260,0,4,2010,127000
856,1,0,6,3,1,1,1,447,0,1026,1,0,3,1,0,576,0,10,2008,147000
857,0,17,6,3,1,1,4,8,702,702,2,1,3,1,1,343,0,3,2009,174000
858,0,6,7,3,4,1,4,8,1090,1370,2,0,3,1,1,479,0,6,2009,152000
859,1,6,6,3,4,1,2,508,435,1512,2,1,4,0,1,619,0,8,2006,250000
860,0,2,7,5,1,0,4,8,912,912,1,1,3,0,1,216,0,6,2007,189950
861,0,9,5,3,1,1,2,183,198,1039,1,1,3,1,0,504,0,4,2010,131500
862,0,12,6,4,1,1,4,437,702,1097,2,0,3,1,0,480,0,5,2010,152000
863,0,11,5,4,1,1,4,395,0,1148,1,0,3,1,0,672,0,7,2009,132500
864,0,5,7,0,1,0,4,8,1372,1372,2,0,3,0,0,529,0,5,2008,250580
865,1,11,5,1,4,1,4,615,174,1002,1,0,3,1,0,902,0,8,2009,148500
866,1,16,8,0,2,0,3,8,1638,1646,2,0,3,0,1,870,192,11,2007,248900
867,0,9,4,0,1,1,4,448,108,1120,1,1,3,3,0,544,168,5,2007,129000
868,2,17,5,4,1,1,4,8,0,1547,2,0,2,1,1,672,120,5,2006,169000
869,0,12,7,1,4,0,4,449,300,1062,2,1,3,0,1,574,156,6,2010,236000
870,0,11,5,1,1,1,4,8,894,894,1,0,2,1,0,308,0,8,2009,109500
871,0,0,6,0,4,1,4,447,299,804,2,1,3,0,0,523,0,6,2010,200500
872,0,11,5,2,1,0,3,8,105,910,1,0,3,0,0,414,196,10,2008,116000
873,0,11,5,3,1,0,4,483,457,1036,1,0,3,1,1,288,0,9,2009,133000
874,0,7,5,5,1,1,4,8,676,676,1,1,3,1,0,200,26,8,2009,66500
875,0,5,8,6,1,0,3,450,1120,1184,2,1,4,2,1,550,208,8,2007,303477
876,0,4,4,4,1,1,1,451,431,1040,1,0,3,1,0,648,0,1,2007,132250
877,0,10,9,0,2,0,4,452,292,1462,2,1,4,2,1,738,184,6,2009,350000
878,1,9,5,3,1,1,3,453,210,1155,1,0,3,0,0,576,192,6,2010,148000
879,1,0,5,0,4,0,4,15,218,864,1,0,3,1,0,336,0,7,2009,136500
880,0,15,5,0,1,1,4,389,110,1090,1,1,2,1,0,450,0,6,2007,157000
881,1,16,7,3,4,0,2,454,254,1187,2,1,3,0,1,400,168,4,2007,187500
882,1,17,6,0,1,1,4,8,808,808,2,1,3,1,1,389,342,12,2009,178000
883,0,23,4,5,1,0,4,8,795,954,1,0,5,1,0,440,0,3,2006,118500
884,0,11,5,3,4,1,4,90,460,892,1,0,3,1,0,288,0,7,2009,100000
885,1,5,9,1,4,0,3,455,460,1709,2,0,2,0,1,506,97,1,2008,328900
886,0,11,5,1,4,1,4,456,1098,1712,2,0,4,1,0,588,272,6,2006,145000
887,1,15,5,1,1,1,4,8,816,872,1,1,3,1,0,300,121,4,2008,135500
888,1,11,8,5,1,0,1,106,1043,2217,2,0,4,0,1,621,81,10,2007,268000
889,0,11,6,5,4,1,4,457,481,1505,1,0,2,1,1,505,0,2,2009,149500
890,0,11,5,1,1,1,2,8,672,672,1,0,3,1,1,576,0,7,2007,122900
891,0,9,6,3,4,1,4,593,192,918,2,1,3,1,1,440,243,7,2009,172500
892,0,9,6,3,1,1,4,428,396,1068,1,0,3,1,0,264,192,2,2006,154500
893,0,9,5,4,1,1,2,458,319,1383,1,0,3,1,1,354,511,6,2008,165000
894,0,12,5,4,1,1,4,8,0,1535,2,0,4,1,0,400,0,6,2009,118858
895,0,11,6,3,4,1,4,291,380,983,1,1,4,1,1,483,0,10,2008,140000
896,0,13,4,5,1,1,4,459,666,951,1,0,2,1,0,327,0,4,2006,106500
897,0,12,5,4,1,1,4,8,0,1120,2,0,6,1,0,528,154,6,2009,142953
898,1,10,9,0,2,2,1,460,142,2364,2,1,2,2,2,820,0,3,2010,611657
899,0,9,5,4,1,1,4,461,447,1236,1,0,3,1,1,288,0,6,2006,135000
900,1,11,4,3,1,1,4,462,536,858,1,0,2,1,0,684,0,6,2007,110000
901,1,11,5,1,1,1,2,463,132,1306,1,0,2,1,0,756,0,5,2009,153000
902,0,17,7,0,1,0,4,8,783,807,2,1,3,0,1,393,0,7,2006,180000
903,1,17,7,0,4,0,4,8,1670,1670,2,0,3,0,1,690,144,8,2006,240000
904,1,9,5,5,4,1,4,477,277,902,1,0,3,1,0,288,0,8,2007,125500
905,0,11,5,3,2,1,4,465,412,1063,1,0,3,1,0,280,0,2,2010,128000
906,1,5,8,0,2,0,4,466,1560,1636,2,0,3,0,1,865,0,6,2007,255000
907,1,2,7,7,1,0,4,467,794,1020,1,1,3,0,1,180,0,6,2006,250000
908,1,4,5,3,1,1,3,468,239,902,1,0,2,1,0,484,164,6,2006,131000
909,2,17,6,0,1,0,4,8,742,742,2,1,3,0,1,390,36,6,2009,174000
910,0,11,5,1,4,1,4,469,662,1105,2,0,5,1,0,480,0,1,2010,154300
911,1,0,5,4,1,1,3,435,1072,1268,1,1,3,0,0,252,173,10,2009,143500
912,0,8,5,1,1,1,4,470,279,1015,1,0,3,1,0,450,0,7,2006,88000
913,0,2,5,1,1,1,4,471,717,1001,2,0,4,1,0,871,0,8,2007,145000
914,0,5,6,0,2,0,3,472,318,612,2,1,2,0,0,528,0,6,2009,173733
915,0,14,4,6,4,1,4,8,546,546,1,1,3,1,0,286,0,1,2007,75000
916,0,13,2,9,1,1,3,245,430,480,0,0,1,1,0,308,0,10,2006,35311
917,0,15,4,0,1,1,4,516,75,1229,1,0,3,1,0,284,0,4,2009,135000
918,1,12,7,3,1,0,2,540,422,912,2,1,4,0,1,833,72,11,2007,238000
919,1,11,6,1,1,2,4,456,245,1414,1,0,3,1,1,601,0,5,2008,176500
920,1,12,6,3,4,0,4,473,114,936,2,1,3,0,0,471,300,7,2007,201000
921,0,15,5,1,1,1,4,392,188,1272,2,2,4,1,0,0,0,9,2008,145900
922,0,17,6,0,1,0,4,435,1288,1316,2,0,3,0,1,397,100,10,2006,169990
923,0,12,6,4,1,0,4,474,598,1617,2,0,2,0,1,533,0,7,2008,193000
924,0,6,6,4,4,1,4,148,0,1686,2,0,3,1,1,612,384,5,2006,207500
